=== environment-table14.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell P60 | value='-0.0161691591055282' | fill=46 | rows=[59] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q60 | value='134559.4776' | fill=46 | rows=[59] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R60 | value='134400.3586' | fill=46 | rows=[59] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S60 | value='-0.118251796780167' | fill=46 | rows=[59] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T60 | value='142931.4478' | fill=46 | rows=[59] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U60 | value='148136.3668' | fill=46 | rows=[59] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V60 | value='3.64154920426126' | fill=46 | rows=[59] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W60 | value='277490.9254' | fill=46 | rows=[59] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X60 | value='282536.7268' | fill=46 | rows=[59] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y60 | value='1.81836627368139' | fill=46 | rows=[59] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z60 | value='73221.597' | fill=52 | rows=[59] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA60 | value='165618.257' | fill=52 | rows=[59] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB60 | value='126.187714807695' | fill=52 | rows=[59] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC60 | value='201929.307' | fill=52 | rows=[59] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD60 | value='233841.048' | fill=52 | rows=[59] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE60 | value='15.8034222342971' | fill=52 | rows=[59] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF60 | value='275150.904' | fill=52 | rows=[59] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG60 | value='399459.305' | fill=52 | rows=[59] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH60 | value='45.1782637065223' | fill=52 | rows=[59] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI60 | value='#' | fill=52 | rows=[59] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ60 | value='#' | fill=52 | rows=[59] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK60 | value='-' | fill=52 | rows=[59] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL60 | value='#' | fill=52 | rows=[59] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM60 | value='#' | fill=52 | rows=[59] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN60 | value='-' | fill=52 | rows=[59] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO60 | value='808.189' | fill=52 | rows=[59] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP60 | value='899.222' | fill=52 | rows=[59] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ60 | value='11.2638256645413' | fill=52 | rows=[59] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR60 | value='#' | fill=52 | rows=[59] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS60 | value='3867.716' | fill=52 | rows=[59] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT60 | value='-' | fill=52 | rows=[59] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU60 | value='#' | fill=52 | rows=[59] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV60 | value='632064.196' | fill=52 | rows=[59] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW60 | value='-' | fill=52 | rows=[59] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX60 | value='1019108.103' | fill=52 | rows=[59] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY60 | value='1035391.217' | fill=52 | rows=[59] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ60 | value='1.59778083915401' | fill=52 | rows=[59] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA60 | value='4432.979' | fill=52 | rows=[59] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB60 | value='3819.306' | fill=52 | rows=[59] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC60 | value='-13.8433545478109' | fill=52 | rows=[59] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD60 | value='1204.471' | fill=52 | rows=[59] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE60 | value='1319.844' | fill=52 | rows=[59] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF60 | value='9.57872792288067' | fill=52 | rows=[59] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG60 | value='8624.038' | fill=52 | rows=[59] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH60 | value='10673.833' | fill=52 | rows=[59] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI60 | value='23.768390167112' | fill=52 | rows=[59] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ60 | value='92542.049' | fill=52 | rows=[59] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK60 | value='103893.103' | fill=52 | rows=[59] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL60 | value='12.265833880553' | fill=52 | rows=[59] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM60 | value='1125911.636' | fill=52 | rows=[59] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN60 | value='1155097.319' | fill=52 | rows=[59] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO60 | value='2.59218237620203' | fill=52 | rows=[59] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A61 | value='TELFORD AND WREKIN' | fill=00000000 | rows=[60] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B61 | value='4246.2939' | fill=46 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='4810.7379' | fill=46 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='13.2926267774353' | fill=46 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='401.5949' | fill=46 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='454.5497' | fill=46 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='13.186123628562' | fill=46 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='4647.8888' | fill=46 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='5265.2876' | fill=46 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='13.2834245087791' | fill=46 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='190.1397' | fill=46 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='209.4136' | fill=46 | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M61 | value='10.1367047491923' | fill=46 | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N61 | value='358.219' | fill=46 | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='273.0981' | fill=46 | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='-23.7622515835285' | fill=46 | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q61 | value='5196.2475' | fill=46 | rows=[60] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R61 | value='5747.7993' | fill=46 | rows=[60] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S61 | value='10.6144251212052' | fill=46 | rows=[60] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T61 | value='4302.6838' | fill=46 | rows=[60] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U61 | value='5281.9388' | fill=46 | rows=[60] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V61 | value='22.7591671969946' | fill=46 | rows=[60] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W61 | value='9498.9313' | fill=46 | rows=[60] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X61 | value='11029.7375' | fill=46 | rows=[60] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y61 | value='16.1155623896343' | fill=46 | rows=[60] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z61 | value='19751.416' | fill=52 | rows=[60] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA61 | value='20621.981' | fill=52 | rows=[60] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB61 | value='4.40760804187405' | fill=52 | rows=[60] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC61 | value='80680.218' | fill=52 | rows=[60] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD61 | value='73887.503' | fill=52 | rows=[60] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE61 | value='-8.41930670043554' | fill=52 | rows=[60] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF61 | value='100431.634' | fill=52 | rows=[60] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG61 | value='94509.484' | fill=52 | rows=[60] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH61 | value='-5.89669784721416' | fill=52 | rows=[60] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI61 | value='#' | fill=52 | rows=[60] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ61 | value='#' | fill=52 | rows=[60] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK61 | value='-' | fill=52 | rows=[60] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL61 | value='#' | fill=52 | rows=[60] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM61 | value='0' | fill=52 | rows=[60] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN61 | value='-' | fill=52 | rows=[60] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO61 | value='28.978' | fill=52 | rows=[60] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP61 | value='#' | fill=52 | rows=[60] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ61 | value='-' | fill=52 | rows=[60] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR61 | value='#' | fill=52 | rows=[60] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS61 | value='#' | fill=52 | rows=[60] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT61 | value='-' | fill=52 | rows=[60] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU61 | value='#' | fill=52 | rows=[60] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV61 | value='#' | fill=52 | rows=[60] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW61 | value='-' | fill=52 | rows=[60] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX61 | value='376583.146' | fill=52 | rows=[60] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY61 | value='545999.78' | fill=52 | rows=[60] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ61 | value='44.987842870695' | fill=52 | rows=[60] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA61 | value='111.3' | fill=52 | rows=[60] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB61 | value='145.424' | fill=52 | rows=[60] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC61 | value='30.659478885894' | fill=52 | rows=[60] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD61 | value='114.369' | fill=52 | rows=[60] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE61 | value='190.757' | fill=52 | rows=[60] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF61 | value='66.7908261854174' | fill=52 | rows=[60] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG61 | value='#' | fill=52 | rows=[60] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH61 | value='1427.674' | fill=52 | rows=[60] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI61 | value='-' | fill=52 | rows=[60] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ61 | value='#' | fill=52 | rows=[60] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK61 | value='25.863' | fill=52 | rows=[60] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL61 | value='-' | fill=52 | rows=[60] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM61 | value='377773.033' | fill=52 | rows=[60] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN61 | value='547789.491' | fill=52 | rows=[60] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO61 | value='45.0049217779926' | fill=52 | rows=[60] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A62 | value='SHROPSHIRE CC' | fill=00000000 | rows=[61] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B62 | value='311544.8456' | fill=46 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='313904.6195' | fill=46 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='0.757442767334287' | fill=46 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='34244.5395' | fill=46 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='33057.0905' | fill=46 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='-3.46755721448671' | fill=46 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='345789.3851' | fill=46 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='346961.71' | fill=46 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='0.339028596745669' | fill=46 | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='9205.1601' | fill=46 | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='9058.0478' | fill=46 | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='-1.59815036785725' | fill=46 | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N62 | value='16260.5674' | fill=46 | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='13400.4648' | fill=46 | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='-17.5891931052787' | fill=46 | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q62 | value='371255.1126' | fill=46 | rows=[61] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R62 | value='369420.2226' | fill=46 | rows=[61] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S62 | value='-0.494239658317372' | fill=46 | rows=[61] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T62 | value='391604.8317' | fill=46 | rows=[61] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U62 | value='391892.3157' | fill=46 | rows=[61] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V62 | value='0.0734117602053062' | fill=46 | rows=[61] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W62 | value='762859.9443' | fill=46 | rows=[61] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X62 | value='761312.5384' | fill=46 | rows=[61] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y62 | value='-0.202842725137432' | fill=46 | rows=[61] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z62 | value='341250.53' | fill=52 | rows=[61] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA62 | value='252265.879' | fill=52 | rows=[61] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB62 | value='-26.0760477060651' | fill=52 | rows=[61] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC62 | value='1161566.9' | fill=52 | rows=[61] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD62 | value='1393095.534' | fill=52 | rows=[61] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE62 | value='19.9324407401761' | fill=52 | rows=[61] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF62 | value='1502817.43' | fill=52 | rows=[61] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG62 | value='1645361.413' | fill=52 | rows=[61] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH62 | value='9.48511643227348' | fill=52 | rows=[61] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI62 | value='190244.854' | fill=52 | rows=[61] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ62 | value='148419.894' | fill=52 | rows=[61] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK62 | value='-21.9848049083104' | fill=52 | rows=[61] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL62 | value='72111.386' | fill=52 | rows=[61] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM62 | value='79223.476' | fill=52 | rows=[61] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN62 | value='9.86264499201277' | fill=52 | rows=[61] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO62 | value='26748.244' | fill=52 | rows=[61] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP62 | value='23456.973' | fill=52 | rows=[61] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ62 | value='-12.304624557784' | fill=52 | rows=[61] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR62 | value='816268.484' | fill=52 | rows=[61] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS62 | value='251100.343' | fill=52 | rows=[61] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT62 | value='-69.2380205873537' | fill=52 | rows=[61] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU62 | value='2952768.211' | fill=52 | rows=[61] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV62 | value='3232789.63' | fill=52 | rows=[61] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW62 | value='9.48335253532028' | fill=52 | rows=[61] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX62 | value='4744690.125' | fill=52 | rows=[61] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY62 | value='5129251.386' | fill=52 | rows=[61] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ62 | value='8.10508696813999' | fill=52 | rows=[61] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA62 | value='16078.851' | fill=52 | rows=[61] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB62 | value='7763.648' | fill=52 | rows=[61] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC62 | value='-51.7151567608904' | fill=52 | rows=[61] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD62 | value='1326.3' | fill=52 | rows=[61] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE62 | value='980.945' | fill=52 | rows=[61] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF62 | value='-26.0389806227852' | fill=52 | rows=[61] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG62 | value='21094.647' | fill=52 | rows=[61] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH62 | value='54124.471' | fill=52 | rows=[61] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI62 | value='156.579173853917' | fill=52 | rows=[61] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ62 | value='151544.254' | fill=52 | rows=[61] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK62 | value='202821.674' | fill=52 | rows=[61] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL62 | value='33.8365979880702' | fill=52 | rows=[61] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM62 | value='4934734.177' | fill=52 | rows=[61] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN62 | value='5394942.119' | fill=52 | rows=[61] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO62 | value='9.32589123331009' | fill=52 | rows=[61] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A63 | value='STOKE-ON-TRENT' | fill=00000000 | rows=[62] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B63 | value='515.9364' | fill=46 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='#' | fill=46 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='-' | fill=46 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='#' | fill=46 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='#' | fill=46 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='-' | fill=46 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='#' | fill=46 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='536.6815' | fill=46 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='-' | fill=46 | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='#' | fill=46 | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L63 | value='9.7752' | fill=46 | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M63 | value='-' | fill=46 | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N63 | value='#' | fill=46 | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='14.8146' | fill=46 | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P63 | value='-' | fill=46 | rows=[62] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q63 | value='#' | fill=46 | rows=[62] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R63 | value='561.2713' | fill=46 | rows=[62] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S63 | value='-' | fill=46 | rows=[62] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T63 | value='#' | fill=46 | rows=[62] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U63 | value='249.9669' | fill=46 | rows=[62] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V63 | value='-' | fill=46 | rows=[62] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W63 | value='#' | fill=46 | rows=[62] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X63 | value='811.2381' | fill=46 | rows=[62] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y63 | value='-' | fill=46 | rows=[62] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z63 | value='#' | fill=52 | rows=[62] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA63 | value='#' | fill=52 | rows=[62] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB63 | value='-' | fill=52 | rows=[62] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC63 | value='#' | fill=52 | rows=[62] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD63 | value='#' | fill=52 | rows=[62] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE63 | value='-' | fill=52 | rows=[62] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF63 | value='336.889' | fill=52 | rows=[62] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG63 | value='503.859' | fill=52 | rows=[62] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH63 | value='49.5623187459371' | fill=52 | rows=[62] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI63 | value='0' | fill=52 | rows=[62] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ63 | value='#' | fill=52 | rows=[62] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK63 | value='-' | fill=52 | rows=[62] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL63 | value='#' | fill=52 | rows=[62] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM63 | value='#' | fill=52 | rows=[62] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN63 | value='-' | fill=52 | rows=[62] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO63 | value='#' | fill=52 | rows=[62] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP63 | value='#' | fill=52 | rows=[62] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ63 | value='-' | fill=52 | rows=[62] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR63 | value='21801.274' | fill=52 | rows=[62] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS63 | value='19188.977' | fill=52 | rows=[62] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT63 | value='-11.9823135106692' | fill=52 | rows=[62] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU63 | value='0' | fill=52 | rows=[62] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV63 | value='0' | fill=52 | rows=[62] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW63 | value='-' | fill=52 | rows=[62] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX63 | value='22138.163' | fill=52 | rows=[62] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY63 | value='19692.836' | fill=52 | rows=[62] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ63 | value='-11.0457538866256' | fill=52 | rows=[62] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA63 | value='#' | fill=52 | rows=[62] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB63 | value='28.033' | fill=52 | rows=[62] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC63 | value='-' | fill=52 | rows=[62] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD63 | value='#' | fill=52 | rows=[62] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE63 | value='7.565' | fill=52 | rows=[62] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF63 | value='-' | fill=52 | rows=[62] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG63 | value='17.939' | fill=52 | rows=[62] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH63 | value='#' | fill=52 | rows=[62] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI63 | value='-' | fill=52 | rows=[62] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ63 | value='#' | fill=52 | rows=[62] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK63 | value='#' | fill=52 | rows=[62] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL63 | value='-' | fill=52 | rows=[62] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM63 | value='22210.288' | fill=52 | rows=[62] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN63 | value='19783.187' | fill=52 | rows=[62] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO63 | value='-10.9278231781596' | fill=52 | rows=[62] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A64 | value='STAFFORDSHIRE CC' | fill=00000000 | rows=[63] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B64 | value='103411.8178' | fill=46 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='106001.4522' | fill=46 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D64 | value='2.50419580188445' | fill=46 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='10734.8565' | fill=46 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
