=== economy-table30.xlsx ===
Cell A1 | value='Column1' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E248 | value='11592' | fill=00000000 | rows=[247] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A249 | value='India' | fill=FFAAAAAA | rows=[248] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D249 | value='11592' | fill=00000000 | rows=[248] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E249 | value='11592' | fill=00000000 | rows=[248] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A250 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[249] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D250 | value='11592' | fill=00000000 | rows=[249] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E250 | value='11592' | fill=00000000 | rows=[249] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A251 | value='May 2024' | fill=FFAAAAAA | rows=[250] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B251 | value='72266011.505' | fill=00000000 | rows=[250] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C251 | value='1012095.09' | fill=00000000 | rows=[250] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D251 | value='23906069.814' | fill=00000000 | rows=[250] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E251 | value='97184176.409' | fill=00000000 | rows=[250] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A252 | value='Sales Team South' | fill=FFAAAAAA | rows=[251] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B252 | value='72266011.505' | fill=00000000 | rows=[251] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E252 | value='72266011.505' | fill=00000000 | rows=[251] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A253 | value='Alina Private Limited' | fill=FFAAAAAA | rows=[252] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B253 | value='847098.43' | fill=00000000 | rows=[252] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E253 | value='847098.43' | fill=00000000 | rows=[252] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A254 | value='India' | fill=FFAAAAAA | rows=[253] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B254 | value='847098.43' | fill=00000000 | rows=[253] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E254 | value='847098.43' | fill=00000000 | rows=[253] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A255 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[254] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B255 | value='359612.55' | fill=00000000 | rows=[254] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E255 | value='359612.55' | fill=00000000 | rows=[254] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A256 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[255] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B256 | value='487485.88' | fill=00000000 | rows=[255] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E256 | value='487485.88' | fill=00000000 | rows=[255] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A257 | value='Apache Footwear India Private Limited' | fill=FFAAAAAA | rows=[256] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B257 | value='4612190.903' | fill=00000000 | rows=[256] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E257 | value='4612190.903' | fill=00000000 | rows=[256] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A258 | value='India' | fill=FFAAAAAA | rows=[257] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B258 | value='4612190.903' | fill=00000000 | rows=[257] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E258 | value='4612190.903' | fill=00000000 | rows=[257] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A259 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[258] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B259 | value='57709.714' | fill=00000000 | rows=[258] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E259 | value='57709.714' | fill=00000000 | rows=[258] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A260 | value='DIECUT' | fill=FFAAAAAA | rows=[259] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B260 | value='2332666.289' | fill=00000000 | rows=[259] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E260 | value='2332666.289' | fill=00000000 | rows=[259] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A261 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[260] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B261 | value='2221814.9' | fill=00000000 | rows=[260] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E261 | value='2221814.9' | fill=00000000 | rows=[260] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A262 | value='Aston Shoes Private Limited' | fill=FFAAAAAA | rows=[261] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B262 | value='40370.07' | fill=00000000 | rows=[261] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E262 | value='40370.07' | fill=00000000 | rows=[261] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A263 | value='India' | fill=FFAAAAAA | rows=[262] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B263 | value='40370.07' | fill=00000000 | rows=[262] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E263 | value='40370.07' | fill=00000000 | rows=[262] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A264 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[263] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B264 | value='40370.07' | fill=00000000 | rows=[263] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E264 | value='40370.07' | fill=00000000 | rows=[263] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A265 | value='Bbk Shoes' | fill=FFAAAAAA | rows=[264] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B265 | value='340690.02' | fill=00000000 | rows=[264] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E265 | value='340690.02' | fill=00000000 | rows=[264] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A266 | value='India' | fill=FFAAAAAA | rows=[265] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B266 | value='340690.02' | fill=00000000 | rows=[265] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E266 | value='340690.02' | fill=00000000 | rows=[265] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A267 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[266] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B267 | value='340690.02' | fill=00000000 | rows=[266] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E267 | value='340690.02' | fill=00000000 | rows=[266] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A268 | value='Bright Sports Shoes Manufacturing Co' | fill=FFAAAAAA | rows=[267] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B268 | value='186570' | fill=00000000 | rows=[267] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E268 | value='186570' | fill=00000000 | rows=[267] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A269 | value='India' | fill=FFAAAAAA | rows=[268] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B269 | value='186570' | fill=00000000 | rows=[268] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E269 | value='186570' | fill=00000000 | rows=[268] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A270 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[269] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B270 | value='186570' | fill=00000000 | rows=[269] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E270 | value='186570' | fill=00000000 | rows=[269] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A271 | value='Delta Shoes Private Limited' | fill=FFAAAAAA | rows=[270] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B271 | value='415871.6' | fill=00000000 | rows=[270] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E271 | value='415871.6' | fill=00000000 | rows=[270] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A272 | value='India' | fill=FFAAAAAA | rows=[271] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B272 | value='415871.6' | fill=00000000 | rows=[271] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E272 | value='415871.6' | fill=00000000 | rows=[271] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A273 | value='DIECUT' | fill=FFAAAAAA | rows=[272] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B273 | value='331403' | fill=00000000 | rows=[272] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E273 | value='331403' | fill=00000000 | rows=[272] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A274 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[273] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B274 | value='84468.6' | fill=00000000 | rows=[273] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E274 | value='84468.6' | fill=00000000 | rows=[273] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A275 | value='East Wind Footwear Company Limited- (India Branch) Unit-1' | fill=FFAAAAAA | rows=[274] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B275 | value='14059698.885' | fill=00000000 | rows=[274] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E275 | value='14059698.885' | fill=00000000 | rows=[274] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A276 | value='India' | fill=FFAAAAAA | rows=[275] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B276 | value='14059698.885' | fill=00000000 | rows=[275] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E276 | value='14059698.885' | fill=00000000 | rows=[275] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A277 | value='Die Cut' | fill=FFAAAAAA | rows=[276] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B277 | value='14059698.885' | fill=00000000 | rows=[276] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E277 | value='14059698.885' | fill=00000000 | rows=[276] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A278 | value='East Wind Footwear Company Limited- (India Branch) Unit-2' | fill=FFAAAAAA | rows=[277] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B278 | value='10579482.249' | fill=00000000 | rows=[277] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E278 | value='10579482.249' | fill=00000000 | rows=[277] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A279 | value='India' | fill=FFAAAAAA | rows=[278] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B279 | value='10579482.249' | fill=00000000 | rows=[278] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E279 | value='10579482.249' | fill=00000000 | rows=[278] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A280 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[279] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B280 | value='10579482.249' | fill=00000000 | rows=[279] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E280 | value='10579482.249' | fill=00000000 | rows=[279] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A281 | value='Euro Footwear Private Limited' | fill=FFAAAAAA | rows=[280] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B281 | value='11562' | fill=00000000 | rows=[280] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E281 | value='11562' | fill=00000000 | rows=[280] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A282 | value='India' | fill=FFAAAAAA | rows=[281] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B282 | value='11562' | fill=00000000 | rows=[281] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E282 | value='11562' | fill=00000000 | rows=[281] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A283 | value='DIECUT' | fill=FFAAAAAA | rows=[282] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B283 | value='11562' | fill=00000000 | rows=[282] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E283 | value='11562' | fill=00000000 | rows=[282] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A284 | value='Fairway Enterprises Company Limited (India Branch) - Unit 1' | fill=FFAAAAAA | rows=[283] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B284 | value='6934613.269' | fill=00000000 | rows=[283] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E284 | value='6934613.269' | fill=00000000 | rows=[283] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A285 | value='India' | fill=FFAAAAAA | rows=[284] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B285 | value='6934613.269' | fill=00000000 | rows=[284] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E285 | value='6934613.269' | fill=00000000 | rows=[284] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A286 | value='Die Cut' | fill=FFAAAAAA | rows=[285] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B286 | value='6934613.269' | fill=00000000 | rows=[285] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E286 | value='6934613.269' | fill=00000000 | rows=[285] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A287 | value='Fairway Enterprises Company Limited (India Branch) - Unit 2' | fill=FFAAAAAA | rows=[286] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B287 | value='4837673.8505' | fill=00000000 | rows=[286] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E287 | value='4837673.8505' | fill=00000000 | rows=[286] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A288 | value='India' | fill=FFAAAAAA | rows=[287] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B288 | value='4837673.8505' | fill=00000000 | rows=[287] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E288 | value='4837673.8505' | fill=00000000 | rows=[287] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A289 | value='Die Cut' | fill=FFAAAAAA | rows=[288] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B289 | value='4837673.8505' | fill=00000000 | rows=[288] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E289 | value='4837673.8505' | fill=00000000 | rows=[288] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A290 | value='Farida Classic Shoes Private Limited' | fill=FFAAAAAA | rows=[289] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B290 | value='278640.13' | fill=00000000 | rows=[289] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E290 | value='278640.13' | fill=00000000 | rows=[289] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A291 | value='India' | fill=FFAAAAAA | rows=[290] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B291 | value='278640.13' | fill=00000000 | rows=[290] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E291 | value='278640.13' | fill=00000000 | rows=[290] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A292 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[291] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B292 | value='278640.13' | fill=00000000 | rows=[291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E292 | value='278640.13' | fill=00000000 | rows=[291] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A293 | value='Farida Shoes Private Limited' | fill=FFAAAAAA | rows=[292] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B293 | value='587403.71' | fill=00000000 | rows=[292] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E293 | value='587403.71' | fill=00000000 | rows=[292] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A294 | value='India' | fill=FFAAAAAA | rows=[293] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B294 | value='587403.71' | fill=00000000 | rows=[293] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E294 | value='587403.71' | fill=00000000 | rows=[293] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A295 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[294] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B295 | value='587403.71' | fill=00000000 | rows=[294] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E295 | value='587403.71' | fill=00000000 | rows=[294] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A296 | value='Farida Shoes Private Limited Unit C' | fill=FFAAAAAA | rows=[295] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B296 | value='518846.28' | fill=00000000 | rows=[295] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E296 | value='518846.28' | fill=00000000 | rows=[295] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A297 | value='India' | fill=FFAAAAAA | rows=[296] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B297 | value='518846.28' | fill=00000000 | rows=[296] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E297 | value='518846.28' | fill=00000000 | rows=[296] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A298 | value='DIECUT' | fill=FFAAAAAA | rows=[297] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B298 | value='467016.93' | fill=00000000 | rows=[297] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E298 | value='467016.93' | fill=00000000 | rows=[297] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A299 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[298] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B299 | value='51829.35' | fill=00000000 | rows=[298] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E299 | value='51829.35' | fill=00000000 | rows=[298] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A300 | value='Fuzail Shoes Private Limited' | fill=FFAAAAAA | rows=[299] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B300 | value='40300' | fill=00000000 | rows=[299] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E300 | value='40300' | fill=00000000 | rows=[299] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A301 | value='India' | fill=FFAAAAAA | rows=[300] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B301 | value='40300' | fill=00000000 | rows=[300] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E301 | value='40300' | fill=00000000 | rows=[300] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A302 | value='DIECUT' | fill=FFAAAAAA | rows=[301] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B302 | value='40300' | fill=00000000 | rows=[301] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E302 | value='40300' | fill=00000000 | rows=[301] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A303 | value='Gadsyll Shooes' | fill=FFAAAAAA | rows=[302] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B303 | value='49000' | fill=00000000 | rows=[302] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E303 | value='49000' | fill=00000000 | rows=[302] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A304 | value='India' | fill=FFAAAAAA | rows=[303] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B304 | value='49000' | fill=00000000 | rows=[303] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E304 | value='49000' | fill=00000000 | rows=[303] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A305 | value='DIECUT' | fill=FFAAAAAA | rows=[304] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B305 | value='49000' | fill=00000000 | rows=[304] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E305 | value='49000' | fill=00000000 | rows=[304] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A306 | value='Good Leather Shoes Private Limited' | fill=FFAAAAAA | rows=[305] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B306 | value='300219.57' | fill=00000000 | rows=[305] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E306 | value='300219.57' | fill=00000000 | rows=[305] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A307 | value='India' | fill=FFAAAAAA | rows=[306] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B307 | value='300219.57' | fill=00000000 | rows=[306] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E307 | value='300219.57' | fill=00000000 | rows=[306] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A308 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[307] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B308 | value='300219.57' | fill=00000000 | rows=[307] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E308 | value='300219.57' | fill=00000000 | rows=[307] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A309 | value='Gsb Footwear Private Limited' | fill=FFAAAAAA | rows=[308] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B309 | value='652767.12' | fill=00000000 | rows=[308] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E309 | value='652767.12' | fill=00000000 | rows=[308] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A310 | value='India' | fill=FFAAAAAA | rows=[309] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B310 | value='652767.12' | fill=00000000 | rows=[309] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E310 | value='652767.12' | fill=00000000 | rows=[309] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A311 | value='Die Cut' | fill=FFAAAAAA | rows=[310] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B311 | value='652767.12' | fill=00000000 | rows=[310] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E311 | value='652767.12' | fill=00000000 | rows=[310] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A312 | value='Habeeb Tanning Company' | fill=FFAAAAAA | rows=[311] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B312 | value='153279.5' | fill=00000000 | rows=[311] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E312 | value='153279.5' | fill=00000000 | rows=[311] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A313 | value='India' | fill=FFAAAAAA | rows=[312] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B313 | value='153279.5' | fill=00000000 | rows=[312] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E313 | value='153279.5' | fill=00000000 | rows=[312] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A314 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[313] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B314 | value='153279.5' | fill=00000000 | rows=[313] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E314 | value='153279.5' | fill=00000000 | rows=[313] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A315 | value='India Shoes Exports Private Limited' | fill=FFAAAAAA | rows=[314] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B315 | value='328648.08' | fill=00000000 | rows=[314] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E315 | value='328648.08' | fill=00000000 | rows=[314] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A316 | value='India' | fill=FFAAAAAA | rows=[315] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B316 | value='328648.08' | fill=00000000 | rows=[315] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E316 | value='328648.08' | fill=00000000 | rows=[315] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A317 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[316] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B317 | value='59681.18' | fill=00000000 | rows=[316] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E317 | value='59681.18' | fill=00000000 | rows=[316] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A318 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[317] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B318 | value='268966.9' | fill=00000000 | rows=[317] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E318 | value='268966.9' | fill=00000000 | rows=[317] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A319 | value='Itares Shoes Private Limited' | fill=FFAAAAAA | rows=[318] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B319 | value='815588.97' | fill=00000000 | rows=[318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E319 | value='815588.97' | fill=00000000 | rows=[318] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A320 | value='India' | fill=FFAAAAAA | rows=[319] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B320 | value='815588.97' | fill=00000000 | rows=[319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E320 | value='815588.97' | fill=00000000 | rows=[319] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A321 | value='DIECUT' | fill=FFAAAAAA | rows=[320] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B321 | value='269362.2' | fill=00000000 | rows=[320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E321 | value='269362.2' | fill=00000000 | rows=[320] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A322 | value='INSOLE' | fill=FFAAAAAA | rows=[321] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B322 | value='546226.77' | fill=00000000 | rows=[321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E322 | value='546226.77' | fill=00000000 | rows=[321] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A323 | value='K2 Foot Prints' | fill=FFAAAAAA | rows=[322] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B323 | value='176550' | fill=00000000 | rows=[322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E323 | value='176550' | fill=00000000 | rows=[322] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A324 | value='India' | fill=FFAAAAAA | rows=[323] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B324 | value='176550' | fill=00000000 | rows=[323] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E324 | value='176550' | fill=00000000 | rows=[323] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A325 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[324] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B325 | value='176550' | fill=00000000 | rows=[324] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E325 | value='176550' | fill=00000000 | rows=[324] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A326 | value='KNS Trading Private Limited' | fill=FFAAAAAA | rows=[325] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B326 | value='545120.1' | fill=00000000 | rows=[325] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E326 | value='545120.1' | fill=00000000 | rows=[325] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A327 | value='India' | fill=FFAAAAAA | rows=[326] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B327 | value='545120.1' | fill=00000000 | rows=[326] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E327 | value='545120.1' | fill=00000000 | rows=[326] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A328 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[327] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B328 | value='545120.1' | fill=00000000 | rows=[327] | cols=[1] | col_header=False | row_header=False | metadata=False
