=== economy-table81.xlsx ===
Cell F1 | value='Betfair Odds' | fill=FFFFFF00 | rows=[0] | cols=[5, 6, 7] | col_header=True | row_header=False | metadata=False
Cell M36 | value='3.51349330941168' | fill=00000000 | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='1.42247510668562' | fill=00000000 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A37 | value='2015-08-22 00:00:00' | fill=00000000 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B37 | value='2015-08-22 14:30:00' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='Bundesliga 1' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='Hannover' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='Leverkusen' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='4.6' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='3.9' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='1.88' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='2.42' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='4.83' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='2.64' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='19.5831836148042' | fill=00000000 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='-4.93709189361363' | fill=00000000 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='-15.3127014829143' | fill=00000000 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A38 | value='2015-08-22 00:00:00' | fill=00000000 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='2015-08-22 14:30:00' | fill=00000000 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='Bundesliga 1' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='Hoffenheim' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='Bayern Munich' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='10.5' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='6.2' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='1.33' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='9' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='9' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='1.29' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='1.58730158730159' | fill=00000000 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='-5.01792114695341' | fill=00000000 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='2.33140992014921' | fill=00000000 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A39 | value='2015-08-22 00:00:00' | fill=00000000 | rows=[38] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B39 | value='2015-08-22 14:30:00' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='Bundesliga 1' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='Schalke' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='SV Darmstadt' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='1.47' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='4.9' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='8.6' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='1.33' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='8' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='8' | fill=00000000 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='7.16075904045827' | fill=00000000 | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='-7.90816326530612' | fill=00000000 | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='0.872093023255813' | fill=00000000 | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A40 | value='2015-08-22 00:00:00' | fill=00000000 | rows=[39] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B40 | value='2015-08-22 15:00:00' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='English Premier League' | fill=00000000 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='C Palace' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='Aston Villa' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='1.9' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='3.7' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='4.9' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='3.22' | fill=00000000 | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='4.14' | fill=00000000 | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='2.23' | fill=00000000 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L40 | value='-21.5756783262504' | fill=00000000 | rows=[39] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M40 | value='-2.87243765504635' | fill=00000000 | rows=[39] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N40 | value='24.4348860620481' | fill=00000000 | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A41 | value='2015-08-22 00:00:00' | fill=00000000 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='2015-08-22 15:00:00' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='English Premier League' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='Leicester' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='Tottenham' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='2.7' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='3.6' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='2.82' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='5.25' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='3.5' | fill=00000000 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='1.91' | fill=00000000 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='-17.989417989418' | fill=00000000 | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='0.793650793650794' | fill=00000000 | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='16.895028034607' | fill=00000000 | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False

