=== education-table13.xlsx ===
Cell A1 | value='Community Learning Participation by Narrow Age Band, Gender, Learners with Learning Difficulties and/ or Disabilities and Ethnicity (2015/16 to 2018/19)' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell K32 | value='0.036' | fill=00000000 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='10020' | fill=9 | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='0.024' | fill=00000000 | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='11720' | fill=9 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='0.03' | fill=00000000 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='11960' | fill=9 | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='0.031' | fill=00000000 | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='11680' | fill=9 | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='0.031' | fill=00000000 | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T32 | value='3180' | fill=9 | rows=[31] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U32 | value='0.058' | fill=00000000 | rows=[31] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V32 | value='2540' | fill=9 | rows=[31] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W32 | value='0.052' | fill=00000000 | rows=[31] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X32 | value='2220' | fill=9 | rows=[31] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y32 | value='0.05' | fill=00000000 | rows=[31] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z32 | value='1950' | fill=9 | rows=[31] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA32 | value='0.044' | fill=00000000 | rows=[31] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB32 | value='3550' | fill=9 | rows=[31] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC32 | value='0.09' | fill=00000000 | rows=[31] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD32 | value='3140' | fill=9 | rows=[31] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE32 | value='0.096' | fill=00000000 | rows=[31] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF32 | value='2500' | fill=9 | rows=[31] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG32 | value='0.09' | fill=00000000 | rows=[31] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH32 | value='2210' | fill=9 | rows=[31] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI32 | value='0.086' | fill=00000000 | rows=[31] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ32 | value='3420' | fill=9 | rows=[31] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK32 | value='0.061' | fill=00000000 | rows=[31] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL32 | value='2730' | fill=9 | rows=[31] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM32 | value='0.054' | fill=00000000 | rows=[31] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN32 | value='2430' | fill=9 | rows=[31] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO32 | value='0.053' | fill=00000000 | rows=[31] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP32 | value='2630' | fill=9 | rows=[31] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ32 | value='0.058' | fill=00000000 | rows=[31] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C33 | value='Any other Asian background' | fill=00000000 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='10300' | fill=00000000 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='0.019' | fill=00000000 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='10120' | fill=9 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='0.02' | fill=00000000 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='10090' | fill=9 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='0.021' | fill=00000000 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='9970' | fill=9 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='0.021' | fill=00000000 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='6730' | fill=9 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M33 | value='0.016' | fill=00000000 | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N33 | value='6970' | fill=9 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='0.018' | fill=00000000 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='7230' | fill=9 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='0.019' | fill=00000000 | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='7240' | fill=9 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='0.019' | fill=00000000 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T33 | value='1400' | fill=9 | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U33 | value='0.025' | fill=00000000 | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V33 | value='1220' | fill=9 | rows=[32] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W33 | value='0.025' | fill=00000000 | rows=[32] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X33 | value='1260' | fill=9 | rows=[32] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y33 | value='0.029' | fill=00000000 | rows=[32] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z33 | value='1280' | fill=9 | rows=[32] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA33 | value='0.029' | fill=00000000 | rows=[32] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB33 | value='1550' | fill=9 | rows=[32] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC33 | value='0.04' | fill=00000000 | rows=[32] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD33 | value='1400' | fill=9 | rows=[32] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE33 | value='0.043' | fill=00000000 | rows=[32] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF33 | value='1130' | fill=9 | rows=[32] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG33 | value='0.04' | fill=00000000 | rows=[32] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH33 | value='1020' | fill=9 | rows=[32] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI33 | value='0.04' | fill=00000000 | rows=[32] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ33 | value='1280' | fill=9 | rows=[32] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK33 | value='0.023' | fill=00000000 | rows=[32] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL33 | value='1100' | fill=9 | rows=[32] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM33 | value='0.022' | fill=00000000 | rows=[32] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN33 | value='940' | fill=9 | rows=[32] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO33 | value='0.021' | fill=00000000 | rows=[32] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP33 | value='920' | fill=9 | rows=[32] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ33 | value='0.02' | fill=00000000 | rows=[32] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C34 | value='Total Asian/ Asian British' | fill=00000000 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='53640' | fill=9 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='0.098' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='54970' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='0.107' | fill=00000000 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='53390' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='0.11' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='52470' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='0.11' | fill=00000000 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='31860' | fill=9 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='0.077' | fill=00000000 | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='35230' | fill=9 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='0.089' | fill=00000000 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='36050' | fill=00000000 | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='0.094' | fill=00000000 | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='35860' | fill=00000000 | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='0.096' | fill=00000000 | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='8460' | fill=9 | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='0.154' | fill=00000000 | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='7230' | fill=9 | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W34 | value='0.148' | fill=00000000 | rows=[33] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X34 | value='6720' | fill=00000000 | rows=[33] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y34 | value='0.152' | fill=00000000 | rows=[33] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z34 | value='6420' | fill=00000000 | rows=[33] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA34 | value='0.145' | fill=00000000 | rows=[33] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB34 | value='9040' | fill=9 | rows=[33] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC34 | value='0.231' | fill=00000000 | rows=[33] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD34 | value='8450' | fill=9 | rows=[33] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE34 | value='0.26' | fill=00000000 | rows=[33] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF34 | value='7130' | fill=00000000 | rows=[33] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG34 | value='0.256' | fill=00000000 | rows=[33] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH34 | value='6240' | fill=00000000 | rows=[33] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI34 | value='0.243' | fill=00000000 | rows=[33] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ34 | value='8370' | fill=9 | rows=[33] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK34 | value='0.149' | fill=00000000 | rows=[33] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL34 | value='7580' | fill=9 | rows=[33] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM34 | value='0.15' | fill=00000000 | rows=[33] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN34 | value='6570' | fill=00000000 | rows=[33] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO34 | value='0.143' | fill=00000000 | rows=[33] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP34 | value='6970' | fill=00000000 | rows=[33] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ34 | value='0.153' | fill=00000000 | rows=[33] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Black/ African/ Caribbean/ Black British' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='African' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='17110' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='0.031' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='18040' | fill=9 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='0.035' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='17130' | fill=9 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='0.035' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='17360' | fill=9 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='0.036' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='11560' | fill=9 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='0.028' | fill=00000000 | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='12790' | fill=9 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='0.032' | fill=00000000 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='12480' | fill=9 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='0.033' | fill=00000000 | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='13090' | fill=9 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='0.035' | fill=00000000 | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='2940' | fill=9 | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='0.053' | fill=00000000 | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='2530' | fill=9 | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W36 | value='0.052' | fill=00000000 | rows=[35] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X36 | value='2480' | fill=9 | rows=[35] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y36 | value='0.056' | fill=00000000 | rows=[35] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z36 | value='2380' | fill=9 | rows=[35] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA36 | value='0.054' | fill=00000000 | rows=[35] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB36 | value='1850' | fill=9 | rows=[35] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC36 | value='0.047' | fill=00000000 | rows=[35] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD36 | value='1800' | fill=9 | rows=[35] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE36 | value='0.055' | fill=00000000 | rows=[35] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF36 | value='1550' | fill=9 | rows=[35] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG36 | value='0.056' | fill=00000000 | rows=[35] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH36 | value='1300' | fill=9 | rows=[35] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI36 | value='0.051' | fill=00000000 | rows=[35] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ36 | value='1670' | fill=9 | rows=[35] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK36 | value='0.03' | fill=00000000 | rows=[35] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL36 | value='1780' | fill=9 | rows=[35] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM36 | value='0.035' | fill=00000000 | rows=[35] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN36 | value='1410' | fill=9 | rows=[35] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO36 | value='0.031' | fill=00000000 | rows=[35] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP36 | value='1400' | fill=9 | rows=[35] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ36 | value='0.031' | fill=00000000 | rows=[35] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C37 | value='Caribbean' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='7670' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='0.014' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='8010' | fill=9 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='0.016' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='7580' | fill=9 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='0.016' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='7400' | fill=9 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='0.016' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='5760' | fill=9 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='0.014' | fill=00000000 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='6330' | fill=9 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='0.016' | fill=00000000 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='6160' | fill=9 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='0.016' | fill=00000000 | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='6040' | fill=9 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='0.016' | fill=00000000 | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='1190' | fill=9 | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='0.022' | fill=00000000 | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='1010' | fill=9 | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W37 | value='0.021' | fill=00000000 | rows=[36] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X37 | value='1000' | fill=9 | rows=[36] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y37 | value='0.023' | fill=00000000 | rows=[36] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z37 | value='870' | fill=9 | rows=[36] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA37 | value='0.02' | fill=00000000 | rows=[36] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB37 | value='290' | fill=9 | rows=[36] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC37 | value='0.007' | fill=00000000 | rows=[36] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD37 | value='280' | fill=9 | rows=[36] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE37 | value='0.009' | fill=00000000 | rows=[36] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF37 | value='180' | fill=9 | rows=[36] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG37 | value='0.007' | fill=00000000 | rows=[36] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH37 | value='180' | fill=9 | rows=[36] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI37 | value='0.007' | fill=00000000 | rows=[36] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ37 | value='630' | fill=9 | rows=[36] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK37 | value='0.011' | fill=00000000 | rows=[36] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL37 | value='550' | fill=9 | rows=[36] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM37 | value='0.011' | fill=00000000 | rows=[36] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN37 | value='410' | fill=9 | rows=[36] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO37 | value='0.009' | fill=00000000 | rows=[36] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP37 | value='450' | fill=9 | rows=[36] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ37 | value='0.01' | fill=00000000 | rows=[36] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C38 | value='Any other Black/African/ Caribbean background' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='3560' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='0.007' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='3580' | fill=9 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='0.007' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='3180' | fill=9 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='0.007' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='3120' | fill=9 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='0.007' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='2500' | fill=9 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='0.006' | fill=00000000 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='2750' | fill=9 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='0.007' | fill=00000000 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='2510' | fill=9 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='0.007' | fill=00000000 | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='2460' | fill=9 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='0.007' | fill=00000000 | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='570' | fill=9 | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='0.01' | fill=00000000 | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='450' | fill=9 | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W38 | value='0.009' | fill=00000000 | rows=[37] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X38 | value='400' | fill=9 | rows=[37] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y38 | value='0.009' | fill=00000000 | rows=[37] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z38 | value='350' | fill=9 | rows=[37] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA38 | value='0.008' | fill=00000000 | rows=[37] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB38 | value='240' | fill=9 | rows=[37] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC38 | value='0.006' | fill=00000000 | rows=[37] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD38 | value='230' | fill=9 | rows=[37] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE38 | value='0.007' | fill=00000000 | rows=[37] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF38 | value='170' | fill=9 | rows=[37] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG38 | value='0.006' | fill=00000000 | rows=[37] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH38 | value='150' | fill=9 | rows=[37] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI38 | value='0.006' | fill=00000000 | rows=[37] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ38 | value='370' | fill=9 | rows=[37] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK38 | value='0.007' | fill=00000000 | rows=[37] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL38 | value='300' | fill=9 | rows=[37] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM38 | value='0.006' | fill=00000000 | rows=[37] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN38 | value='220' | fill=9 | rows=[37] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO38 | value='*' | fill=00000000 | rows=[37] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP38 | value='250' | fill=9 | rows=[37] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ38 | value='0.005' | fill=00000000 | rows=[37] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C39 | value='Total Black/ African/ Caribbean/ Black British' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='28340' | fill=9 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='0.052' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='29620' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='0.058' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='27900' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='0.057' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='27880' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='0.059' | fill=00000000 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='19820' | fill=9 | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='0.048' | fill=00000000 | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='21860' | fill=9 | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='0.055' | fill=00000000 | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='21150' | fill=00000000 | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='0.055' | fill=00000000 | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='21590' | fill=00000000 | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S39 | value='0.058' | fill=00000000 | rows=[38] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T39 | value='4700' | fill=9 | rows=[38] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U39 | value='0.085' | fill=00000000 | rows=[38] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V39 | value='3980' | fill=9 | rows=[38] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W39 | value='0.081' | fill=00000000 | rows=[38] | cols=[22] | col_header=False | row_header=False | metadata=False
