=== economy-table98.xlsx ===
Cell A1 | value='Return to contents' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell AB10 | value='N1 P1 S1 W1 X1 Y1 A2 B2 C2 G2 L2 P2 Q2 R2 T2 X2 E3' | fill=FFFFFFFF | rows=[9] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC10 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 W1 X1 Y1 Z1 F2 G2 J2 K2 N2 O2 P2 R2 S2 T2 W2 X2 Y2 B3 C3 D3 E3' | fill=FFFFFFFF | rows=[9] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD10 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 W1 X1 Y1 Z1 F2 G2 J2 N2 O2 P2 R2 S2 T2 W2 X2 Y2 B3 C3 D3 E3' | fill=FFFFFFFF | rows=[9] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE10 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 W1 X1 Y1 Z1 F2 G2 H2 J2 K2 N2 O2 P2 R2 S2 T2 W2 X2 Y2 B3 C3 D3 E3' | fill=FFFFFFFF | rows=[9] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF10 | value='N1 P1 R1 S1 T1 W1 X1 Y1 F2 G2 J2 N2 P2 R2 S2 T2 X2 Y2 E3' | fill=FFFFFFFF | rows=[9] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG10 | value='N1 P1 R1 S1 T1 W1 X1 Y1 F2 G2 J2 N2 P2 R2 S2 T2 X2 Y2 D3 E3' | fill=FFFFFFFF | rows=[9] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH10 | value='O1 S1 U1 Y1 A2 B2 C2 D2 E2 H2 L2 M2 Q2 R2 V2 Z2 A3' | fill=FFFFFFFF | rows=[9] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI10 | value='O1 S1 U1 V1 Z1 A2 B2 C2 D2 E2 H2 I2 K2 L2 M2 Q2 R2 V2 Z2 A3 B3 C3' | fill=FFFFFFFF | rows=[9] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ10 | value='N1 P1 R1 S1 T1 W1 X1 Y1 C2 F2 G2 J2 N2 P2 R2 S2 T2 X2 E3' | fill=FFFFFFFF | rows=[9] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL10 | value='O1 S1 X1 Y1 A2 B2 C2 D2 E2 H2 L2 Q2 R2 T2 V2 X2 Z2 A3' | fill=FFFFFFFF | rows=[9] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM10 | value='P1 S1 W1 X1 Y1 A2 C2 G2 N2 P2 Q2 R2 T2 X2 E3' | fill=FFFFFFFF | rows=[9] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN10 | value='N1 P1 Q1 R1 S1 T1 U1 V1 W1 X1 Y1 Z1 F2 G2 J2 N2 O2 P2 R2 S2 T2 W2 X2 Y2 B3 C3 D3 E3' | fill=FFFFFFFF | rows=[9] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO10 | value='N1 P1 S1 W1 X1 Y1 F2 G2 N2 P2 R2 T2 X2 E3' | fill=FFFFFFFF | rows=[9] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR10 | value='O1 S1 U1 Y1 Z1 A2 B2 C2 D2 E2 H2 K2 L2 M2 Q2 R2 V2 Z2 A3' | fill=FFFFFFFF | rows=[9] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS10 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 W1 X1 Y1 Z1 F2 G2 J2 K2 N2 O2 P2 R2 S2 T2 W2 X2 Y2 B3 C3 D3 E3' | fill=FFFFFFFF | rows=[9] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT10 | value='N1 O1 P1 Q1 T1 U1 V1 W1 Z1 A2 B2 C2 D2 E2 F2 G2 H2 I2 J2 K2 L2 M2 O2 P2 Q2 S2 U2 V2 W2 Z2 A3 B3 C3 D3' | fill=FFFFFFFF | rows=[9] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU10 | value='O1 S1 U1 Y1 A2 B2 C2 D2 E2 H2 L2 Q2 R2 T2 V2 Z2 A3' | fill=FFFFFFFF | rows=[9] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV10 | value='N1 O1 P1 Q1 S1 T1 U1 V1 Z1 A2 B2 C2 D2 E2 H2 I2 J2 K2 L2 M2 O2 Q2 S2 U2 V2 W2 Z2 A3 B3 C3 D3' | fill=FFFFFFFF | rows=[9] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX10 | value='N1 P1 R1 S1 T1 W1 X1 Y1 F2 G2 J2 N2 O2 P2 R2 S2 T2 W2 X2 Y2 B3 D3 E3' | fill=FFFFFFFF | rows=[9] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY10 | value='S1 Y1 A2 B2 C2 L2 Q2 R2 T2 V2' | fill=FFFFFFFF | rows=[9] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ10 | value='O1 S1 U1 V1 Z1 A2 B2 C2 D2 E2 H2 I2 J2 K2 L2 M2 Q2 U2 V2 Z2 A3 B3 C3' | fill=FFFFFFFF | rows=[9] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA10 | value='S1 A2 B2 C2 D2 E2 L2 Q2 V2 A3' | fill=FFFFFFFF | rows=[9] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB10 | value='N1 P1 R1 S1 T1 W1 X1 Y1 F2 G2 J2 N2 P2 R2 S2 T2 X2 E3' | fill=FFFFFFFF | rows=[9] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC10 | value='N1 P1 R1 S1 T1 W1 X1 Y1 F2 G2 J2 N2 P2 R2 S2 T2 X2 Y2 E3' | fill=FFFFFFFF | rows=[9] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD10 | value='P1 S1 X1 Y1 A2 B2 C2 G2 L2 Q2 R2 T2 V2 X2' | fill=FFFFFFFF | rows=[9] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE10 | value='P1 S1 W1 X1 Y1 A2 B2 C2 G2 L2 Q2 R2 T2 X2' | fill=FFFFFFFF | rows=[9] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF10 | value='S1 Y1 A2 B2 C2 E2 L2 Q2 R2 T2 V2' | fill=FFFFFFFF | rows=[9] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell A11 | value='Over a phone call' | fill=FFFFFFFF | rows=[10, 11] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B11 | value='0.15' | fill=FFFFFFFF | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C11 | value='0.04' | fill=FFFFFFFF | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='0.25' | fill=FFFFFFFF | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='0.04' | fill=FFFFFFFF | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='0.05' | fill=FFFFFFFF | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='0.08' | fill=FFFFFFFF | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='0.4' | fill=FFFFFFFF | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='0.24' | fill=FFFFFFFF | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='0.14' | fill=FFFFFFFF | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='0.18' | fill=FFFFFFFF | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='0.03' | fill=FFFFFFFF | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='0.17' | fill=FFFFFFFF | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='0.17' | fill=FFFFFFFF | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='0.19' | fill=FFFFFFFF | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='0.08' | fill=FFFFFFFF | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='0.03' | fill=FFFFFFFF | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='0.02' | fill=FFFFFFFF | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='0.04' | fill=FFFFFFFF | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T11 | value='0.01' | fill=FFFFFFFF | rows=[10] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell V11 | value='0.04' | fill=FFFFFFFF | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='0.1' | fill=FFFFFFFF | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='0.02' | fill=FFFFFFFF | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='0.2' | fill=FFFFFFFF | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='0.02' | fill=FFFFFFFF | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='0.04' | fill=FFFFFFFF | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB11 | value='0.38' | fill=FFFFFFFF | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC11 | value='0.43' | fill=FFFFFFFF | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='0.42' | fill=FFFFFFFF | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE11 | value='0.36' | fill=FFFFFFFF | rows=[10] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF11 | value='0.38' | fill=FFFFFFFF | rows=[10] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG11 | value='0.21' | fill=FFFFFFFF | rows=[10] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='0.19' | fill=FFFFFFFF | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI11 | value='0.09' | fill=FFFFFFFF | rows=[10] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ11 | value='0.13' | fill=FFFFFFFF | rows=[10] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='0.11' | fill=FFFFFFFF | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='0.14' | fill=FFFFFFFF | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='0.28' | fill=FFFFFFFF | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='0.46' | fill=FFFFFFFF | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR11 | value='0.01' | fill=FFFFFFFF | rows=[10] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS11 | value='0.04' | fill=FFFFFFFF | rows=[10] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT11 | value='0.11' | fill=FFFFFFFF | rows=[10] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU11 | value='0.32' | fill=FFFFFFFF | rows=[10] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV11 | value='0.15' | fill=FFFFFFFF | rows=[10] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX11 | value='0' | fill=FFFFFFFF | rows=[10] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY11 | value='0.05' | fill=FFFFFFFF | rows=[10] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ11 | value='0.09' | fill=FFFFFFFF | rows=[10] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA11 | value='0.03' | fill=FFFFFFFF | rows=[10] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB11 | value='0.09' | fill=FFFFFFFF | rows=[10] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC11 | value='0.21' | fill=FFFFFFFF | rows=[10] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD11 | value='0.25' | fill=FFFFFFFF | rows=[10] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE11 | value='0.04' | fill=FFFFFFFF | rows=[10] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell B12 | value='A1 B1 C1 D1 E1 F1 J1 O1 P1 T1 V1 X1 Z1 A2 B2 C2 D2 L2 M2 P2 S2 C3' | fill=FFFFFFFF | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C12 | value='B1' | fill=FFFFFFFF | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='A1' | fill=FFFFFFFF | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='F1 G1 H1 I1 K1 L1 M1' | fill=FFFFFFFF | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='F1 G1 H1 I1 K1 L1 M1' | fill=FFFFFFFF | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='F1 G1 I1 K1 L1' | fill=FFFFFFFF | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='C1 D1 E1 G1 H1 I1 J1 K1 L1 M1' | fill=FFFFFFFF | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='C1 D1 E1 F1 J1' | fill=FFFFFFFF | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='C1 D1 F1 J1' | fill=FFFFFFFF | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='C1 D1 E1 F1 J1' | fill=FFFFFFFF | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='F1 G1 H1 I1 K1 L1 M1' | fill=FFFFFFFF | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='C1 D1 E1 F1 J1' | fill=FFFFFFFF | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='C1 D1 E1 F1 J1' | fill=FFFFFFFF | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='C1 D1 F1 J1' | fill=FFFFFFFF | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='U1 W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 J2 K2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 J2 K2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='Z1 A2 B2 C2 D2 I2 M2' | fill=FFFFFFFF | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='W1 Z1 A2 B2 C2 D2 I2 L2 M2 S2 U2 B3' | fill=FFFFFFFF | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 J2 K2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 J2 K2 L2 M2 S2 T2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='O1 Z1 A2 B2 C2 D2 I2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='W1 Z1 A2 B2 C2 D2 E2 F2 I2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='O1 P1 R1 S1 T1 V1 X1 Y1 P2 C3' | fill=FFFFFFFF | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='W1 Z1 A2 B2 C2 D2 E2 F2 H2 I2 K2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='W1 Z1 A2 B2 C2 D2 I2 L2 M2 S2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 G2 H2 J2 K2 P2 Q2 R2 T2 V2 W2 X2 Z2 C3 D3' | fill=FFFFFFFF | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 E2 G2 H2 J2 K2 L2 P2 Q2 R2 T2 V2 W2 X2 Y2 Z2 A3 B3 C3 D3' | fill=FFFFFFFF | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 E2 F2 G2 H2 J2 K2 L2 P2 Q2 R2 T2 V2 W2 X2 Y2 Z2 A3 B3 C3 D3' | fill=FFFFFFFF | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 G2 H2 J2 K2 P2 Q2 R2 T2 V2 W2 X2 Z2 C3 D3' | fill=FFFFFFFF | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 G2 H2 J2 P2 Q2 R2 T2 V2 X2 Z2 C3 D3' | fill=FFFFFFFF | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='O1 P1 S1 T1 V1 X1 A2 B2 M2 P2 C3' | fill=FFFFFFFF | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='O1 P1 S1 T1 V1 X1 B2 P2' | fill=FFFFFFFF | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='Z1 A2 B2 C2 D2 L2 M2' | fill=FFFFFFFF | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='O1 P1 S1 T1 X1 Z1 A2 B2 C2 D2 L2 M2' | fill=FFFFFFFF | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='O1 P1 S1 T1 Z1 A2 B2 C2 D2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM12 | value='O1 P1 S1 T1 X1 Z1 A2 B2 C2 M2' | fill=FFFFFFFF | rows=[11] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='N1 O1 P1 R1 S1 T1 U1 V1 X1 Y1 A2 B2 G2 H2 J2 P2 Q2 R2 V2 Z2 C3 D3' | fill=FFFFFFFF | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='N1 O1 P1 Q1 R1 S1 T1 U1 V1 X1 Y1 E2 G2 H2 J2 K2 P2 Q2 R2 T2 V2 W2 X2 Y2 Z2 C3 D3' | fill=FFFFFFFF | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR12 | value='W1 Z1 A2 B2 C2 D2 E2 F2 I2 L2 M2 S2 T2 U2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS12 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT12 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2' | fill=FFFFFFFF | rows=[11] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU12 | value='N1 O1 P1 R1 S1 T1 U1 V1 X1 Y1 J2 P2 Q2 R2 V2 Z2 C3 D3' | fill=FFFFFFFF | rows=[11] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV12 | value='O1 P1 S1 T1 V1 X1 Z1 A2 B2 C2 D2 M2 P2' | fill=FFFFFFFF | rows=[11] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX12 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[11] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY12 | value='Z1 A2 B2 C2 M2' | fill=FFFFFFFF | rows=[11] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ12 | value='Z1 A2 B2 C2 D2 M2' | fill=FFFFFFFF | rows=[11] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA12 | value='A2 B2 M2' | fill=FFFFFFFF | rows=[11] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB12 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2' | fill=FFFFFFFF | rows=[11] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC12 | value='O1 P1 S1 T1 V1 X1 Y1 A2 B2 P2 Q2 C3' | fill=FFFFFFFF | rows=[11] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD12 | value='N1 O1 P1 R1 S1 T1 U1 V1 X1 Y1 A2 B2 J2 P2 Q2 V2 C3 D3' | fill=FFFFFFFF | rows=[11] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE12 | value='W1 Z1 A2 B2 C2 D2 E2 I2 L2 M2 S2 A3 B3' | fill=FFFFFFFF | rows=[11] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF12 | value='Z1 A2 B2 C2 D2 I2 L2 M2 S2 B3' | fill=FFFFFFFF | rows=[11] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell A13 | value='Online, from a third-party marketplace website or app' | fill=FFFFFFFF | rows=[12, 13] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B13 | value='0.09' | fill=FFFFFFFF | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C13 | value='0.12' | fill=FFFFFFFF | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='0.06' | fill=FFFFFFFF | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='0.1' | fill=FFFFFFFF | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='0.15' | fill=FFFFFFFF | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='0.03' | fill=FFFFFFFF | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='0.02' | fill=FFFFFFFF | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='0.06' | fill=FFFFFFFF | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='0.06' | fill=FFFFFFFF | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='0.08' | fill=FFFFFFFF | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='0.08' | fill=FFFFFFFF | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='0.03' | fill=FFFFFFFF | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='0.19' | fill=FFFFFFFF | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='0.01' | fill=FFFFFFFF | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='0.11' | fill=FFFFFFFF | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='0.13' | fill=FFFFFFFF | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='0.12' | fill=FFFFFFFF | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='0.11' | fill=FFFFFFFF | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='0.03' | fill=FFFFFFFF | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='0' | fill=FFFFFFFF | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='0.12' | fill=FFFFFFFF | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='0.19' | fill=FFFFFFFF | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='0.21' | fill=FFFFFFFF | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='0.01' | fill=FFFFFFFF | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='0.05' | fill=FFFFFFFF | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA13 | value='0.05' | fill=FFFFFFFF | rows=[12] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB13 | value='0.05' | fill=FFFFFFFF | rows=[12] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC13 | value='0.02' | fill=FFFFFFFF | rows=[12] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD13 | value='0.02' | fill=FFFFFFFF | rows=[12] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE13 | value='0.01' | fill=FFFFFFFF | rows=[12] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AG13 | value='0.08' | fill=FFFFFFFF | rows=[12] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH13 | value='0.1' | fill=FFFFFFFF | rows=[12] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI13 | value='0.05' | fill=FFFFFFFF | rows=[12] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ13 | value='0.07' | fill=FFFFFFFF | rows=[12] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL13 | value='0.05' | fill=FFFFFFFF | rows=[12] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AN13 | value='0.15' | fill=FFFFFFFF | rows=[12] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO13 | value='0.01' | fill=FFFFFFFF | rows=[12] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR13 | value='0.03' | fill=FFFFFFFF | rows=[12] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS13 | value='0.14' | fill=FFFFFFFF | rows=[12] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT13 | value='0.01' | fill=FFFFFFFF | rows=[12] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU13 | value='0.01' | fill=FFFFFFFF | rows=[12] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV13 | value='0.01' | fill=FFFFFFFF | rows=[12] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX13 | value='0.11' | fill=FFFFFFFF | rows=[12] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AZ13 | value='0' | fill=FFFFFFFF | rows=[12] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BB13 | value='0.14' | fill=FFFFFFFF | rows=[12] | cols=[53] | col_header=False | row_header=False | metadata=False
