=== employment-table11.xlsx ===
Cell A1 | value='HOUSEHOLD DATA
ANNUAL AVERAGES
11. Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell B245 | value='13' | fill=00000000 | rows=[244] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C245 | value='–' | fill=00000000 | rows=[244] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D245 | value='–' | fill=00000000 | rows=[244] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E245 | value='–' | fill=00000000 | rows=[244] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F245 | value='–' | fill=00000000 | rows=[244] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G245 | value='–' | fill=00000000 | rows=[244] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A246 | value='Clinical laboratory technologists and technicians' | fill=00000000 | rows=[245] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B246 | value='302' | fill=00000000 | rows=[245] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C246 | value='76.3' | fill=00000000 | rows=[245] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D246 | value='66.3' | fill=00000000 | rows=[245] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E246 | value='14.3' | fill=00000000 | rows=[245] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F246 | value='15' | fill=00000000 | rows=[245] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G246 | value='11.8' | fill=00000000 | rows=[245] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A247 | value='Dental hygienists' | fill=00000000 | rows=[246] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B247 | value='206' | fill=00000000 | rows=[246] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C247 | value='95.7' | fill=00000000 | rows=[246] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D247 | value='88.6' | fill=00000000 | rows=[246] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E247 | value='4' | fill=00000000 | rows=[246] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F247 | value='5.6' | fill=00000000 | rows=[246] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G247 | value='11.8' | fill=00000000 | rows=[246] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A248 | value='Cardiovascular technologists and technicians' | fill=00000000 | rows=[247] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B248 | value='48' | fill=00000000 | rows=[247] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C248 | value='–' | fill=00000000 | rows=[247] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D248 | value='–' | fill=00000000 | rows=[247] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E248 | value='–' | fill=00000000 | rows=[247] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F248 | value='–' | fill=00000000 | rows=[247] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G248 | value='–' | fill=00000000 | rows=[247] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A249 | value='Diagnostic medical sonographers' | fill=00000000 | rows=[248] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B249 | value='105' | fill=00000000 | rows=[248] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C249 | value='76.1' | fill=00000000 | rows=[248] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D249 | value='76.9' | fill=00000000 | rows=[248] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E249 | value='6.1' | fill=00000000 | rows=[248] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F249 | value='15' | fill=00000000 | rows=[248] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G249 | value='11.6' | fill=00000000 | rows=[248] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A250 | value='Radiologic technologists and technicians' | fill=00000000 | rows=[249] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B250 | value='259' | fill=00000000 | rows=[249] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C250 | value='70.3' | fill=00000000 | rows=[249] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D250 | value='82.5' | fill=00000000 | rows=[249] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E250 | value='8' | fill=00000000 | rows=[249] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F250 | value='6.8' | fill=00000000 | rows=[249] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G250 | value='12.6' | fill=00000000 | rows=[249] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A251 | value='Magnetic resonance imaging technologists' | fill=00000000 | rows=[250] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B251 | value='46' | fill=00000000 | rows=[250] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C251 | value='–' | fill=00000000 | rows=[250] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D251 | value='–' | fill=00000000 | rows=[250] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E251 | value='–' | fill=00000000 | rows=[250] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F251 | value='–' | fill=00000000 | rows=[250] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G251 | value='–' | fill=00000000 | rows=[250] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A252 | value='Nuclear medicine technologists and medical dosimetrists' | fill=00000000 | rows=[251] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B252 | value='42' | fill=00000000 | rows=[251] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C252 | value='–' | fill=00000000 | rows=[251] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D252 | value='–' | fill=00000000 | rows=[251] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E252 | value='–' | fill=00000000 | rows=[251] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F252 | value='–' | fill=00000000 | rows=[251] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G252 | value='–' | fill=00000000 | rows=[251] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A253 | value='Emergency medical technicians' | fill=00000000 | rows=[252] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B253 | value='156' | fill=00000000 | rows=[252] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C253 | value='39.4' | fill=00000000 | rows=[252] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D253 | value='84' | fill=00000000 | rows=[252] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E253 | value='9.2' | fill=00000000 | rows=[252] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F253 | value='4' | fill=00000000 | rows=[252] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G253 | value='16.6' | fill=00000000 | rows=[252] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A254 | value='Paramedics' | fill=00000000 | rows=[253] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B254 | value='107' | fill=00000000 | rows=[253] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C254 | value='29.5' | fill=00000000 | rows=[253] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D254 | value='83.8' | fill=00000000 | rows=[253] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E254 | value='8.5' | fill=00000000 | rows=[253] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F254 | value='5.4' | fill=00000000 | rows=[253] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G254 | value='7.6' | fill=00000000 | rows=[253] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A255 | value='Pharmacy technicians' | fill=00000000 | rows=[254] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B255 | value='330' | fill=00000000 | rows=[254] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C255 | value='79.3' | fill=00000000 | rows=[254] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D255 | value='70.3' | fill=00000000 | rows=[254] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E255 | value='14.8' | fill=00000000 | rows=[254] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F255 | value='9.3' | fill=00000000 | rows=[254] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G255 | value='17.6' | fill=00000000 | rows=[254] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A256 | value='Psychiatric technicians' | fill=00000000 | rows=[255] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B256 | value='113' | fill=00000000 | rows=[255] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C256 | value='69.5' | fill=00000000 | rows=[255] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D256 | value='59.2' | fill=00000000 | rows=[255] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E256 | value='33' | fill=00000000 | rows=[255] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F256 | value='4.2' | fill=00000000 | rows=[255] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G256 | value='22.6' | fill=00000000 | rows=[255] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A257 | value='Surgical technologists' | fill=00000000 | rows=[256] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B257 | value='110' | fill=00000000 | rows=[256] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C257 | value='76.9' | fill=00000000 | rows=[256] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D257 | value='72' | fill=00000000 | rows=[256] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E257 | value='22' | fill=00000000 | rows=[256] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F257 | value='2.8' | fill=00000000 | rows=[256] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G257 | value='12.1' | fill=00000000 | rows=[256] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A258 | value='Veterinary technologists and technicians' | fill=00000000 | rows=[257] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B258 | value='142' | fill=00000000 | rows=[257] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C258 | value='89.9' | fill=00000000 | rows=[257] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D258 | value='89.8' | fill=00000000 | rows=[257] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E258 | value='5.7' | fill=00000000 | rows=[257] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F258 | value='2.5' | fill=00000000 | rows=[257] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G258 | value='10.2' | fill=00000000 | rows=[257] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A259 | value='Dietetic technicians and ophthalmic medical technicians' | fill=00000000 | rows=[258] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B259 | value='70' | fill=00000000 | rows=[258] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C259 | value='73.7' | fill=00000000 | rows=[258] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D259 | value='65' | fill=00000000 | rows=[258] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E259 | value='26.3' | fill=00000000 | rows=[258] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F259 | value='1.9' | fill=00000000 | rows=[258] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G259 | value='6.5' | fill=00000000 | rows=[258] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A260 | value='Licensed practical and licensed vocational nurses' | fill=00000000 | rows=[259] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B260 | value='584' | fill=00000000 | rows=[259] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C260 | value='88.7' | fill=00000000 | rows=[259] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D260 | value='59.2' | fill=00000000 | rows=[259] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E260 | value='31.8' | fill=00000000 | rows=[259] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F260 | value='5.8' | fill=00000000 | rows=[259] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G260 | value='12.6' | fill=00000000 | rows=[259] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A261 | value='Medical records specialists' | fill=00000000 | rows=[260] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B261 | value='211' | fill=00000000 | rows=[260] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C261 | value='88.9' | fill=00000000 | rows=[260] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D261 | value='75' | fill=00000000 | rows=[260] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E261 | value='14.4' | fill=00000000 | rows=[260] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F261 | value='6.2' | fill=00000000 | rows=[260] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G261 | value='12.2' | fill=00000000 | rows=[260] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A262 | value='Opticians, dispensing' | fill=00000000 | rows=[261] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B262 | value='49' | fill=00000000 | rows=[261] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C262 | value='–' | fill=00000000 | rows=[261] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D262 | value='–' | fill=00000000 | rows=[261] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E262 | value='–' | fill=00000000 | rows=[261] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F262 | value='–' | fill=00000000 | rows=[261] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G262 | value='–' | fill=00000000 | rows=[261] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A263 | value='Miscellaneous health technologists and technicians' | fill=00000000 | rows=[262] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B263 | value='146' | fill=00000000 | rows=[262] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C263 | value='72.7' | fill=00000000 | rows=[262] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D263 | value='65.7' | fill=00000000 | rows=[262] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E263 | value='18.9' | fill=00000000 | rows=[262] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F263 | value='7.9' | fill=00000000 | rows=[262] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G263 | value='10' | fill=00000000 | rows=[262] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A264 | value='Other healthcare practitioners and technical occupations' | fill=00000000 | rows=[263] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B264 | value='130' | fill=00000000 | rows=[263] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C264 | value='66.7' | fill=00000000 | rows=[263] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D264 | value='74.5' | fill=00000000 | rows=[263] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E264 | value='13.8' | fill=00000000 | rows=[263] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F264 | value='9' | fill=00000000 | rows=[263] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G264 | value='10.6' | fill=00000000 | rows=[263] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A266 | value='Service occupations' | fill=00000000 | rows=[265] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B266 | value='26171' | fill=00000000 | rows=[265] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C266 | value='57.2' | fill=00000000 | rows=[265] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D266 | value='71.7' | fill=00000000 | rows=[265] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E266 | value='17' | fill=00000000 | rows=[265] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F266 | value='6.3' | fill=00000000 | rows=[265] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G266 | value='27.3' | fill=00000000 | rows=[265] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A267 | value='Healthcare support occupations' | fill=00000000 | rows=[266] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B267 | value='5123' | fill=00000000 | rows=[266] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C267 | value='84.3' | fill=00000000 | rows=[266] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D267 | value='62.7' | fill=00000000 | rows=[266] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E267 | value='25' | fill=00000000 | rows=[266] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F267 | value='7.6' | fill=00000000 | rows=[266] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G267 | value='21.2' | fill=00000000 | rows=[266] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A268 | value='Home health aides' | fill=00000000 | rows=[267] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B268 | value='585' | fill=00000000 | rows=[267] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C268 | value='87.2' | fill=00000000 | rows=[267] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D268 | value='53.3' | fill=00000000 | rows=[267] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E268 | value='29.8' | fill=00000000 | rows=[267] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F268 | value='14' | fill=00000000 | rows=[267] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G268 | value='24.9' | fill=00000000 | rows=[267] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A269 | value='Personal care aides' | fill=00000000 | rows=[268] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B269 | value='1521' | fill=00000000 | rows=[268] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C269 | value='79.8' | fill=00000000 | rows=[268] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D269 | value='61.8' | fill=00000000 | rows=[268] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E269 | value='25.3' | fill=00000000 | rows=[268] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F269 | value='7.9' | fill=00000000 | rows=[268] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G269 | value='21.7' | fill=00000000 | rows=[268] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A270 | value='Nursing assistants' | fill=00000000 | rows=[269] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B270 | value='1261' | fill=00000000 | rows=[269] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C270 | value='90.1' | fill=00000000 | rows=[269] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D270 | value='51.8' | fill=00000000 | rows=[269] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E270 | value='38.1' | fill=00000000 | rows=[269] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F270 | value='6.5' | fill=00000000 | rows=[269] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G270 | value='15' | fill=00000000 | rows=[269] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A271 | value='Orderlies and psychiatric aides' | fill=00000000 | rows=[270] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B271 | value='67' | fill=00000000 | rows=[270] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C271 | value='53.5' | fill=00000000 | rows=[270] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D271 | value='59.6' | fill=00000000 | rows=[270] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E271 | value='33' | fill=00000000 | rows=[270] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F271 | value='5.4' | fill=00000000 | rows=[270] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G271 | value='22.1' | fill=00000000 | rows=[270] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A272 | value='Occupational therapy assistants and aides' | fill=00000000 | rows=[271] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B272 | value='30' | fill=00000000 | rows=[271] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C272 | value='–' | fill=00000000 | rows=[271] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D272 | value='–' | fill=00000000 | rows=[271] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E272 | value='–' | fill=00000000 | rows=[271] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F272 | value='–' | fill=00000000 | rows=[271] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G272 | value='–' | fill=00000000 | rows=[271] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A273 | value='Physical therapist assistants and aides' | fill=00000000 | rows=[272] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B273 | value='106' | fill=00000000 | rows=[272] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C273 | value='68.7' | fill=00000000 | rows=[272] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D273 | value='86' | fill=00000000 | rows=[272] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E273 | value='4.3' | fill=00000000 | rows=[272] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F273 | value='1.3' | fill=00000000 | rows=[272] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G273 | value='8' | fill=00000000 | rows=[272] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A274 | value='Massage therapists' | fill=00000000 | rows=[273] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B274 | value='145' | fill=00000000 | rows=[273] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C274 | value='83.7' | fill=00000000 | rows=[273] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D274 | value='82.3' | fill=00000000 | rows=[273] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E274 | value='8' | fill=00000000 | rows=[273] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F274 | value='6.5' | fill=00000000 | rows=[273] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G274 | value='12.4' | fill=00000000 | rows=[273] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A275 | value='Dental assistants' | fill=00000000 | rows=[274] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B275 | value='288' | fill=00000000 | rows=[274] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C275 | value='92.8' | fill=00000000 | rows=[274] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D275 | value='82.6' | fill=00000000 | rows=[274] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E275 | value='8.4' | fill=00000000 | rows=[274] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F275 | value='4.9' | fill=00000000 | rows=[274] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G275 | value='32.1' | fill=00000000 | rows=[274] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A276 | value='Medical assistants' | fill=00000000 | rows=[275] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B276 | value='593' | fill=00000000 | rows=[275] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C276 | value='88.8' | fill=00000000 | rows=[275] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D276 | value='74.7' | fill=00000000 | rows=[275] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E276 | value='15' | fill=00000000 | rows=[275] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F276 | value='5.2' | fill=00000000 | rows=[275] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G276 | value='31.8' | fill=00000000 | rows=[275] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A277 | value='Medical transcriptionists' | fill=00000000 | rows=[276] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B277 | value='41' | fill=00000000 | rows=[276] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C277 | value='–' | fill=00000000 | rows=[276] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D277 | value='–' | fill=00000000 | rows=[276] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E277 | value='–' | fill=00000000 | rows=[276] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F277 | value='–' | fill=00000000 | rows=[276] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G277 | value='–' | fill=00000000 | rows=[276] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A278 | value='Pharmacy aides' | fill=00000000 | rows=[277] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B278 | value='32' | fill=00000000 | rows=[277] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C278 | value='–' | fill=00000000 | rows=[277] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D278 | value='–' | fill=00000000 | rows=[277] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E278 | value='–' | fill=00000000 | rows=[277] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F278 | value='–' | fill=00000000 | rows=[277] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G278 | value='–' | fill=00000000 | rows=[277] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A279 | value='Veterinary assistants and laboratory animal caretakers' | fill=00000000 | rows=[278] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B279 | value='77' | fill=00000000 | rows=[278] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C279 | value='79.6' | fill=00000000 | rows=[278] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D279 | value='85.7' | fill=00000000 | rows=[278] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E279 | value='3.7' | fill=00000000 | rows=[278] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F279 | value='1.3' | fill=00000000 | rows=[278] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G279 | value='22.9' | fill=00000000 | rows=[278] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A280 | value='Phlebotomists' | fill=00000000 | rows=[279] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B280 | value='139' | fill=00000000 | rows=[279] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C280 | value='90.3' | fill=00000000 | rows=[279] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D280 | value='61.3' | fill=00000000 | rows=[279] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E280 | value='20.2' | fill=00000000 | rows=[279] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F280 | value='9.7' | fill=00000000 | rows=[279] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G280 | value='19.9' | fill=00000000 | rows=[279] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A281 | value='Other healthcare support workers' | fill=00000000 | rows=[280] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B281 | value='237' | fill=00000000 | rows=[280] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C281 | value='72.1' | fill=00000000 | rows=[280] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D281 | value='65.8' | fill=00000000 | rows=[280] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E281 | value='22.3' | fill=00000000 | rows=[280] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F281 | value='7.1' | fill=00000000 | rows=[280] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G281 | value='17.8' | fill=00000000 | rows=[280] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A282 | value='Protective service occupations' | fill=00000000 | rows=[281] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B282 | value='3105' | fill=00000000 | rows=[281] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C282 | value='24.1' | fill=00000000 | rows=[281] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D282 | value='70.2' | fill=00000000 | rows=[281] | cols=[3] | col_header=False | row_header=False | metadata=False
