=== economy-table87.xlsx ===
Cell A1 | value='2024 Consumer Price Index forecasts' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell AP15 | value='0.9' | fill=00000000 | rows=[14] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ15 | value='2.1' | fill=00000000 | rows=[14] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR15 | value='0.3' | fill=00000000 | rows=[14] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS15 | value='1.2' | fill=00000000 | rows=[14] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT15 | value='2.1' | fill=00000000 | rows=[14] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU15 | value='0.5' | fill=00000000 | rows=[14] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV15 | value='1.1' | fill=00000000 | rows=[14] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW15 | value='1.7' | fill=00000000 | rows=[14] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A16 | value='Fish and seafood' | fill=00000000 | rows=[15] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B16 | value='-4.6' | fill=00000000 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='1.3' | fill=00000000 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='7.2' | fill=00000000 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='-4.5' | fill=00000000 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='0.9' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='6.6' | fill=00000000 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='-3.8' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='1.3' | fill=00000000 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='6.7' | fill=00000000 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='-3.3' | fill=00000000 | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='1.6' | fill=00000000 | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='6.7' | fill=00000000 | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='-3.9' | fill=00000000 | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='0.6' | fill=00000000 | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='5.3' | fill=00000000 | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='-3.4' | fill=00000000 | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='0.8' | fill=00000000 | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='5.1' | fill=00000000 | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='-3.6' | fill=00000000 | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='0.2' | fill=00000000 | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='4.1' | fill=00000000 | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='-4.2' | fill=00000000 | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='-0.9' | fill=00000000 | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y16 | value='2.6' | fill=00000000 | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='-4.5' | fill=00000000 | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA16 | value='-1.7' | fill=00000000 | rows=[15] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB16 | value='1.3' | fill=00000000 | rows=[15] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC16 | value='-4.1' | fill=00000000 | rows=[15] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD16 | value='-1.6' | fill=00000000 | rows=[15] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE16 | value='0.9' | fill=00000000 | rows=[15] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF16 | value='-3.3' | fill=00000000 | rows=[15] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG16 | value='-1.2' | fill=00000000 | rows=[15] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH16 | value='1' | fill=00000000 | rows=[15] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI16 | value='-2.9' | fill=00000000 | rows=[15] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ16 | value='-1.1' | fill=00000000 | rows=[15] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK16 | value='0.7' | fill=00000000 | rows=[15] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL16 | value='-2.3' | fill=00000000 | rows=[15] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM16 | value='-0.8' | fill=00000000 | rows=[15] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN16 | value='0.7' | fill=00000000 | rows=[15] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO16 | value='-2.6' | fill=00000000 | rows=[15] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP16 | value='-1.5' | fill=00000000 | rows=[15] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ16 | value='-0.3' | fill=00000000 | rows=[15] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR16 | value='-2.4' | fill=00000000 | rows=[15] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS16 | value='-1.6' | fill=00000000 | rows=[15] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT16 | value='-0.7' | fill=00000000 | rows=[15] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU16 | value='-2.2' | fill=00000000 | rows=[15] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV16 | value='-1.7' | fill=00000000 | rows=[15] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW16 | value='-1.1' | fill=00000000 | rows=[15] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A17 | value='Eggs' | fill=00000000 | rows=[16] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B17 | value='-37' | fill=00000000 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='-16.6' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='11.5' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='-33.6' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='-13.1' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='14.9' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='-33.5' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='-14.1' | fill=00000000 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='12.2' | fill=00000000 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='-32.7' | fill=00000000 | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='-14.5' | fill=00000000 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='9.2' | fill=00000000 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='-31.7' | fill=00000000 | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='-14.7' | fill=00000000 | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='7.5' | fill=00000000 | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='-28.4' | fill=00000000 | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='-12.1' | fill=00000000 | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='8.8' | fill=00000000 | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='-20.7' | fill=00000000 | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='-4.6' | fill=00000000 | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V17 | value='15.4' | fill=00000000 | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='-17.2' | fill=00000000 | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='-2.8' | fill=00000000 | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y17 | value='14.6' | fill=00000000 | rows=[16] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z17 | value='-8.8' | fill=00000000 | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='4.8' | fill=00000000 | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB17 | value='21' | fill=00000000 | rows=[16] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC17 | value='-6.9' | fill=00000000 | rows=[16] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD17 | value='4.8' | fill=00000000 | rows=[16] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE17 | value='18.7' | fill=00000000 | rows=[16] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF17 | value='-7.8' | fill=00000000 | rows=[16] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG17 | value='1.8' | fill=00000000 | rows=[16] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH17 | value='13.2' | fill=00000000 | rows=[16] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI17 | value='-7.6' | fill=00000000 | rows=[16] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ17 | value='0.1' | fill=00000000 | rows=[16] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK17 | value='9.5' | fill=00000000 | rows=[16] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL17 | value='-6.5' | fill=00000000 | rows=[16] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM17 | value='-0.3' | fill=00000000 | rows=[16] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN17 | value='7' | fill=00000000 | rows=[16] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO17 | value='-2.8' | fill=00000000 | rows=[16] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP17 | value='2.4' | fill=00000000 | rows=[16] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ17 | value='8.5' | fill=00000000 | rows=[16] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR17 | value='0.3' | fill=00000000 | rows=[16] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS17 | value='4.9' | fill=00000000 | rows=[16] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT17 | value='10.4' | fill=00000000 | rows=[16] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU17 | value='5.4' | fill=00000000 | rows=[16] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV17 | value='8.8' | fill=00000000 | rows=[16] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW17 | value='12.8' | fill=00000000 | rows=[16] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A18 | value='Dairy products' | fill=00000000 | rows=[17] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B18 | value='-9.9' | fill=00000000 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='-1.8' | fill=00000000 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='7' | fill=00000000 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='-8.2' | fill=00000000 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='-0.5' | fill=00000000 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='7.7' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='-7.5' | fill=00000000 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='-0.4' | fill=00000000 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='7.2' | fill=00000000 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='-7.1' | fill=00000000 | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='-0.6' | fill=00000000 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='6.3' | fill=00000000 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='-6.5' | fill=00000000 | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='-0.6' | fill=00000000 | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='5.5' | fill=00000000 | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='-6.3' | fill=00000000 | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='-1.2' | fill=00000000 | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='4.2' | fill=00000000 | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T18 | value='-5.2' | fill=00000000 | rows=[17] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U18 | value='-0.7' | fill=00000000 | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V18 | value='4' | fill=00000000 | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W18 | value='-3.9' | fill=00000000 | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X18 | value='0.2' | fill=00000000 | rows=[17] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y18 | value='4.5' | fill=00000000 | rows=[17] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z18 | value='-4.6' | fill=00000000 | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA18 | value='-1.2' | fill=00000000 | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB18 | value='2.4' | fill=00000000 | rows=[17] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC18 | value='-4.4' | fill=00000000 | rows=[17] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD18 | value='-1.6' | fill=00000000 | rows=[17] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE18 | value='1.4' | fill=00000000 | rows=[17] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF18 | value='-3' | fill=00000000 | rows=[17] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG18 | value='-0.7' | fill=00000000 | rows=[17] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH18 | value='1.7' | fill=00000000 | rows=[17] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI18 | value='-2.9' | fill=00000000 | rows=[17] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ18 | value='-1.1' | fill=00000000 | rows=[17] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK18 | value='0.8' | fill=00000000 | rows=[17] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL18 | value='-1.8' | fill=00000000 | rows=[17] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM18 | value='-0.4' | fill=00000000 | rows=[17] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN18 | value='1.1' | fill=00000000 | rows=[17] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO18 | value='-1.5' | fill=00000000 | rows=[17] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP18 | value='-0.4' | fill=00000000 | rows=[17] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ18 | value='0.6' | fill=00000000 | rows=[17] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR18 | value='-1' | fill=00000000 | rows=[17] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS18 | value='-0.3' | fill=00000000 | rows=[17] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT18 | value='0.5' | fill=00000000 | rows=[17] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU18 | value='-0.8' | fill=00000000 | rows=[17] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV18 | value='-0.3' | fill=00000000 | rows=[17] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW18 | value='0.1' | fill=00000000 | rows=[17] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A20 | value='Fats and oils' | fill=00000000 | rows=[19] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B20 | value='-8' | fill=00000000 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='3.5' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='16.5' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='-6.6' | fill=00000000 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='4.1' | fill=00000000 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='15.9' | fill=00000000 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='-5.6' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='4.1' | fill=00000000 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='15' | fill=00000000 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='-6.7' | fill=00000000 | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='2.4' | fill=00000000 | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='12.3' | fill=00000000 | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='-1.6' | fill=00000000 | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='6.6' | fill=00000000 | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='15.8' | fill=00000000 | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='-4.2' | fill=00000000 | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='3' | fill=00000000 | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S20 | value='11.2' | fill=00000000 | rows=[19] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T20 | value='-2.7' | fill=00000000 | rows=[19] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U20 | value='3.6' | fill=00000000 | rows=[19] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V20 | value='10.5' | fill=00000000 | rows=[19] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W20 | value='-0.8' | fill=00000000 | rows=[19] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X20 | value='4.6' | fill=00000000 | rows=[19] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y20 | value='10.5' | fill=00000000 | rows=[19] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z20 | value='0' | fill=00000000 | rows=[19] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA20 | value='4.7' | fill=00000000 | rows=[19] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB20 | value='9.6' | fill=00000000 | rows=[19] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC20 | value='-1.6' | fill=00000000 | rows=[19] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD20 | value='2.2' | fill=00000000 | rows=[19] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE20 | value='6.3' | fill=00000000 | rows=[19] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF20 | value='0' | fill=00000000 | rows=[19] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG20 | value='3.1' | fill=00000000 | rows=[19] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH20 | value='6.4' | fill=00000000 | rows=[19] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI20 | value='0.3' | fill=00000000 | rows=[19] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ20 | value='2.8' | fill=00000000 | rows=[19] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK20 | value='5.5' | fill=00000000 | rows=[19] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL20 | value='1.4' | fill=00000000 | rows=[19] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM20 | value='3.4' | fill=00000000 | rows=[19] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN20 | value='5.5' | fill=00000000 | rows=[19] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO20 | value='1.7' | fill=00000000 | rows=[19] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP20 | value='3.2' | fill=00000000 | rows=[19] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ20 | value='4.8' | fill=00000000 | rows=[19] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR20 | value='1.4' | fill=00000000 | rows=[19] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS20 | value='2.4' | fill=00000000 | rows=[19] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT20 | value='3.5' | fill=00000000 | rows=[19] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU20 | value='2.2' | fill=00000000 | rows=[19] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV20 | value='2.9' | fill=00000000 | rows=[19] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW20 | value='3.7' | fill=00000000 | rows=[19] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A21 | value='Fruits and vegetables' | fill=00000000 | rows=[20] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B21 | value='-7.3' | fill=00000000 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='-0.5' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='7' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='-5.7' | fill=00000000 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F21 | value='0.8' | fill=00000000 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='7.9' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='-5.6' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='0.6' | fill=00000000 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J21 | value='7.3' | fill=00000000 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='-5.1' | fill=00000000 | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='0.6' | fill=00000000 | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M21 | value='6.9' | fill=00000000 | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N21 | value='-4.4' | fill=00000000 | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O21 | value='0.9' | fill=00000000 | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P21 | value='6.8' | fill=00000000 | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q21 | value='-4.8' | fill=00000000 | rows=[20] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R21 | value='0.2' | fill=00000000 | rows=[20] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S21 | value='5.4' | fill=00000000 | rows=[20] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T21 | value='-4.4' | fill=00000000 | rows=[20] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U21 | value='0' | fill=00000000 | rows=[20] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V21 | value='4.6' | fill=00000000 | rows=[20] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W21 | value='-1.9' | fill=00000000 | rows=[20] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X21 | value='1.3' | fill=00000000 | rows=[20] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y21 | value='4.5' | fill=00000000 | rows=[20] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z21 | value='-1.9' | fill=00000000 | rows=[20] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA21 | value='0.9' | fill=00000000 | rows=[20] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB21 | value='3.7' | fill=00000000 | rows=[20] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC21 | value='-1.5' | fill=00000000 | rows=[20] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD21 | value='0.9' | fill=00000000 | rows=[20] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE21 | value='3.3' | fill=00000000 | rows=[20] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF21 | value='-1.3' | fill=00000000 | rows=[20] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG21 | value='0.7' | fill=00000000 | rows=[20] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH21 | value='2.8' | fill=00000000 | rows=[20] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI21 | value='-0.8' | fill=00000000 | rows=[20] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ21 | value='0.9' | fill=00000000 | rows=[20] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK21 | value='2.6' | fill=00000000 | rows=[20] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL21 | value='-1.2' | fill=00000000 | rows=[20] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM21 | value='0.1' | fill=00000000 | rows=[20] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN21 | value='1.5' | fill=00000000 | rows=[20] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO21 | value='-0.5' | fill=00000000 | rows=[20] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP21 | value='0.6' | fill=00000000 | rows=[20] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ21 | value='1.7' | fill=00000000 | rows=[20] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR21 | value='-0.6' | fill=00000000 | rows=[20] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS21 | value='0.2' | fill=00000000 | rows=[20] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT21 | value='1.1' | fill=00000000 | rows=[20] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU21 | value='0.1' | fill=00000000 | rows=[20] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV21 | value='0.7' | fill=00000000 | rows=[20] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW21 | value='1.3' | fill=00000000 | rows=[20] | cols=[48] | col_header=False | row_header=False | metadata=False
