=== economy-table83.xlsx ===
Cell A1 | value='DATE' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C83 | value='Check 1024' | fill=00000000 | rows=[82] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D83 | value='1716' | fill=00000000 | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E83 | value='Check 1024' | fill=00000000 | rows=[82] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G83 | value='1265.03' | fill=4 | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H83 | value='ü' | fill=4 | rows=[82] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B84 | value='BANK FEES' | fill=4 | rows=[83] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C84 | value='Wire Transfer Fee' | fill=4 | rows=[83] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D84 | value='15' | fill=4 | rows=[83] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G84 | value='1250.03' | fill=4 | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H84 | value='ü' | fill=4 | rows=[83] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B85 | value='BANK FEES' | fill=00000000 | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C85 | value='Wire Transfer Fee' | fill=00000000 | rows=[84] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D85 | value='15' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G85 | value='1235.03' | fill=4 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='ü' | fill=4 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A86 | value='2016-12-14 00:00:00' | fill=4 | rows=[85, 86, 87] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B86 | value='DEPOSITS' | fill=4 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C86 | value='OVERDRAFT PROTECTION FROM 00381048074720' | fill=4 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D86 | value='0' | fill=4 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F86 | value='157.41' | fill=4 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='1392.44' | fill=4 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='ü' | fill=4 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B87 | value='ENTERPRISE RENTALS' | fill=00000000 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='CHECKCARD 1213 ENTERPRISE RENT-A-CAR EDISON NJ 24164076348018534831511 CKCD 3405 4135751004821839' | fill=00000000 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D87 | value='900' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G87 | value='492.439999999999' | fill=4 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='ü' | fill=4 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B88 | value='DEPOSITS' | fill=4 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C88 | value='Overdraft Protection Transfer Fee' | fill=4 | rows=[87] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D88 | value='12' | fill=4 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G88 | value='480.439999999999' | fill=4 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='ü' | fill=4 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A89 | value='2016-12-15 00:00:00' | fill=00000000 | rows=[88, 89, 90, 91] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B89 | value='DEPOSITS' | fill=00000000 | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C89 | value='BKOFAMERICA ATM 12/15 #000004897 DEPOSIT ELIZABETH ELIZABETH NJ CKCD 4135751004821839' | fill=00000000 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D89 | value='0' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F89 | value='500' | fill=00000000 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='980.439999999999' | fill=4 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='ü' | fill=4 | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B90 | value='GAS CHARGES' | fill=4 | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C90 | value='CHECKCARD 1213 SUNOCO 0980600100 MARLBOROUGH MA 24231686349889349371909 CKCD 5542 4135751004561526' | fill=4 | rows=[89] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D90 | value='37.94' | fill=4 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G90 | value='942.499999999999' | fill=4 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='ü' | fill=4 | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B91 | value='TRUCK EXPENSES' | fill=00000000 | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C91 | value='CHECKCARD 1213 J & B INT'L TRUCKS INC 802-655-1000 VT 24018686349500792048923 CKCD 5511 4256470000170017' | fill=00000000 | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D91 | value='259.69' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G91 | value='682.809999999999' | fill=4 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='ü' | fill=4 | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B92 | value='GAS CHARGES' | fill=4 | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C92 | value='CHECKCARD 1213 EXXONMOBIL 99163701 ELIZABETH NJ 24164056349837017865360 CKCD 5541 4135751004821839' | fill=4 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D92 | value='53.45' | fill=4 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G92 | value='629.359999999999' | fill=4 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H92 | value='ü' | fill=4 | rows=[91] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A93 | value='2016-12-16 00:00:00' | fill=00000000 | rows=[92, 93, 94, 95, 96, 97, 98, 99] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B93 | value='DEPOSITS' | fill=00000000 | rows=[92] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C93 | value='WIRE TYPE:BOOK IN DATE:161216 TIME:1425 ET TRN:2016121600331028 SNDR REF:16CGA535757L2H75 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=00000000 | rows=[92] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D93 | value='0' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F93 | value='5000' | fill=00000000 | rows=[92] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G93 | value='5629.36' | fill=4 | rows=[92] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H93 | value='ü' | fill=4 | rows=[92] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B94 | value='DEPOSITS' | fill=4 | rows=[93] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C94 | value='WIRE TYPE:BOOK IN DATE:161216 TIME:1426 ET TRN:2016121600331047 SNDR REF:16CGA542876K2591 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=4 | rows=[93] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D94 | value='0' | fill=4 | rows=[93] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F94 | value='3000' | fill=4 | rows=[93] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G94 | value='8629.36' | fill=4 | rows=[93] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H94 | value='ü' | fill=4 | rows=[93] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B95 | value='DEPOSITS' | fill=00000000 | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C95 | value='BKOFAMERICA ATM 12/16 #000007012 DEPOSIT MARLBOROUGH - PO MARLBOROUGH MA CKCD 4256470000170009' | fill=00000000 | rows=[94] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D95 | value='0' | fill=00000000 | rows=[94] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F95 | value='480' | fill=00000000 | rows=[94] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G95 | value='9109.36' | fill=4 | rows=[94] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H95 | value='ü' | fill=4 | rows=[94] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B96 | value='OFFICE EXPENSES' | fill=4 | rows=[95] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C96 | value='CHECKCARD 1213 SUPERIOR PIE MARLBOROUGH MA 24828246350080080501924 CKCD 5812 4135751004561526' | fill=4 | rows=[95] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D96 | value='25' | fill=4 | rows=[95] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G96 | value='9084.36' | fill=4 | rows=[95] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H96 | value='ü' | fill=4 | rows=[95] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B97 | value='GAS CHARGES' | fill=00000000 | rows=[96] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C97 | value='CHECKCARD 1214 EXXONMOBIL 99163701 ELIZABETH NJ 24164056350378018954016 CKCD 5542 4135751004821839' | fill=00000000 | rows=[96] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D97 | value='21' | fill=00000000 | rows=[96] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G97 | value='9063.36' | fill=4 | rows=[96] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H97 | value='ü' | fill=4 | rows=[96] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B98 | value='GAS CHARGES' | fill=4 | rows=[97] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C98 | value='CHECKCARD 1214 EXXONMOBIL 99163701 ELIZABETH NJ 24164056350378018954032 CKCD 5542 4135751004821839' | fill=4 | rows=[97] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D98 | value='50.01' | fill=4 | rows=[97] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G98 | value='9013.35' | fill=4 | rows=[97] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H98 | value='ü' | fill=4 | rows=[97] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B99 | value='GAS CHARGES' | fill=00000000 | rows=[98] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C99 | value='CHECKCARD 1214 SUNOCO 0980600100 MARLBOROUGH MA 24231686350889350873518 CKCD 5542 4135751004561526' | fill=00000000 | rows=[98] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D99 | value='36.37' | fill=00000000 | rows=[98] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G99 | value='8976.98' | fill=4 | rows=[98] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H99 | value='ü' | fill=4 | rows=[98] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B100 | value='TRAVEL EXPENSES' | fill=4 | rows=[99] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C100 | value='CHECKCARD 1215 HOTELS.COM HOTELS.COM WA 24692166350000755571096 CKCD 4722 4135751004821839' | fill=4 | rows=[99] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D100 | value='83.35' | fill=4 | rows=[99] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G100 | value='8893.63' | fill=4 | rows=[99] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H100 | value='ü' | fill=4 | rows=[99] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A101 | value='2016-12-19 00:00:00' | fill=00000000 | rows=[100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B101 | value='DEPOSITS' | fill=00000000 | rows=[100] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C101 | value='BKOFAMERICA ATM 12/18 #000007168 DEPOSIT CONVERY BOULEVAR PERTH AMBOY NJ CKCD 4256470000170009' | fill=00000000 | rows=[100] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D101 | value='0' | fill=00000000 | rows=[100] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F101 | value='700' | fill=00000000 | rows=[100] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G101 | value='9593.63' | fill=4 | rows=[100] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H101 | value='ü' | fill=4 | rows=[100] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B102 | value='GAS CHARGES' | fill=4 | rows=[101] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C102 | value='CHECKCARD 1216 SUNOCO 0980600100 MARLBOROUGH MA 24231686352889352834243 CKCD 5542 4256470000170017' | fill=4 | rows=[101] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D102 | value='37.42' | fill=4 | rows=[101] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G102 | value='9556.21' | fill=4 | rows=[101] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H102 | value='ü' | fill=4 | rows=[101] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B103 | value='GAS CHARGES' | fill=00000000 | rows=[102] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C103 | value='CHECKCARD 1216 SUNOCO 0980600100 MARLBOROUGH MA 24231686352889352834250 CKCD 5541 4256470000170017' | fill=00000000 | rows=[102] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D103 | value='91.3' | fill=00000000 | rows=[102] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G103 | value='9464.91' | fill=4 | rows=[102] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H103 | value='ü' | fill=4 | rows=[102] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B104 | value='TRAVEL EXPENSES' | fill=4 | rows=[103] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C104 | value='CHECKCARD 1216 NORTHERN WELDING AND R CARIBOU ME 24071056353987153139511 CKCD 7538 4135751004561526' | fill=4 | rows=[103] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D104 | value='132.5' | fill=4 | rows=[103] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G104 | value='9332.41' | fill=4 | rows=[103] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H104 | value='ü' | fill=4 | rows=[103] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B105 | value='GAS CHARGES' | fill=00000000 | rows=[104] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C105 | value='CHECKCARD 1216 DYSART'S CITGO TRAVEL S ORONO ME 24610436353004135902602 CKCD 5542 4135751004561526' | fill=00000000 | rows=[104] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D105 | value='11.04' | fill=00000000 | rows=[104] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G105 | value='9321.37' | fill=4 | rows=[104] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H105 | value='ü' | fill=4 | rows=[104] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B106 | value='GAS CHARGES' | fill=4 | rows=[105] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C106 | value='CHECKCARD 1216 DYSART'S CITGO TRAVEL S ORONO ME 24610436353004135902610 CKCD 5542 4135751004561526' | fill=4 | rows=[105] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D106 | value='100' | fill=4 | rows=[105] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G106 | value='9221.37' | fill=4 | rows=[105] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H106 | value='ü' | fill=4 | rows=[105] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B107 | value='GAS CHARGES' | fill=00000000 | rows=[106] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C107 | value='CHECKCARD 1216 BUDGET GAS & GARAGE MANCHESTER NH 24299106352002371403093 CKCD 5541 4256470000170017' | fill=00000000 | rows=[106] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D107 | value='57' | fill=00000000 | rows=[106] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G107 | value='9164.37' | fill=4 | rows=[106] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H107 | value='ü' | fill=4 | rows=[106] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B108 | value='TRAVEL EXPENSES' | fill=4 | rows=[107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C108 | value='CHECKCARD 1217 DAYS INN SHREWBURY SHREWSBURY MA 24071056353987182004363 CKCD 3510 4256470000170017' | fill=4 | rows=[107] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D108 | value='274.64' | fill=4 | rows=[107] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G108 | value='8889.73' | fill=4 | rows=[107] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H108 | value='ü' | fill=4 | rows=[107] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B109 | value='OFFICE EXPENSES' | fill=00000000 | rows=[108] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C109 | value='CHECKCARD 1216 CASA VALLARTA NORTHBOROUGH MA 24224436352104015414873 CKCD 5812 4256470000170017' | fill=00000000 | rows=[108] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D109 | value='39.25' | fill=00000000 | rows=[108] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G109 | value='8850.48' | fill=4 | rows=[108] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H109 | value='ü' | fill=4 | rows=[108] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B110 | value='GAS CHARGES' | fill=4 | rows=[109] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C110 | value='CHECKCARD 1217 SUNOCO 0980600100 MARLBOROUGH MA 24231686353889353616309 CKCD 5542 4256470000170009' | fill=4 | rows=[109] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D110 | value='100' | fill=4 | rows=[109] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G110 | value='8750.48' | fill=4 | rows=[109] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H110 | value='ü' | fill=4 | rows=[109] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B111 | value='TRUCK EXPENSES' | fill=00000000 | rows=[110] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C111 | value='CHECKCARD 1217 495 TRUCK CENTER MARLBOROUGH MA 24777166353900010500019 CKCD 5511 4256470000170009' | fill=00000000 | rows=[110] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D111 | value='45.24' | fill=00000000 | rows=[110] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G111 | value='8705.24' | fill=4 | rows=[110] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H111 | value='ü' | fill=4 | rows=[110] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B112 | value='GAS CHARGES' | fill=4 | rows=[111] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C112 | value='SUNOCO 0980600 12/17 #000345135 PURCHASE SUNOCO 09806001 MARLBOROUGH MA CKCD 5542 4256470000170009' | fill=4 | rows=[111] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D112 | value='34.02' | fill=4 | rows=[111] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G112 | value='8671.22' | fill=4 | rows=[111] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H112 | value='ü' | fill=4 | rows=[111] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B113 | value='GAS CHARGES' | fill=00000000 | rows=[112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C113 | value='SUNOCO 0980600 12/17 #000388706 PURCHASE SUNOCO 09806001 MARLBOROUGH MA CKCD 5542 4256470000170009' | fill=00000000 | rows=[112] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D113 | value='23.84' | fill=00000000 | rows=[112] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G113 | value='8647.38' | fill=4 | rows=[112] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H113 | value='ü' | fill=4 | rows=[112] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B114 | value='ENTERPRISE RENTALS' | fill=4 | rows=[113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C114 | value='CHECKCARD 1217 ENTERPRISE RENT-A-CAR EDISON NJ 24164076353018535163643 CKCD 3405 4135751004821839' | fill=4 | rows=[113] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D114 | value='1041.46' | fill=4 | rows=[113] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G114 | value='7605.92' | fill=4 | rows=[113] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H114 | value='ü' | fill=4 | rows=[113] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B115 | value='ENTERPRISE CHARGES' | fill=00000000 | rows=[114] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C115 | value='CHECKCARD 1217 ENTERPRISE RENT-A-CAR EDISON NJ 24164076353018535163650 CKCD 3405 4135751004821839' | fill=00000000 | rows=[114] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D115 | value='1047' | fill=00000000 | rows=[114] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G115 | value='6558.92' | fill=4 | rows=[114] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B116 | value='GAS CHARGES' | fill=4 | rows=[115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C116 | value='CHECKCARD 1217 SHELL OIL 57544283104 MARLBOROUGH MA 24316056353548938042894 CKCD 5542 4256470000170009' | fill=4 | rows=[115] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D116 | value='50.2' | fill=4 | rows=[115] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G116 | value='6508.72' | fill=4 | rows=[115] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B117 | value='GAS CHARGES' | fill=00000000 | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C117 | value='CHECKCARD 1217 EXXONMOBIL 97441372 BROCKTON MA 24164056353837009849367 CKCD 5541 4256470000170017' | fill=00000000 | rows=[116] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D117 | value='58.75' | fill=00000000 | rows=[116] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G117 | value='6449.97' | fill=4 | rows=[116] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B118 | value='GAS CHARGES' | fill=4 | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C118 | value='CHECKCARD 1218 BP#2434074507 BAYWAY PE ELIZABETH NJ 24122546354740354570358 CKCD 5542 4256470000170009' | fill=4 | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D118 | value='45.92' | fill=4 | rows=[117] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G118 | value='6404.05' | fill=4 | rows=[117] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B119 | value='PAYROLL' | fill=00000000 | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C119 | value='Check 1029' | fill=00000000 | rows=[118] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D119 | value='750' | fill=00000000 | rows=[118] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E119 | value='Check 1029' | fill=00000000 | rows=[118] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G119 | value='5654.05' | fill=4 | rows=[118] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B120 | value='PAYROLL' | fill=4 | rows=[119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C120 | value='Check 1031' | fill=4 | rows=[119] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D120 | value='2685' | fill=4 | rows=[119] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E120 | value='Check 1031' | fill=4 | rows=[119] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G120 | value='2969.05' | fill=4 | rows=[119] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B121 | value='PAYROLL' | fill=00000000 | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C121 | value='Check 1032' | fill=00000000 | rows=[120] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D121 | value='580' | fill=00000000 | rows=[120] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E121 | value='Check 1032' | fill=00000000 | rows=[120] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G121 | value='2389.05' | fill=4 | rows=[120] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B122 | value='PAYROLL' | fill=4 | rows=[121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C122 | value='Check 1033' | fill=4 | rows=[121] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D122 | value='840' | fill=4 | rows=[121] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E122 | value='Check 1033' | fill=4 | rows=[121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G122 | value='1549.05' | fill=4 | rows=[121] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B123 | value='BANK FEES' | fill=00000000 | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C123 | value='Wire Transfer Fee' | fill=00000000 | rows=[122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D123 | value='15' | fill=00000000 | rows=[122] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G123 | value='1534.05' | fill=4 | rows=[122] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B124 | value='BANK FEES' | fill=4 | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C124 | value='Wire Transfer Fee' | fill=4 | rows=[123] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D124 | value='15' | fill=4 | rows=[123] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G124 | value='1519.05' | fill=4 | rows=[123] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A125 | value='2016-12-20 00:00:00' | fill=00000000 | rows=[124, 125, 126, 127, 128, 129] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B125 | value='DEPOSITS' | fill=00000000 | rows=[124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C125 | value='WIRE TYPE:BOOK IN DATE:161220 TIME:1107 ET TRN:2016122000268159 SNDR REF:16CK90620CAI2563 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=00000000 | rows=[124] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D125 | value='0' | fill=00000000 | rows=[124] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F125 | value='5000' | fill=00000000 | rows=[124] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G125 | value='6519.05' | fill=4 | rows=[124] | cols=[6] | col_header=False | row_header=False | metadata=False
