=== environment-table25.xlsx ===
Cell A1 | value='Table 9 Scientific procedures (toxicology) by species of animal and toxicological purpose, page 1 of 4' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell P42 | value='-' | fill=47 | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='-' | fill=47 | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='26' | fill=47 | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='0' | fill=47 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='109' | fill=47 | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A43 | value='Squirrel, owl, spider monkey' | fill=00000000 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='0' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='-' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='-' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='-' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='-' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='-' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='-' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='-' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='Squirrel, owl, spider monkey' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='-' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='-' | fill=00000000 | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='-' | fill=00000000 | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='-' | fill=00000000 | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='-' | fill=00000000 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='-' | fill=00000000 | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='-' | fill=00000000 | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='-' | fill=00000000 | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='-' | fill=00000000 | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='0' | fill=00000000 | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A44 | value='Other New World monkey' | fill=47 | rows=[43] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B44 | value='0' | fill=47 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='-' | fill=47 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='-' | fill=47 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='-' | fill=47 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='-' | fill=47 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='-' | fill=47 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='-' | fill=47 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='-' | fill=47 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='Other New World monkey' | fill=47 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='-' | fill=47 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='-' | fill=47 | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='-' | fill=47 | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N44 | value='-' | fill=47 | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='-' | fill=47 | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P44 | value='-' | fill=47 | rows=[43] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q44 | value='-' | fill=47 | rows=[43] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R44 | value='-' | fill=47 | rows=[43] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S44 | value='-' | fill=47 | rows=[43] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T44 | value='0' | fill=47 | rows=[43] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A45 | value='Old World monkey' | fill=00000000 | rows=[44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell J45 | value='Old World monkey' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A46 | value='Macaque' | fill=47 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='0' | fill=47 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='-' | fill=47 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='-' | fill=47 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='-' | fill=47 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='-' | fill=47 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='-' | fill=47 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='-' | fill=47 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='-' | fill=47 | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='Macaque' | fill=47 | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='877' | fill=47 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L46 | value='-' | fill=47 | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M46 | value='-' | fill=47 | rows=[45] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N46 | value='357' | fill=47 | rows=[45] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O46 | value='-' | fill=47 | rows=[45] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P46 | value='-' | fill=47 | rows=[45] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q46 | value='-' | fill=47 | rows=[45] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R46 | value='324' | fill=47 | rows=[45] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S46 | value='-' | fill=47 | rows=[45] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T46 | value='1558' | fill=47 | rows=[45] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A47 | value='Baboon' | fill=00000000 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B47 | value='0' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='-' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='-' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='-' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='-' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='-' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='-' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='-' | fill=00000000 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J47 | value='Baboon' | fill=00000000 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='-' | fill=00000000 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L47 | value='-' | fill=00000000 | rows=[46] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M47 | value='-' | fill=00000000 | rows=[46] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N47 | value='-' | fill=00000000 | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O47 | value='-' | fill=00000000 | rows=[46] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P47 | value='-' | fill=00000000 | rows=[46] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q47 | value='-' | fill=00000000 | rows=[46] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R47 | value='-' | fill=00000000 | rows=[46] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S47 | value='-' | fill=00000000 | rows=[46] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T47 | value='0' | fill=00000000 | rows=[46] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A48 | value='Other Old World monkey' | fill=47 | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B48 | value='0' | fill=47 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='-' | fill=47 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='-' | fill=47 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='-' | fill=47 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='-' | fill=47 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='-' | fill=47 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='-' | fill=47 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='-' | fill=47 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='Other Old World monkey' | fill=47 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='-' | fill=47 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='-' | fill=47 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='-' | fill=47 | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='-' | fill=47 | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='-' | fill=47 | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='-' | fill=47 | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='-' | fill=47 | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R48 | value='-' | fill=47 | rows=[47] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S48 | value='-' | fill=47 | rows=[47] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T48 | value='0' | fill=47 | rows=[47] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A49 | value='Ape' | fill=00000000 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell J49 | value='Ape' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A50 | value='Gibbon' | fill=47 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B50 | value='0' | fill=47 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='-' | fill=47 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='-' | fill=47 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='-' | fill=47 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='-' | fill=47 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='-' | fill=47 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='-' | fill=47 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='-' | fill=47 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='Gibbon' | fill=47 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='-' | fill=47 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='-' | fill=47 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='-' | fill=47 | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='-' | fill=47 | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='-' | fill=47 | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='-' | fill=47 | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='-' | fill=47 | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R50 | value='-' | fill=47 | rows=[49] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S50 | value='-' | fill=47 | rows=[49] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T50 | value='0' | fill=47 | rows=[49] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A51 | value='Great Ape' | fill=00000000 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B51 | value='0' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='-' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='-' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='-' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='-' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='-' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='-' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='-' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='Great Ape' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='-' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='-' | fill=00000000 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='-' | fill=00000000 | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='-' | fill=00000000 | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='-' | fill=00000000 | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P51 | value='-' | fill=00000000 | rows=[50] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q51 | value='-' | fill=00000000 | rows=[50] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R51 | value='-' | fill=00000000 | rows=[50] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S51 | value='-' | fill=00000000 | rows=[50] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T51 | value='0' | fill=00000000 | rows=[50] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A52 | value='Other mammal' | fill=47 | rows=[51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B52 | value='0' | fill=47 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='-' | fill=47 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='-' | fill=47 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='-' | fill=47 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='-' | fill=47 | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='-' | fill=47 | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='-' | fill=47 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='-' | fill=47 | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='Other mammal' | fill=47 | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='0' | fill=47 | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L52 | value='-' | fill=47 | rows=[51] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M52 | value='-' | fill=47 | rows=[51] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N52 | value='-' | fill=47 | rows=[51] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O52 | value='-' | fill=47 | rows=[51] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P52 | value='-' | fill=47 | rows=[51] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q52 | value='-' | fill=47 | rows=[51] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R52 | value='-' | fill=47 | rows=[51] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S52 | value='-' | fill=47 | rows=[51] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T52 | value='0' | fill=47 | rows=[51] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A53 | value='Bird' | fill=00000000 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell J53 | value='Bird' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A54 | value='Domestic fowl (Gallus domesticus)' | fill=47 | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B54 | value='0' | fill=47 | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='235' | fill=47 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='-' | fill=47 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='-' | fill=47 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='-' | fill=47 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='-' | fill=47 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='-' | fill=47 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='-' | fill=47 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='Domestic fowl (Gallus domesticus)' | fill=47 | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='1997' | fill=47 | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='9091' | fill=47 | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M54 | value='909' | fill=47 | rows=[53] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N54 | value='30' | fill=47 | rows=[53] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O54 | value='-' | fill=47 | rows=[53] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P54 | value='-' | fill=47 | rows=[53] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q54 | value='-' | fill=47 | rows=[53] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R54 | value='261' | fill=47 | rows=[53] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S54 | value='0' | fill=47 | rows=[53] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T54 | value='12523' | fill=47 | rows=[53] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A55 | value='Turkey' | fill=00000000 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B55 | value='0' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='64' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='-' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='-' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='-' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='-' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='-' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='-' | fill=00000000 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='Turkey' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='1187' | fill=00000000 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L55 | value='677' | fill=00000000 | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M55 | value='-' | fill=00000000 | rows=[54] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N55 | value='-' | fill=00000000 | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='-' | fill=00000000 | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P55 | value='-' | fill=00000000 | rows=[54] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q55 | value='-' | fill=00000000 | rows=[54] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R55 | value='3' | fill=00000000 | rows=[54] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S55 | value='-' | fill=00000000 | rows=[54] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T55 | value='1931' | fill=00000000 | rows=[54] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A56 | value='Quail (Coturnix coturnix)' | fill=47 | rows=[55] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B56 | value='0' | fill=47 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='-' | fill=47 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D56 | value='-' | fill=47 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E56 | value='-' | fill=47 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F56 | value='-' | fill=47 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G56 | value='-' | fill=47 | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='-' | fill=47 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='-' | fill=47 | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='Quail (Coturnix coturnix)' | fill=47 | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='-' | fill=47 | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L56 | value='-' | fill=47 | rows=[55] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M56 | value='-' | fill=47 | rows=[55] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N56 | value='-' | fill=47 | rows=[55] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O56 | value='-' | fill=47 | rows=[55] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P56 | value='-' | fill=47 | rows=[55] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q56 | value='-' | fill=47 | rows=[55] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R56 | value='-' | fill=47 | rows=[55] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S56 | value='-' | fill=47 | rows=[55] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T56 | value='0' | fill=47 | rows=[55] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A57 | value='Quail (spp,other than Coturnix coturnix)' | fill=00000000 | rows=[56] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B57 | value='0' | fill=00000000 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='752' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='-' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E57 | value='-' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='-' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='-' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='-' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='-' | fill=00000000 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='Quail (spp,other than Coturnix coturnix)' | fill=00000000 | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='-' | fill=00000000 | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L57 | value='-' | fill=00000000 | rows=[56] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M57 | value='-' | fill=00000000 | rows=[56] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N57 | value='-' | fill=00000000 | rows=[56] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O57 | value='-' | fill=00000000 | rows=[56] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P57 | value='-' | fill=00000000 | rows=[56] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q57 | value='-' | fill=00000000 | rows=[56] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R57 | value='-' | fill=00000000 | rows=[56] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S57 | value='-' | fill=00000000 | rows=[56] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T57 | value='752' | fill=00000000 | rows=[56] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A58 | value='Other bird' | fill=47 | rows=[57] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B58 | value='64' | fill=47 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C58 | value='382' | fill=47 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D58 | value='-' | fill=47 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E58 | value='-' | fill=47 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F58 | value='-' | fill=47 | rows=[57] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G58 | value='-' | fill=47 | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H58 | value='-' | fill=47 | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I58 | value='-' | fill=47 | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J58 | value='Other bird' | fill=47 | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K58 | value='-' | fill=47 | rows=[57] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L58 | value='-' | fill=47 | rows=[57] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M58 | value='-' | fill=47 | rows=[57] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N58 | value='-' | fill=47 | rows=[57] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O58 | value='-' | fill=47 | rows=[57] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P58 | value='-' | fill=47 | rows=[57] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q58 | value='-' | fill=47 | rows=[57] | cols=[16] | col_header=False | row_header=False | metadata=False
