=== economy-table27.xlsx ===
Cell B1 | value='Quarterly National Accounts (for 'Developer API')' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell H107 | value='355627.3' | fill=00000000 | rows=[106] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B108 | value='·  ·  Final consumption expenditure, General government' | fill=FFE2F2FB | rows=[107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C108 | value='Millions, US dollar' | fill=FFE2F2FB | rows=[107] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E108 | value='140355.7' | fill=00000000 | rows=[107] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F108 | value='140876.8' | fill=00000000 | rows=[107] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G108 | value='143845.8' | fill=00000000 | rows=[107] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H108 | value='144959.1' | fill=00000000 | rows=[107] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B109 | value='·  Gross capital formation' | fill=FFE2F2FB | rows=[108] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B110 | value='·  ·  Gross fixed capital formation, Total economy' | fill=FFE2F2FB | rows=[109] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C110 | value='Millions, US dollar' | fill=FFE2F2FB | rows=[109] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E110 | value='165543.7' | fill=00000000 | rows=[109] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F110 | value='166756.2' | fill=00000000 | rows=[109] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G110 | value='165072.6' | fill=00000000 | rows=[109] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H110 | value='164134.8' | fill=00000000 | rows=[109] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B111 | value='·  External balance of goods and services' | fill=FFE2F2FB | rows=[110] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B112 | value='·  ·  Exports of goods and services, Total economy' | fill=FFE2F2FB | rows=[111] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C112 | value='Millions, US dollar' | fill=FFE2F2FB | rows=[111] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E112 | value='391447.7' | fill=00000000 | rows=[111] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F112 | value='391232.4' | fill=00000000 | rows=[111] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G112 | value='394047' | fill=00000000 | rows=[111] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H112 | value='390473.3' | fill=00000000 | rows=[111] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B113 | value='·  ·  Imports of goods and services, Total economy' | fill=FFE2F2FB | rows=[112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C113 | value='Millions, US dollar' | fill=FFE2F2FB | rows=[112] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E113 | value='375312.5' | fill=00000000 | rows=[112] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F113 | value='367293.5' | fill=00000000 | rows=[112] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G113 | value='359485.6' | fill=00000000 | rows=[112] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H113 | value='362223.9' | fill=00000000 | rows=[112] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B114 | value='Adjustment: Calendar and seasonally adjusted' | fill=00000000 | rows=[113] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B115 | value='Unit of measure: US dollars per person, PPP converted' | fill=00000000 | rows=[114] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B116 | value='Price base: Chain linked volume (rebased)' | fill=00000000 | rows=[115] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B117 | value='Transformation: Annual levels' | fill=00000000 | rows=[116] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B118 | value='Gross domestic product, per capita, Total economy' | fill=FFE2F2FB | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C118 | value='2020, Units, US dollar' | fill=FFE2F2FB | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E118 | value='62321.3' | fill=00000000 | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F118 | value='61876.9' | fill=00000000 | rows=[117] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G118 | value='61934' | fill=00000000 | rows=[117] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H118 | value='61838.3' | fill=00000000 | rows=[117] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B119 | value='Adjustment: Calendar and seasonally adjusted' | fill=00000000 | rows=[118] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B120 | value='Unit of measure: US dollars per person, PPP converted' | fill=00000000 | rows=[119] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B121 | value='Price base: Current prices' | fill=00000000 | rows=[120] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B122 | value='Transformation: Annual levels' | fill=00000000 | rows=[121] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B123 | value='Gross domestic product, per capita, Total economy' | fill=FFE2F2FB | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C123 | value='Units, US dollar' | fill=FFE2F2FB | rows=[122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E123 | value='73443' | fill=00000000 | rows=[122] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F123 | value='73281.8' | fill=00000000 | rows=[122] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G123 | value='73485' | fill=00000000 | rows=[122] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H123 | value='73811.3' | fill=00000000 | rows=[122] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B124 | value='Adjustment: Calendar and seasonally adjusted' | fill=00000000 | rows=[123] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B125 | value='Unit of measure: National currency per US dollar' | fill=00000000 | rows=[124] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B126 | value='Price base: Current prices' | fill=00000000 | rows=[125] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B127 | value='Transformation: Non transformed data' | fill=00000000 | rows=[126] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B128 | value='Purchasing Power Parities for GDP, Total economy' | fill=FFE2F2FB | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C128 | value='Units, Euro' | fill=FFE2F2FB | rows=[127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E128 | value='0.70686' | fill=00000000 | rows=[127] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F128 | value='0.7075' | fill=00000000 | rows=[127] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G128 | value='0.70847' | fill=00000000 | rows=[127] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H128 | value='0.7099' | fill=00000000 | rows=[127] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B129 | value='Adjustment: Calendar and seasonally adjusted' | fill=00000000 | rows=[128] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B130 | value='Unit of measure: Percentage change' | fill=00000000 | rows=[129] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B131 | value='Price base: Chain linked volume' | fill=00000000 | rows=[130] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B132 | value='Transformation: Growth rate, period on period' | fill=00000000 | rows=[131] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B133 | value='Gross domestic product, Total economy' | fill=FFE2F2FB | rows=[132] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C133 | value='Units' | fill=FFE2F2FB | rows=[132] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E133 | value='-0.790178768' | fill=00000000 | rows=[132] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F133 | value='-0.533776838' | fill=00000000 | rows=[132] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G133 | value='0.211236887' | fill=00000000 | rows=[132] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H133 | value='-0.040377347' | fill=00000000 | rows=[132] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I133 | value='0.263682067' | fill=00000000 | rows=[132] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B134 | value='·  Final consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[133] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B135 | value='·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)' | fill=FFE2F2FB | rows=[134] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C135 | value='Units' | fill=FFE2F2FB | rows=[134] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E135 | value='-0.471549988' | fill=00000000 | rows=[134] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F135 | value='-0.201330466' | fill=00000000 | rows=[134] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G135 | value='0.328185667' | fill=00000000 | rows=[134] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H135 | value='-0.614361393' | fill=00000000 | rows=[134] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I135 | value='0.469971515' | fill=00000000 | rows=[134] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B136 | value='·  ·  Final consumption expenditure, General government' | fill=FFE2F2FB | rows=[135] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C136 | value='Units' | fill=FFE2F2FB | rows=[135] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E136 | value='0.900790877' | fill=00000000 | rows=[135] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F136 | value='-1.618629187' | fill=00000000 | rows=[135] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G136 | value='1.04986717' | fill=00000000 | rows=[135] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H136 | value='-0.21066984' | fill=00000000 | rows=[135] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I136 | value='0.457150645' | fill=00000000 | rows=[135] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B137 | value='·  Gross capital formation' | fill=FFE2F2FB | rows=[136] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B138 | value='·  ·  Gross fixed capital formation, Total economy' | fill=FFE2F2FB | rows=[137] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C138 | value='Units' | fill=FFE2F2FB | rows=[137] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E138 | value='-1.833738169' | fill=00000000 | rows=[137] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F138 | value='0.172410898' | fill=00000000 | rows=[137] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G138 | value='-1.879563354' | fill=00000000 | rows=[137] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H138 | value='-0.65092272' | fill=00000000 | rows=[137] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I138 | value='-0.346839568' | fill=00000000 | rows=[137] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B139 | value='·  External balance of goods and services' | fill=FFE2F2FB | rows=[138] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B140 | value='·  ·  Exports of goods and services, Total economy' | fill=FFE2F2FB | rows=[139] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C140 | value='Units' | fill=FFE2F2FB | rows=[139] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E140 | value='-1.844471283' | fill=00000000 | rows=[139] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F140 | value='-0.552533784' | fill=00000000 | rows=[139] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G140 | value='0.088614688' | fill=00000000 | rows=[139] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H140 | value='-1.007786389' | fill=00000000 | rows=[139] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I140 | value='1.162698018' | fill=00000000 | rows=[139] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B141 | value='·  ·  Imports of goods and services, Total economy' | fill=FFE2F2FB | rows=[140] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C141 | value='Units' | fill=FFE2F2FB | rows=[140] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E141 | value='-2.573125521' | fill=00000000 | rows=[140] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F141 | value='-2.910087587' | fill=00000000 | rows=[140] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G141 | value='-0.043207626' | fill=00000000 | rows=[140] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H141 | value='-0.466112979' | fill=00000000 | rows=[140] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I141 | value='1.656540539' | fill=00000000 | rows=[140] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B142 | value='Adjustment: Calendar and seasonally adjusted' | fill=00000000 | rows=[141] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B143 | value='Unit of measure: Percentage change' | fill=00000000 | rows=[142] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B144 | value='Price base: Chain linked volume' | fill=00000000 | rows=[143] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B145 | value='Transformation: Cumulative growth rate since base period' | fill=00000000 | rows=[144] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B146 | value='Gross domestic product, Total economy' | fill=FFE2F2FB | rows=[145] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C146 | value='2019-Q4, Units' | fill=FFE2F2FB | rows=[145] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E146 | value='2.432038628' | fill=00000000 | rows=[145] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F146 | value='1.885280131' | fill=00000000 | rows=[145] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G146 | value='2.100499425' | fill=00000000 | rows=[145] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H146 | value='2.059273952' | fill=00000000 | rows=[145] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I146 | value='2.328385955' | fill=00000000 | rows=[145] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B147 | value='·  Final consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[146] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B148 | value='·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)' | fill=FFE2F2FB | rows=[147] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C148 | value='2019-Q4, Units' | fill=FFE2F2FB | rows=[147] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E148 | value='1.809325707' | fill=00000000 | rows=[147] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F148 | value='1.604352516' | fill=00000000 | rows=[147] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G148 | value='1.937803438' | fill=00000000 | rows=[147] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H148 | value='1.311536929' | fill=00000000 | rows=[147] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I148 | value='1.787672294' | fill=00000000 | rows=[147] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B149 | value='·  ·  Final consumption expenditure, General government' | fill=FFE2F2FB | rows=[148] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C149 | value='2019-Q4, Units' | fill=FFE2F2FB | rows=[148] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E149 | value='9.367769146' | fill=00000000 | rows=[148] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F149 | value='7.597510513' | fill=00000000 | rows=[148] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G149 | value='8.727141452' | fill=00000000 | rows=[148] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H149 | value='8.498086156' | fill=00000000 | rows=[148] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I149 | value='8.994085857' | fill=00000000 | rows=[148] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B150 | value='·  Gross capital formation' | fill=FFE2F2FB | rows=[149] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B151 | value='·  ·  Gross fixed capital formation, Total economy' | fill=FFE2F2FB | rows=[150] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C151 | value='2019-Q4, Units' | fill=FFE2F2FB | rows=[150] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E151 | value='-0.770744066' | fill=00000000 | rows=[150] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F151 | value='-0.599662015' | fill=00000000 | rows=[150] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G151 | value='-2.467954342' | fill=00000000 | rows=[150] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H151 | value='-3.102812586' | fill=00000000 | rows=[150] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I151 | value='-3.438890373' | fill=00000000 | rows=[150] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B152 | value='·  External balance of goods and services' | fill=FFE2F2FB | rows=[151] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B153 | value='·  ·  Exports of goods and services, Total economy' | fill=FFE2F2FB | rows=[152] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C153 | value='2019-Q4, Units' | fill=FFE2F2FB | rows=[152] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E153 | value='6.596221128' | fill=00000000 | rows=[152] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F153 | value='6.007240994' | fill=00000000 | rows=[152] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G153 | value='6.10117898' | fill=00000000 | rows=[152] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H153 | value='5.03190574' | fill=00000000 | rows=[152] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I153 | value='6.253109626' | fill=00000000 | rows=[152] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B154 | value='·  ·  Imports of goods and services, Total economy' | fill=FFE2F2FB | rows=[153] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C154 | value='2019-Q4, Units' | fill=FFE2F2FB | rows=[153] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E154 | value='6.016345289' | fill=00000000 | rows=[153] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F154 | value='2.931176785' | fill=00000000 | rows=[153] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G154 | value='2.8867026669999998' | fill=00000000 | rows=[153] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H154 | value='2.407134393' | fill=00000000 | rows=[153] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I154 | value='4.103550088' | fill=00000000 | rows=[153] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B155 | value='Adjustment: Calendar and seasonally adjusted' | fill=00000000 | rows=[154] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B156 | value='Unit of measure: Percentage change' | fill=00000000 | rows=[155] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B157 | value='Price base: Chain linked volume' | fill=00000000 | rows=[156] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B158 | value='Transformation: Growth rate, over 1 year' | fill=00000000 | rows=[157] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B159 | value='Gross domestic product, Total economy' | fill=FFE2F2FB | rows=[158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C159 | value='Units' | fill=FFE2F2FB | rows=[158] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E159 | value='-1.848269864' | fill=00000000 | rows=[158] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F159 | value='-2.351116392' | fill=00000000 | rows=[158] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G159 | value='-1.519377189' | fill=00000000 | rows=[158] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H159 | value='-1.151217339' | fill=00000000 | rows=[158] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I159 | value='-0.101191653' | fill=00000000 | rows=[158] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B160 | value='·  Final consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B161 | value='·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)' | fill=FFE2F2FB | rows=[160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C161 | value='Units' | fill=FFE2F2FB | rows=[160] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E161 | value='0.114836254' | fill=00000000 | rows=[160] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F161 | value='-1.24559401' | fill=00000000 | rows=[160] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G161 | value='-0.06225099' | fill=00000000 | rows=[160] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H161 | value='-0.958186601' | fill=00000000 | rows=[160] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I161 | value='-0.021268594' | fill=00000000 | rows=[160] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B162 | value='·  ·  Final consumption expenditure, General government' | fill=FFE2F2FB | rows=[161] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C162 | value='Units' | fill=FFE2F2FB | rows=[161] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E162 | value='2.752089412' | fill=00000000 | rows=[161] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F162 | value='-0.539993765' | fill=00000000 | rows=[161] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G162 | value='0.660675298' | fill=00000000 | rows=[161] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H162 | value='0.098436562' | fill=00000000 | rows=[161] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I162 | value='-0.341675881' | fill=00000000 | rows=[161] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B163 | value='·  Gross capital formation' | fill=FFE2F2FB | rows=[162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B164 | value='·  ·  Gross fixed capital formation, Total economy' | fill=FFE2F2FB | rows=[163] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C164 | value='Units' | fill=FFE2F2FB | rows=[163] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E164 | value='-4.089502575' | fill=00000000 | rows=[163] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F164 | value='-4.007913771' | fill=00000000 | rows=[163] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G164 | value='-4.979454901' | fill=00000000 | rows=[163] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H164 | value='-4.140824389' | fill=00000000 | rows=[163] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I164 | value='-2.688870618' | fill=00000000 | rows=[163] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B165 | value='·  External balance of goods and services' | fill=FFE2F2FB | rows=[164] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B166 | value='·  ·  Exports of goods and services, Total economy' | fill=FFE2F2FB | rows=[165] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C166 | value='Units' | fill=FFE2F2FB | rows=[165] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E166 | value='-2.870175344' | fill=00000000 | rows=[165] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F166 | value='-4.253207603' | fill=00000000 | rows=[165] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G166 | value='-5.184976197' | fill=00000000 | rows=[165] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H166 | value='-3.284918255' | fill=00000000 | rows=[165] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I166 | value='-0.321879611' | fill=00000000 | rows=[165] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B167 | value='·  ·  Imports of goods and services, Total economy' | fill=FFE2F2FB | rows=[166] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C167 | value='Units' | fill=FFE2F2FB | rows=[166] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E167 | value='-4.626067662' | fill=00000000 | rows=[166] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F167 | value='-8.127080964' | fill=00000000 | rows=[166] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G167 | value='-6.066070519' | fill=00000000 | rows=[166] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H167 | value='-5.889917247' | fill=00000000 | rows=[166] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I167 | value='-1.804245558' | fill=00000000 | rows=[166] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B168 | value='Adjustment: Calendar and seasonally adjusted' | fill=00000000 | rows=[167] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B169 | value='Unit of measure: Index' | fill=00000000 | rows=[168] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B170 | value='Price base: Chain linked volume (rebased)' | fill=00000000 | rows=[169] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B171 | value='Transformation: Non transformed data' | fill=00000000 | rows=[170] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B172 | value='Gross domestic product, Total economy' | fill=FFE2F2FB | rows=[171] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C172 | value='2020, Units' | fill=FFE2F2FB | rows=[171] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E172 | value='109.115640936' | fill=00000000 | rows=[171] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F172 | value='108.533206918' | fill=00000000 | rows=[171] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G172 | value='108.762469086' | fill=00000000 | rows=[171] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H172 | value='108.718553686' | fill=00000000 | rows=[171] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I172 | value='109.005225016' | fill=00000000 | rows=[171] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B173 | value='·  Final consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B174 | value='·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)' | fill=FFE2F2FB | rows=[173] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C174 | value='2020, Units' | fill=FFE2F2FB | rows=[173] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E174 | value='109.814846613' | fill=00000000 | rows=[173] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F174 | value='109.593755871' | fill=00000000 | rows=[173] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G174 | value='109.95342687' | fill=00000000 | rows=[173] | cols=[6] | col_header=False | row_header=False | metadata=False
