=== economy-table29.xlsx ===
Cell B1 | value='Fossil Fuel Support - China' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell B171 | value='Circular of the State Administration of Taxation on Exemption of Consumption Tax on Self-use Oils Produced by Refined Oil Production Enterprises' | fill=FFE2F2FB | rows=[170] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C171 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[170] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D171 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[170] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E171 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[170] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F171 | value='Total economy' | fill=FFE2F2FB | rows=[170] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B172 | value='Circular of the State Administration of Taxation on Exemption of Consumption Tax on Self-use Oils Produced by Refined Oil Production Enterprises' | fill=FFE2F2FB | rows=[171] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C172 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[171] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D172 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[171] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E172 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[171] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F172 | value='·  General government' | fill=FFE2F2FB | rows=[171] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B173 | value='Circular of the State Administration of Taxation on Exemption of Consumption Tax on Self-use Oils Produced by Refined Oil Production Enterprises' | fill=FFE2F2FB | rows=[172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C173 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[172] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D173 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[172] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E173 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[172] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F173 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[172] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H173 | value='..' | fill=00000000 | rows=[172] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I173 | value='..' | fill=00000000 | rows=[172] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J173 | value='..' | fill=00000000 | rows=[172] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K173 | value='..' | fill=00000000 | rows=[172] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L173 | value='..' | fill=00000000 | rows=[172] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M173 | value='..' | fill=00000000 | rows=[172] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N173 | value='..' | fill=00000000 | rows=[172] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O173 | value='..' | fill=00000000 | rows=[172] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P173 | value='..' | fill=00000000 | rows=[172] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q173 | value='..' | fill=00000000 | rows=[172] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R173 | value='..' | fill=00000000 | rows=[172] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S173 | value='..' | fill=00000000 | rows=[172] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T173 | value='..' | fill=00000000 | rows=[172] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U173 | value='..' | fill=00000000 | rows=[172] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B174 | value='Plan to Fully Implement Ultra-Low Emission and Energy-Saving Transformation for Coal-Fired Power Plants' | fill=FFE2F2FB | rows=[173] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C174 | value='Total' | fill=FFE2F2FB | rows=[173] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B175 | value='Plan to Fully Implement Ultra-Low Emission and Energy-Saving Transformation for Coal-Fired Power Plants' | fill=FFE2F2FB | rows=[174] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C175 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[174] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B176 | value='Plan to Fully Implement Ultra-Low Emission and Energy-Saving Transformation for Coal-Fired Power Plants' | fill=FFE2F2FB | rows=[175] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C176 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[175] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D176 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[175] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E176 | value='Coal' | fill=FFE2F2FB | rows=[175] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B177 | value='Plan to Fully Implement Ultra-Low Emission and Energy-Saving Transformation for Coal-Fired Power Plants' | fill=FFE2F2FB | rows=[176] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C177 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[176] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D177 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[176] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E177 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[176] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F177 | value='Total economy' | fill=FFE2F2FB | rows=[176] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B178 | value='Plan to Fully Implement Ultra-Low Emission and Energy-Saving Transformation for Coal-Fired Power Plants' | fill=FFE2F2FB | rows=[177] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C178 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[177] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D178 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[177] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E178 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[177] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F178 | value='·  General government' | fill=FFE2F2FB | rows=[177] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B179 | value='Plan to Fully Implement Ultra-Low Emission and Energy-Saving Transformation for Coal-Fired Power Plants' | fill=FFE2F2FB | rows=[178] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C179 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[178] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D179 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[178] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E179 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[178] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F179 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[178] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H179 | value='..' | fill=00000000 | rows=[178] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I179 | value='..' | fill=00000000 | rows=[178] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J179 | value='..' | fill=00000000 | rows=[178] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K179 | value='..' | fill=00000000 | rows=[178] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L179 | value='..' | fill=00000000 | rows=[178] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M179 | value='..' | fill=00000000 | rows=[178] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N179 | value='..' | fill=00000000 | rows=[178] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O179 | value='..' | fill=00000000 | rows=[178] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P179 | value='..' | fill=00000000 | rows=[178] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q179 | value='..' | fill=00000000 | rows=[178] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R179 | value='..' | fill=00000000 | rows=[178] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S179 | value='..' | fill=00000000 | rows=[178] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T179 | value='..' | fill=00000000 | rows=[178] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U179 | value='..' | fill=00000000 | rows=[178] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B180 | value='Support mechanism: Budgetary transfer' | fill=00000000 | rows=[179] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19] | col_header=False | row_header=False | metadata=False
Cell B181 | value='Petroleum Fuels Price Reform Support Programmes (Agricultural)' | fill=FFE2F2FB | rows=[180] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C181 | value='Total' | fill=FFE2F2FB | rows=[180] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B182 | value='Petroleum Fuels Price Reform Support Programmes (Agricultural)' | fill=FFE2F2FB | rows=[181] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C182 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[181] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B183 | value='Petroleum Fuels Price Reform Support Programmes (Agricultural)' | fill=FFE2F2FB | rows=[182] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C183 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[182] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D183 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[182] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E183 | value='Petroleum' | fill=FFE2F2FB | rows=[182] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B184 | value='Petroleum Fuels Price Reform Support Programmes (Agricultural)' | fill=FFE2F2FB | rows=[183] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C184 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[183] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D184 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[183] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E184 | value='·  Motor gasoline excl. biofuels' | fill=FFE2F2FB | rows=[183] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F184 | value='Total economy' | fill=FFE2F2FB | rows=[183] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B185 | value='Petroleum Fuels Price Reform Support Programmes (Agricultural)' | fill=FFE2F2FB | rows=[184] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C185 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[184] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D185 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[184] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E185 | value='·  Motor gasoline excl. biofuels' | fill=FFE2F2FB | rows=[184] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F185 | value='·  General government' | fill=FFE2F2FB | rows=[184] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B186 | value='Petroleum Fuels Price Reform Support Programmes (Agricultural)' | fill=FFE2F2FB | rows=[185] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C186 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[185] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D186 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[185] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E186 | value='·  Motor gasoline excl. biofuels' | fill=FFE2F2FB | rows=[185] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F186 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[185] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H186 | value='19816328821' | fill=00000000 | rows=[185] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I186 | value='34766577876' | fill=00000000 | rows=[185] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J186 | value='50244281530' | fill=00000000 | rows=[185] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K186 | value='47281247879' | fill=00000000 | rows=[185] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L186 | value='35003114406' | fill=00000000 | rows=[185] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M186 | value='35638503691' | fill=00000000 | rows=[185] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N186 | value='31462202615' | fill=00000000 | rows=[185] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O186 | value='35872630476' | fill=00000000 | rows=[185] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P186 | value='35591295236' | fill=00000000 | rows=[185] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q186 | value='29212702172' | fill=00000000 | rows=[185] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R186 | value='20446137335' | fill=00000000 | rows=[185] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S186 | value='10940049497' | fill=00000000 | rows=[185] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T186 | value='13488875380' | fill=00000000 | rows=[185] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U186 | value='16392872617' | fill=00000000 | rows=[185] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B187 | value='Petroleum Fuels Price Reform Support Programmes (Agricultural)' | fill=FFE2F2FB | rows=[186] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C187 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[186] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D187 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[186] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E187 | value='·  Gas/diesel oil excl. biofuels' | fill=FFE2F2FB | rows=[186] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F187 | value='Total economy' | fill=FFE2F2FB | rows=[186] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B188 | value='Petroleum Fuels Price Reform Support Programmes (Agricultural)' | fill=FFE2F2FB | rows=[187] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C188 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[187] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D188 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[187] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E188 | value='·  Gas/diesel oil excl. biofuels' | fill=FFE2F2FB | rows=[187] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F188 | value='·  General government' | fill=FFE2F2FB | rows=[187] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B189 | value='Petroleum Fuels Price Reform Support Programmes (Agricultural)' | fill=FFE2F2FB | rows=[188] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C189 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[188] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D189 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[188] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E189 | value='·  Gas/diesel oil excl. biofuels' | fill=FFE2F2FB | rows=[188] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F189 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[188] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H189 | value='81524671179' | fill=00000000 | rows=[188] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I189 | value='66550422124' | fill=00000000 | rows=[188] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J189 | value='152944000000' | fill=00000000 | rows=[188] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K189 | value='148441000000' | fill=00000000 | rows=[188] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L189 | value='125980000000' | fill=00000000 | rows=[188] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M189 | value='109691000000' | fill=00000000 | rows=[188] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N189 | value='85294797385' | fill=00000000 | rows=[188] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O189 | value='86313369524' | fill=00000000 | rows=[188] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P189 | value='83773704764' | fill=00000000 | rows=[188] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q189 | value='54194297828' | fill=00000000 | rows=[188] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R189 | value='31008862665' | fill=00000000 | rows=[188] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S189 | value='15049950503' | fill=00000000 | rows=[188] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T189 | value='18813346029' | fill=00000000 | rows=[188] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U189 | value='22098503835' | fill=00000000 | rows=[188] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B190 | value='Subsidies for Coal-Heating in Beijing (LOCAL)' | fill=FFE2F2FB | rows=[189] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C190 | value='Total' | fill=FFE2F2FB | rows=[189] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B191 | value='Subsidies for Coal-Heating in Beijing (LOCAL)' | fill=FFE2F2FB | rows=[190] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C191 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[190] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B192 | value='Subsidies for Coal-Heating in Beijing (LOCAL)' | fill=FFE2F2FB | rows=[191] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C192 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[191] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D192 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[191] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E192 | value='Coal' | fill=FFE2F2FB | rows=[191] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B193 | value='Subsidies for Coal-Heating in Beijing (LOCAL)' | fill=FFE2F2FB | rows=[192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C193 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[192] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D193 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[192] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E193 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[192] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F193 | value='Total economy' | fill=FFE2F2FB | rows=[192] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B194 | value='Subsidies for Coal-Heating in Beijing (LOCAL)' | fill=FFE2F2FB | rows=[193] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C194 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[193] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D194 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[193] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E194 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[193] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F194 | value='·  General government' | fill=FFE2F2FB | rows=[193] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B195 | value='Subsidies for Coal-Heating in Beijing (LOCAL)' | fill=FFE2F2FB | rows=[194] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C195 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[194] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D195 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[194] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E195 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[194] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F195 | value='·  ·  Local government' | fill=FFE2F2FB | rows=[194] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H195 | value='26000000' | fill=00000000 | rows=[194] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I195 | value='26000000' | fill=00000000 | rows=[194] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J195 | value='32500000' | fill=00000000 | rows=[194] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K195 | value='..' | fill=00000000 | rows=[194] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L195 | value='..' | fill=00000000 | rows=[194] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M195 | value='..' | fill=00000000 | rows=[194] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N195 | value='..' | fill=00000000 | rows=[194] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O195 | value='..' | fill=00000000 | rows=[194] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P195 | value='..' | fill=00000000 | rows=[194] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q195 | value='..' | fill=00000000 | rows=[194] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R195 | value='..' | fill=00000000 | rows=[194] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S195 | value='..' | fill=00000000 | rows=[194] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T195 | value='..' | fill=00000000 | rows=[194] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U195 | value='..' | fill=00000000 | rows=[194] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B196 | value='Chongqing 2011-12 Coal-Purchase Subsidies for Electricity Producers' | fill=FFE2F2FB | rows=[195] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C196 | value='Total' | fill=FFE2F2FB | rows=[195] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B197 | value='Chongqing 2011-12 Coal-Purchase Subsidies for Electricity Producers' | fill=FFE2F2FB | rows=[196] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C197 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[196] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B198 | value='Chongqing 2011-12 Coal-Purchase Subsidies for Electricity Producers' | fill=FFE2F2FB | rows=[197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C198 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[197] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D198 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[197] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E198 | value='Coal' | fill=FFE2F2FB | rows=[197] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B199 | value='Chongqing 2011-12 Coal-Purchase Subsidies for Electricity Producers' | fill=FFE2F2FB | rows=[198] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C199 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[198] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D199 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[198] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E199 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[198] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F199 | value='Total economy' | fill=FFE2F2FB | rows=[198] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B200 | value='Chongqing 2011-12 Coal-Purchase Subsidies for Electricity Producers' | fill=FFE2F2FB | rows=[199] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C200 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[199] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D200 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[199] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E200 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[199] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F200 | value='·  General government' | fill=FFE2F2FB | rows=[199] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B201 | value='Chongqing 2011-12 Coal-Purchase Subsidies for Electricity Producers' | fill=FFE2F2FB | rows=[200] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C201 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[200] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D201 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[200] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E201 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[200] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F201 | value='·  ·  Local government' | fill=FFE2F2FB | rows=[200] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H201 | value='..' | fill=00000000 | rows=[200] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I201 | value='524000000' | fill=00000000 | rows=[200] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J201 | value='..' | fill=00000000 | rows=[200] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K201 | value='..' | fill=00000000 | rows=[200] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L201 | value='..' | fill=00000000 | rows=[200] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M201 | value='..' | fill=00000000 | rows=[200] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N201 | value='..' | fill=00000000 | rows=[200] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O201 | value='..' | fill=00000000 | rows=[200] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P201 | value='..' | fill=00000000 | rows=[200] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q201 | value='..' | fill=00000000 | rows=[200] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R201 | value='..' | fill=00000000 | rows=[200] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S201 | value='..' | fill=00000000 | rows=[200] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T201 | value='..' | fill=00000000 | rows=[200] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U201 | value='..' | fill=00000000 | rows=[200] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B202 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[201] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C202 | value='Total' | fill=FFE2F2FB | rows=[201] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B203 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[202] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C203 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[202] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B204 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C204 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[203] | cols=[2] | col_header=False | row_header=False | metadata=False
