=== food-table11.xlsx ===
Cell A1 | value='Per capita sales of food for all purchasers with taxes and tips, by State' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell H662 | value='1761.71' | fill=00000000 | rows=[661] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A663 | value='2007' | fill=00000000 | rows=[662] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B663 | value='Mississippi' | fill=00000000 | rows=[662] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C663 | value='1709.46' | fill=00000000 | rows=[662] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D663 | value='1304.76' | fill=00000000 | rows=[662] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E663 | value='3014.22' | fill=00000000 | rows=[662] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F663 | value='1001.56' | fill=00000000 | rows=[662] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G663 | value='766.39' | fill=00000000 | rows=[662] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H663 | value='1767.95' | fill=00000000 | rows=[662] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A664 | value='2008' | fill=00000000 | rows=[663] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B664 | value='Mississippi' | fill=00000000 | rows=[663] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C664 | value='1788.88' | fill=00000000 | rows=[663] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D664 | value='1347.63' | fill=00000000 | rows=[663] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E664 | value='3136.51' | fill=00000000 | rows=[663] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F664 | value='982.06' | fill=00000000 | rows=[663] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G664 | value='756.74' | fill=00000000 | rows=[663] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H664 | value='1738.8' | fill=00000000 | rows=[663] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A665 | value='2009' | fill=00000000 | rows=[664] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B665 | value='Mississippi' | fill=00000000 | rows=[664] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C665 | value='1753.02' | fill=00000000 | rows=[664] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D665 | value='1324.8' | fill=00000000 | rows=[664] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E665 | value='3077.81' | fill=00000000 | rows=[664] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F665 | value='955.1' | fill=00000000 | rows=[664] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G665 | value='717.86' | fill=00000000 | rows=[664] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H665 | value='1672.96' | fill=00000000 | rows=[664] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A666 | value='2010' | fill=00000000 | rows=[665] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B666 | value='Mississippi' | fill=00000000 | rows=[665] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C666 | value='1830.56' | fill=00000000 | rows=[665] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D666 | value='1361.67' | fill=00000000 | rows=[665] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E666 | value='3192.23' | fill=00000000 | rows=[665] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F666 | value='991.51' | fill=00000000 | rows=[665] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G666 | value='728.55' | fill=00000000 | rows=[665] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H666 | value='1720.06' | fill=00000000 | rows=[665] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A667 | value='2011' | fill=00000000 | rows=[666] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B667 | value='Mississippi' | fill=00000000 | rows=[666] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C667 | value='1922' | fill=00000000 | rows=[666] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D667 | value='1446.31' | fill=00000000 | rows=[666] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E667 | value='3368.3' | fill=00000000 | rows=[666] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F667 | value='990.34' | fill=00000000 | rows=[666] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G667 | value='757' | fill=00000000 | rows=[666] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H667 | value='1747.34' | fill=00000000 | rows=[666] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A668 | value='2012' | fill=00000000 | rows=[667] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B668 | value='Mississippi' | fill=00000000 | rows=[667] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C668 | value='2083.19' | fill=00000000 | rows=[667] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D668 | value='1530.6' | fill=00000000 | rows=[667] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E668 | value='3613.79' | fill=00000000 | rows=[667] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F668 | value='1045.16' | fill=00000000 | rows=[667] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G668 | value='779.66' | fill=00000000 | rows=[667] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H668 | value='1824.83' | fill=00000000 | rows=[667] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A669 | value='2013' | fill=00000000 | rows=[668] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B669 | value='Mississippi' | fill=00000000 | rows=[668] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C669 | value='2099.83' | fill=00000000 | rows=[668] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D669 | value='1591.8' | fill=00000000 | rows=[668] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E669 | value='3691.63' | fill=00000000 | rows=[668] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F669 | value='1041.14' | fill=00000000 | rows=[668] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G669 | value='792.64' | fill=00000000 | rows=[668] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H669 | value='1833.78' | fill=00000000 | rows=[668] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A670 | value='2014' | fill=00000000 | rows=[669] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B670 | value='Mississippi' | fill=00000000 | rows=[669] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C670 | value='2154.28' | fill=00000000 | rows=[669] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D670 | value='1686.69' | fill=00000000 | rows=[669] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E670 | value='3840.97' | fill=00000000 | rows=[669] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F670 | value='1042.72' | fill=00000000 | rows=[669] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G670 | value='820.57' | fill=00000000 | rows=[669] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H670 | value='1863.3' | fill=00000000 | rows=[669] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A671 | value='2015' | fill=00000000 | rows=[670] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B671 | value='Mississippi' | fill=00000000 | rows=[670] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C671 | value='2137.14' | fill=00000000 | rows=[670] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D671 | value='1824.52' | fill=00000000 | rows=[670] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E671 | value='3961.65' | fill=00000000 | rows=[670] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F671 | value='1023.86' | fill=00000000 | rows=[670] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G671 | value='861.33' | fill=00000000 | rows=[670] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H671 | value='1885.19' | fill=00000000 | rows=[670] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A672 | value='2016' | fill=00000000 | rows=[671] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B672 | value='Mississippi' | fill=00000000 | rows=[671] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C672 | value='2168.34' | fill=00000000 | rows=[671] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D672 | value='1928.03' | fill=00000000 | rows=[671] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E672 | value='4096.37' | fill=00000000 | rows=[671] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F672 | value='1053.78' | fill=00000000 | rows=[671] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G672 | value='892.37' | fill=00000000 | rows=[671] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H672 | value='1946.15' | fill=00000000 | rows=[671] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A673 | value='2017' | fill=00000000 | rows=[672] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B673 | value='Mississippi' | fill=00000000 | rows=[672] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C673 | value='2351.79' | fill=00000000 | rows=[672] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D673 | value='2036' | fill=00000000 | rows=[672] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E673 | value='4387.8' | fill=00000000 | rows=[672] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F673 | value='1145.48' | fill=00000000 | rows=[672] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G673 | value='923.74' | fill=00000000 | rows=[672] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H673 | value='2069.22' | fill=00000000 | rows=[672] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A674 | value='2018' | fill=00000000 | rows=[673] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B674 | value='Mississippi' | fill=00000000 | rows=[673] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C674 | value='2411.01' | fill=00000000 | rows=[673] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D674 | value='2110.37' | fill=00000000 | rows=[673] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E674 | value='4521.39' | fill=00000000 | rows=[673] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F674 | value='1170.82' | fill=00000000 | rows=[673] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G674 | value='937.7' | fill=00000000 | rows=[673] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H674 | value='2108.52' | fill=00000000 | rows=[673] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A675 | value='2019' | fill=00000000 | rows=[674] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B675 | value='Mississippi' | fill=00000000 | rows=[674] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C675 | value='2451.91' | fill=00000000 | rows=[674] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D675 | value='2210.2' | fill=00000000 | rows=[674] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E675 | value='4662.11' | fill=00000000 | rows=[674] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F675 | value='1182.54' | fill=00000000 | rows=[674] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G675 | value='952.76' | fill=00000000 | rows=[674] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H675 | value='2135.3' | fill=00000000 | rows=[674] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A676 | value='2020' | fill=00000000 | rows=[675] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B676 | value='Mississippi' | fill=00000000 | rows=[675] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C676 | value='2579.95' | fill=00000000 | rows=[675] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D676 | value='2095.91' | fill=00000000 | rows=[675] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E676 | value='4675.86' | fill=00000000 | rows=[675] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F676 | value='1202' | fill=00000000 | rows=[675] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G676 | value='879.48' | fill=00000000 | rows=[675] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H676 | value='2081.48' | fill=00000000 | rows=[675] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A677 | value='2021' | fill=00000000 | rows=[676] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B677 | value='Mississippi' | fill=00000000 | rows=[676] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C677 | value='2781.78' | fill=00000000 | rows=[676] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D677 | value='2567.63' | fill=00000000 | rows=[676] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E677 | value='5349.41' | fill=00000000 | rows=[676] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F677 | value='1253' | fill=00000000 | rows=[676] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G677 | value='1037.31' | fill=00000000 | rows=[676] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H677 | value='2290.3' | fill=00000000 | rows=[676] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A678 | value='2022' | fill=00000000 | rows=[677] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B678 | value='Mississippi' | fill=00000000 | rows=[677] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C678 | value='2772.28' | fill=00000000 | rows=[677] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D678 | value='2750.34' | fill=00000000 | rows=[677] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E678 | value='5522.61' | fill=00000000 | rows=[677] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F678 | value='1121.14' | fill=00000000 | rows=[677] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G678 | value='1031' | fill=00000000 | rows=[677] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H678 | value='2152.14' | fill=00000000 | rows=[677] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A679 | value='2023' | fill=00000000 | rows=[678] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B679 | value='Mississippi' | fill=00000000 | rows=[678] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C679 | value='2781.19' | fill=00000000 | rows=[678] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D679 | value='2930.05' | fill=00000000 | rows=[678] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E679 | value='5711.25' | fill=00000000 | rows=[678] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F679 | value='1067.69' | fill=00000000 | rows=[678] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G679 | value='1025.43' | fill=00000000 | rows=[678] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H679 | value='2093.12' | fill=00000000 | rows=[678] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A680 | value='1997' | fill=00000000 | rows=[679] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B680 | value='Missouri' | fill=00000000 | rows=[679] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C680 | value='1371.88' | fill=00000000 | rows=[679] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D680 | value='1076.83' | fill=00000000 | rows=[679] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E680 | value='2448.72' | fill=00000000 | rows=[679] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F680 | value='1026.02' | fill=00000000 | rows=[679] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G680 | value='821.21' | fill=00000000 | rows=[679] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H680 | value='1847.22' | fill=00000000 | rows=[679] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A681 | value='1998' | fill=00000000 | rows=[680] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B681 | value='Missouri' | fill=00000000 | rows=[680] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C681 | value='1343.41' | fill=00000000 | rows=[680] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D681 | value='1121.75' | fill=00000000 | rows=[680] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E681 | value='2465.16' | fill=00000000 | rows=[680] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F681 | value='986.77' | fill=00000000 | rows=[680] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G681 | value='833.88' | fill=00000000 | rows=[680] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H681 | value='1820.65' | fill=00000000 | rows=[680] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A682 | value='1999' | fill=00000000 | rows=[681] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B682 | value='Missouri' | fill=00000000 | rows=[681] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C682 | value='1394.67' | fill=00000000 | rows=[681] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D682 | value='1161.42' | fill=00000000 | rows=[681] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E682 | value='2556.1' | fill=00000000 | rows=[681] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F682 | value='1003.29' | fill=00000000 | rows=[681] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G682 | value='842.14' | fill=00000000 | rows=[681] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H682 | value='1845.43' | fill=00000000 | rows=[681] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A683 | value='2000' | fill=00000000 | rows=[682] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B683 | value='Missouri' | fill=00000000 | rows=[682] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C683 | value='1419.95' | fill=00000000 | rows=[682] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D683 | value='1207.76' | fill=00000000 | rows=[682] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E683 | value='2627.71' | fill=00000000 | rows=[682] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F683 | value='998.39' | fill=00000000 | rows=[682] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G683 | value='851.64' | fill=00000000 | rows=[682] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H683 | value='1850.03' | fill=00000000 | rows=[682] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A684 | value='2001' | fill=00000000 | rows=[683] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B684 | value='Missouri' | fill=00000000 | rows=[683] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C684 | value='1444.71' | fill=00000000 | rows=[683] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D684 | value='1239.67' | fill=00000000 | rows=[683] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E684 | value='2684.39' | fill=00000000 | rows=[683] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F684 | value='985.11' | fill=00000000 | rows=[683] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G684 | value='849.75' | fill=00000000 | rows=[683] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H684 | value='1834.86' | fill=00000000 | rows=[683] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A685 | value='2002' | fill=00000000 | rows=[684] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B685 | value='Missouri' | fill=00000000 | rows=[684] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C685 | value='1477.85' | fill=00000000 | rows=[684] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D685 | value='1287.36' | fill=00000000 | rows=[684] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E685 | value='2765.21' | fill=00000000 | rows=[684] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F685 | value='1000' | fill=00000000 | rows=[684] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G685 | value='863.86' | fill=00000000 | rows=[684] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H685 | value='1863.86' | fill=00000000 | rows=[684] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A686 | value='2003' | fill=00000000 | rows=[685] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B686 | value='Missouri' | fill=00000000 | rows=[685] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C686 | value='1568.82' | fill=00000000 | rows=[685] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D686 | value='1337.64' | fill=00000000 | rows=[685] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E686 | value='2906.46' | fill=00000000 | rows=[685] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F686 | value='1046.79' | fill=00000000 | rows=[685] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G686 | value='880.07' | fill=00000000 | rows=[685] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H686 | value='1926.85' | fill=00000000 | rows=[685] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A687 | value='2004' | fill=00000000 | rows=[686] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B687 | value='Missouri' | fill=00000000 | rows=[686] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C687 | value='1637.36' | fill=00000000 | rows=[686] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D687 | value='1412.2' | fill=00000000 | rows=[686] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E687 | value='3049.56' | fill=00000000 | rows=[686] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F687 | value='1061.75' | fill=00000000 | rows=[686] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G687 | value='902.43' | fill=00000000 | rows=[686] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H687 | value='1964.18' | fill=00000000 | rows=[686] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A688 | value='2005' | fill=00000000 | rows=[687] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B688 | value='Missouri' | fill=00000000 | rows=[687] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C688 | value='1736.27' | fill=00000000 | rows=[687] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D688 | value='1468.28' | fill=00000000 | rows=[687] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E688 | value='3204.55' | fill=00000000 | rows=[687] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F688 | value='1102.29' | fill=00000000 | rows=[687] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G688 | value='907.29' | fill=00000000 | rows=[687] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H688 | value='2009.58' | fill=00000000 | rows=[687] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A689 | value='2006' | fill=00000000 | rows=[688] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B689 | value='Missouri' | fill=00000000 | rows=[688] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C689 | value='1807.81' | fill=00000000 | rows=[688] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D689 | value='1540.95' | fill=00000000 | rows=[688] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E689 | value='3348.76' | fill=00000000 | rows=[688] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F689 | value='1129.64' | fill=00000000 | rows=[688] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G689 | value='926.93' | fill=00000000 | rows=[688] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H689 | value='2056.56' | fill=00000000 | rows=[688] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A690 | value='2007' | fill=00000000 | rows=[689] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B690 | value='Missouri' | fill=00000000 | rows=[689] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C690 | value='1869.4' | fill=00000000 | rows=[689] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D690 | value='1588.28' | fill=00000000 | rows=[689] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E690 | value='3457.68' | fill=00000000 | rows=[689] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F690 | value='1123.49' | fill=00000000 | rows=[689] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G690 | value='923.6' | fill=00000000 | rows=[689] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H690 | value='2047.09' | fill=00000000 | rows=[689] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A691 | value='2008' | fill=00000000 | rows=[690] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B691 | value='Missouri' | fill=00000000 | rows=[690] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C691 | value='1926.28' | fill=00000000 | rows=[690] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D691 | value='1613.08' | fill=00000000 | rows=[690] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E691 | value='3539.36' | fill=00000000 | rows=[690] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F691 | value='1088.02' | fill=00000000 | rows=[690] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G691 | value='895.57' | fill=00000000 | rows=[690] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H691 | value='1983.59' | fill=00000000 | rows=[690] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A692 | value='2009' | fill=00000000 | rows=[691] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B692 | value='Missouri' | fill=00000000 | rows=[691] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C692 | value='1879.97' | fill=00000000 | rows=[691] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D692 | value='1584.83' | fill=00000000 | rows=[691] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E692 | value='3464.79' | fill=00000000 | rows=[691] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F692 | value='1051.89' | fill=00000000 | rows=[691] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G692 | value='848.22' | fill=00000000 | rows=[691] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H692 | value='1900.11' | fill=00000000 | rows=[691] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A693 | value='2010' | fill=00000000 | rows=[692] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B693 | value='Missouri' | fill=00000000 | rows=[692] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C693 | value='1964.1' | fill=00000000 | rows=[692] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D693 | value='1612.22' | fill=00000000 | rows=[692] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E693 | value='3576.32' | fill=00000000 | rows=[692] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F693 | value='1094.08' | fill=00000000 | rows=[692] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G693 | value='853.5' | fill=00000000 | rows=[692] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H693 | value='1947.58' | fill=00000000 | rows=[692] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A694 | value='2011' | fill=00000000 | rows=[693] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B694 | value='Missouri' | fill=00000000 | rows=[693] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C694 | value='2021.71' | fill=00000000 | rows=[693] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D694 | value='1674.87' | fill=00000000 | rows=[693] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E694 | value='3696.58' | fill=00000000 | rows=[693] | cols=[4] | col_header=False | row_header=False | metadata=False
