=== education-table19.xlsx ===
Cell A2 | value='Number and percentage of public school students retained, by race/ethnicity, disability status, and English proficiency, by gender and grade: School Year 2011-12' | fill=FF00B0F0 | rows=[1] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25] | col_header=False | row_header=False | metadata=True
Cell L25 | value='14.7540983606557' | fill=None | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='67' | fill=None | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='9.15300546448087' | fill=None | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='1-3' | fill=None | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='0.273224043715847' | fill=None | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='13' | fill=None | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='1.77595628415301' | fill=None | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S25 | value='104' | fill=None | rows=[24] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T25 | value='14.207650273224' | fill=None | rows=[24] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U25 | value='5' | fill=None | rows=[24] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V25 | value='0.683060109289617' | fill=None | rows=[24] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W25 | value='181' | fill=None | rows=[24] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X25 | value='24.7267759562842' | fill=None | rows=[24] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y25 | value='4536' | fill=None | rows=[24] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z25 | value='99.9338624338624' | fill=None | rows=[24] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B26 | value='Female' | fill=00000000 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='219' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='29.9180327868852' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='1-3' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='0.273224043715847' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='9' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='1.22950819672131' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='120' | fill=00000000 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='16.3934426229508' | fill=00000000 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='47' | fill=00000000 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='6.4207650273224' | fill=00000000 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='30' | fill=00000000 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='4.0983606557377' | fill=00000000 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='1-3' | fill=00000000 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='0.273224043715847' | fill=00000000 | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='9' | fill=00000000 | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='1.22950819672131' | fill=00000000 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S26 | value='36' | fill=00000000 | rows=[25] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T26 | value='4.91803278688525' | fill=00000000 | rows=[25] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U26 | value='1-3' | fill=00000000 | rows=[25] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V26 | value='0.273224043715847' | fill=00000000 | rows=[25] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W26 | value='76' | fill=00000000 | rows=[25] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X26 | value='10.3825136612022' | fill=00000000 | rows=[25] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y26 | value='4536' | fill=00000000 | rows=[25] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z26 | value='99.9338624338624' | fill=00000000 | rows=[25] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B27 | value='Total' | fill=None | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='732' | fill=None | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='100' | fill=None | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='6' | fill=None | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F27 | value='0.819672131147541' | fill=None | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G27 | value='37' | fill=None | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H27 | value='5.05464480874317' | fill=None | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I27 | value='411' | fill=None | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J27 | value='56.1475409836066' | fill=None | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K27 | value='155' | fill=None | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L27 | value='21.1748633879781' | fill=None | rows=[26] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M27 | value='97' | fill=None | rows=[26] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N27 | value='13.2513661202186' | fill=None | rows=[26] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O27 | value='4' | fill=None | rows=[26] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P27 | value='0.546448087431694' | fill=None | rows=[26] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q27 | value='22' | fill=None | rows=[26] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R27 | value='3.00546448087432' | fill=None | rows=[26] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S27 | value='140' | fill=None | rows=[26] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T27 | value='19.1256830601093' | fill=None | rows=[26] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U27 | value='7' | fill=None | rows=[26] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V27 | value='0.956284153005464' | fill=None | rows=[26] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W27 | value='257' | fill=None | rows=[26] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X27 | value='35.1092896174863' | fill=None | rows=[26] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y27 | value='4536' | fill=None | rows=[26] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z27 | value='99.9338624338624' | fill=None | rows=[26] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A28 | value='7' | fill=None | rows=[27, 28, 29] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B28 | value='Male' | fill=00000000 | rows=[27] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C28 | value='667' | fill=00000000 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='61.645101663586' | fill=00000000 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='5' | fill=00000000 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='0.462107208872458' | fill=00000000 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='17' | fill=00000000 | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='1.57116451016636' | fill=00000000 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='446' | fill=00000000 | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='41.2199630314233' | fill=00000000 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='118' | fill=00000000 | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='10.90573012939' | fill=00000000 | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='65' | fill=00000000 | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='6.00739371534196' | fill=00000000 | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='4' | fill=00000000 | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='0.369685767097967' | fill=00000000 | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='12' | fill=00000000 | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='1.1090573012939' | fill=00000000 | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S28 | value='81' | fill=00000000 | rows=[27] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T28 | value='7.48613678373383' | fill=00000000 | rows=[27] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U28 | value='10' | fill=00000000 | rows=[27] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V28 | value='0.924214417744917' | fill=00000000 | rows=[27] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W28 | value='217' | fill=00000000 | rows=[27] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X28 | value='20.0554528650647' | fill=00000000 | rows=[27] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y28 | value='2991' | fill=00000000 | rows=[27] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z28 | value='99.966566365764' | fill=00000000 | rows=[27] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B29 | value='Female' | fill=None | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='415' | fill=None | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='38.354898336414' | fill=None | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='1-3' | fill=None | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='0.184842883548983' | fill=None | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='14' | fill=None | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='1.29390018484288' | fill=None | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='257' | fill=None | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='23.7523105360444' | fill=None | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='91' | fill=None | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='8.41035120147874' | fill=None | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='45' | fill=None | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='4.15896487985213' | fill=None | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='4' | fill=None | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='0.369685767097967' | fill=None | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='1-3' | fill=None | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='0.184842883548983' | fill=None | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S29 | value='38' | fill=None | rows=[28] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T29 | value='3.51201478743068' | fill=None | rows=[28] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U29 | value='1-3' | fill=None | rows=[28] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V29 | value='0.184842883548983' | fill=None | rows=[28] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W29 | value='112' | fill=None | rows=[28] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X29 | value='10.3512014787431' | fill=None | rows=[28] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y29 | value='2991' | fill=None | rows=[28] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z29 | value='99.966566365764' | fill=None | rows=[28] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B30 | value='Total' | fill=00000000 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='1082' | fill=00000000 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='100' | fill=00000000 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='7' | fill=00000000 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='0.646950092421442' | fill=00000000 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='31' | fill=00000000 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='2.86506469500924' | fill=00000000 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='703' | fill=00000000 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='64.9722735674677' | fill=00000000 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='209' | fill=00000000 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L30 | value='19.3160813308688' | fill=00000000 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M30 | value='110' | fill=00000000 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N30 | value='10.1663585951941' | fill=00000000 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='8' | fill=00000000 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='0.739371534195933' | fill=00000000 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='14' | fill=00000000 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R30 | value='1.29390018484288' | fill=00000000 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S30 | value='119' | fill=00000000 | rows=[29] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T30 | value='10.9981515711645' | fill=00000000 | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U30 | value='12' | fill=00000000 | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V30 | value='1.1090573012939' | fill=00000000 | rows=[29] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W30 | value='329' | fill=00000000 | rows=[29] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X30 | value='30.4066543438078' | fill=00000000 | rows=[29] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y30 | value='2991' | fill=00000000 | rows=[29] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z30 | value='99.966566365764' | fill=00000000 | rows=[29] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A31 | value='8' | fill=00000000 | rows=[30, 31, 32] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B31 | value='Male' | fill=None | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='487' | fill=None | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='64.332892998679' | fill=None | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='9' | fill=None | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='1.1889035667107' | fill=None | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='24' | fill=None | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='3.17040951122853' | fill=None | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='268' | fill=None | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='35.4029062087186' | fill=None | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='60' | fill=None | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='7.92602377807133' | fill=None | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='112' | fill=None | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='14.7952443857332' | fill=None | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='5' | fill=None | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='0.660501981505945' | fill=None | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='9' | fill=None | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='1.1889035667107' | fill=None | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S31 | value='81' | fill=None | rows=[30] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T31 | value='10.7001321003963' | fill=None | rows=[30] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U31 | value='9' | fill=None | rows=[30] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V31 | value='1.1889035667107' | fill=None | rows=[30] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W31 | value='115' | fill=None | rows=[30] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X31 | value='15.1915455746367' | fill=None | rows=[30] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y31 | value='2966' | fill=None | rows=[30] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z31 | value='99.9662845583277' | fill=None | rows=[30] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B32 | value='Female' | fill=00000000 | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='270' | fill=00000000 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='35.667107001321' | fill=00000000 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='5' | fill=00000000 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='0.660501981505945' | fill=00000000 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='18' | fill=00000000 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='2.3778071334214' | fill=00000000 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='132' | fill=00000000 | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='17.4372523117569' | fill=00000000 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='34' | fill=00000000 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='4.49141347424042' | fill=00000000 | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='70' | fill=00000000 | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='9.24702774108322' | fill=00000000 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='4' | fill=00000000 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='0.528401585204756' | fill=00000000 | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='7' | fill=00000000 | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='0.924702774108322' | fill=00000000 | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='36' | fill=00000000 | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T32 | value='4.7556142668428' | fill=00000000 | rows=[31] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U32 | value='1-3' | fill=00000000 | rows=[31] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V32 | value='0.264200792602378' | fill=00000000 | rows=[31] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W32 | value='47' | fill=00000000 | rows=[31] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X32 | value='6.20871862615588' | fill=00000000 | rows=[31] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y32 | value='2966' | fill=00000000 | rows=[31] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z32 | value='99.9662845583277' | fill=00000000 | rows=[31] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B33 | value='Total' | fill=None | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='757' | fill=None | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='100' | fill=None | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='14' | fill=None | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='1.84940554821664' | fill=None | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='42' | fill=None | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='5.54821664464993' | fill=None | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='400' | fill=None | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='52.8401585204756' | fill=None | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='94' | fill=None | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='12.4174372523118' | fill=None | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M33 | value='182' | fill=None | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N33 | value='24.0422721268164' | fill=None | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='9' | fill=None | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='1.1889035667107' | fill=None | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='16' | fill=None | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='2.11360634081902' | fill=None | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='117' | fill=None | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T33 | value='15.4557463672391' | fill=None | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U33 | value='11' | fill=None | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V33 | value='1.45310435931308' | fill=None | rows=[32] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W33 | value='162' | fill=None | rows=[32] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X33 | value='21.4002642007926' | fill=None | rows=[32] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y33 | value='2966' | fill=None | rows=[32] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z33 | value='99.9662845583277' | fill=None | rows=[32] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A34 | value='9' | fill=None | rows=[33, 34, 35] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B34 | value='Male' | fill=00000000 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='12313' | fill=00000000 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='59.3712329427648' | fill=00000000 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='92' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='0.443608660012537' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='343' | fill=00000000 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='1.653888808525' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='9382' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='45.2384396547567' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='995' | fill=00000000 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='4.79772409470081' | fill=00000000 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='1268' | fill=00000000 | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='6.1140845749554' | fill=00000000 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='62' | fill=00000000 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='0.298953662182362' | fill=00000000 | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='171' | fill=00000000 | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='0.824533487631998' | fill=00000000 | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='1995' | fill=00000000 | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='9.61955735570664' | fill=00000000 | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='120' | fill=00000000 | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='0.5786199913207' | fill=00000000 | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W34 | value='7001' | fill=00000000 | rows=[33] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X34 | value='33.7576546603018' | fill=00000000 | rows=[33] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y34 | value='2424' | fill=00000000 | rows=[33] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z34 | value='99.7524752475248' | fill=00000000 | rows=[33] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Female' | fill=None | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='8426' | fill=None | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='40.6287670572352' | fill=None | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='43' | fill=None | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0.207338830223251' | fill=None | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='162' | fill=None | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='0.781136988282945' | fill=None | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='6617' | fill=None | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='31.9060706880756' | fill=None | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='638' | fill=None | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='3.07632962052172' | fill=None | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='788' | fill=None | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='3.7996046096726' | fill=None | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='42' | fill=None | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
