=== education-table31.xlsx ===
Cell A1 | value='WP ID' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E40 | value='3' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='3' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='2' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='0' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='0' | fill=00000000 | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='2' | fill=00000000 | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='1' | fill=00000000 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L40 | value='0' | fill=00000000 | rows=[39] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M40 | value='2' | fill=00000000 | rows=[39] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N40 | value='-1' | fill=00000000 | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O40 | value='2' | fill=00000000 | rows=[39] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell T40 | value='16' | fill=00000000 | rows=[39] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A41 | value='174' | fill=00000000 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='4' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='CAI' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A42 | value='175' | fill=00000000 | rows=[41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B42 | value='4' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='CAI' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C43 | value='AVG' | fill=FF00B050 | rows=[42] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D43 | value='1.32258064516129' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='1.54838709677419' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='2.61290322580645' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='1.35483870967742' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='1.58064516129032' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='2.09677419354839' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='2.67741935483871' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='1.67741935483871' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='1.81818181818182' | fill=00000000 | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='2.31818181818182' | fill=00000000 | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='2.09090909090909' | fill=00000000 | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='2.40909090909091' | fill=00000000 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='1' | fill=00000000 | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='1' | fill=00000000 | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='1' | fill=00000000 | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='1.33333333333333' | fill=00000000 | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C44 | value='CAI' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='1.35714285714286' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='1.28571428571429' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='2.78571428571429' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='1.64285714285714' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='1.64285714285714' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='2.07142857142857' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='2.71428571428571' | fill=00000000 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='1.57142857142857' | fill=00000000 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='1.90909090909091' | fill=00000000 | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='2.09090909090909' | fill=00000000 | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N44 | value='2' | fill=00000000 | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='2.09090909090909' | fill=00000000 | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P44 | value='1.33333333333333' | fill=00000000 | rows=[43] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q44 | value='2' | fill=00000000 | rows=[43] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R44 | value='1.66666666666667' | fill=00000000 | rows=[43] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S44 | value='2' | fill=00000000 | rows=[43] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C45 | value='Blended' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='1.29411764705882' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='1.76470588235294' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='2.47058823529412' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='1.11764705882353' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='1.52941176470588' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='2.11764705882353' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='2.64705882352941' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='1.76470588235294' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='1.72727272727273' | fill=00000000 | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='2.54545454545455' | fill=00000000 | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='2.18181818181818' | fill=00000000 | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='2.72727272727273' | fill=00000000 | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='0.833333333333333' | fill=00000000 | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='0.5' | fill=00000000 | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R45 | value='0.666666666666667' | fill=00000000 | rows=[44] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S45 | value='1' | fill=00000000 | rows=[44] | cols=[18] | col_header=False | row_header=False | metadata=False

