=== economy-table26.xlsx ===
Cell B1 | value='Annual government non-financial accounts and key indicators (for 'Developer API')' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell J186 | value='-165049' | fill=00000000 | rows=[185] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell M186 | value='-161167' | fill=00000000 | rows=[185] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P186 | value='-161364' | fill=00000000 | rows=[185] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B187 | value='·  ·  Total government expenditure' | fill=FFE2F2FB | rows=[186] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F187 | value='531208' | fill=00000000 | rows=[186] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I187 | value='623228' | fill=00000000 | rows=[186] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L187 | value='686569' | fill=00000000 | rows=[186] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O187 | value='722686' | fill=00000000 | rows=[186] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R187 | value='765704' | fill=00000000 | rows=[186] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B188 | value='·  ·  Total government revenue' | fill=FFE2F2FB | rows=[187] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E188 | value='499797' | fill=00000000 | rows=[187] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H188 | value='466648' | fill=00000000 | rows=[187] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K188 | value='521520' | fill=00000000 | rows=[187] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N188 | value='561519' | fill=00000000 | rows=[187] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q188 | value='604340' | fill=00000000 | rows=[187] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B189 | value='Institutional sector: Local government' | fill=00000000 | rows=[188] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] | col_header=False | row_header=False | metadata=False
Cell B190 | value='Production account' | fill=FFE2F2FB | rows=[189] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B191 | value='·  Output' | fill=FFE2F2FB | rows=[190] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E191 | value='175000' | fill=00000000 | rows=[190] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H191 | value='178866' | fill=00000000 | rows=[190] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K191 | value='189404' | fill=00000000 | rows=[190] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N191 | value='198130' | fill=00000000 | rows=[190] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q191 | value='201510' | fill=00000000 | rows=[190] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B192 | value='·  ·  Market output and output for own final use' | fill=FFE2F2FB | rows=[191] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E192 | value='19889' | fill=00000000 | rows=[191] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H192 | value='17505' | fill=00000000 | rows=[191] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K192 | value='18782' | fill=00000000 | rows=[191] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N192 | value='19754' | fill=00000000 | rows=[191] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q192 | value='20131' | fill=00000000 | rows=[191] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B193 | value='·  ·  ·  Market output' | fill=FFE2F2FB | rows=[192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E193 | value='14663' | fill=00000000 | rows=[192] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H193 | value='12318' | fill=00000000 | rows=[192] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K193 | value='13282' | fill=00000000 | rows=[192] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N193 | value='13998' | fill=00000000 | rows=[192] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q193 | value='14102' | fill=00000000 | rows=[192] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B194 | value='·  ·  ·  Output for own final use' | fill=FFE2F2FB | rows=[193] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E194 | value='5226' | fill=00000000 | rows=[193] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H194 | value='5187' | fill=00000000 | rows=[193] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K194 | value='5500' | fill=00000000 | rows=[193] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N194 | value='5756' | fill=00000000 | rows=[193] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q194 | value='6029' | fill=00000000 | rows=[193] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B195 | value='·  ·  Non-market output' | fill=FFE2F2FB | rows=[194] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E195 | value='155111' | fill=00000000 | rows=[194] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H195 | value='161361' | fill=00000000 | rows=[194] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K195 | value='170622' | fill=00000000 | rows=[194] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N195 | value='178376' | fill=00000000 | rows=[194] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q195 | value='181379' | fill=00000000 | rows=[194] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B196 | value='·  ·  ·  Payments for other non-market output' | fill=FFE2F2FB | rows=[195] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E196 | value='9794' | fill=00000000 | rows=[195] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H196 | value='7742' | fill=00000000 | rows=[195] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K196 | value='8841' | fill=00000000 | rows=[195] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N196 | value='9863' | fill=00000000 | rows=[195] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q196 | value='10299' | fill=00000000 | rows=[195] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B197 | value='·  ·  ·  Other non-market output, n.e.c.' | fill=FFE2F2FB | rows=[196] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E197 | value='145317' | fill=00000000 | rows=[196] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H197 | value='153619' | fill=00000000 | rows=[196] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K197 | value='161781' | fill=00000000 | rows=[196] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N197 | value='168513' | fill=00000000 | rows=[196] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q197 | value='171080' | fill=00000000 | rows=[196] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B198 | value='·  ·  Market output, output for own final use and payments for other non-market output' | fill=FFE2F2FB | rows=[197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E198 | value='29683' | fill=00000000 | rows=[197] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H198 | value='25247' | fill=00000000 | rows=[197] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K198 | value='27623' | fill=00000000 | rows=[197] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N198 | value='29617' | fill=00000000 | rows=[197] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q198 | value='30430' | fill=00000000 | rows=[197] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B199 | value='·  Intermediate consumption' | fill=FFE2F2FB | rows=[198] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F199 | value='74560' | fill=00000000 | rows=[198] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I199 | value='77360' | fill=00000000 | rows=[198] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L199 | value='83455' | fill=00000000 | rows=[198] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O199 | value='89100' | fill=00000000 | rows=[198] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R199 | value='89940' | fill=00000000 | rows=[198] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B200 | value='·  Value added, gross' | fill=FFE2F2FB | rows=[199] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D200 | value='100440' | fill=00000000 | rows=[199] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G200 | value='101506' | fill=00000000 | rows=[199] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell J200 | value='105949' | fill=00000000 | rows=[199] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell M200 | value='109030' | fill=00000000 | rows=[199] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P200 | value='111570' | fill=00000000 | rows=[199] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B201 | value='·  ·  Consumption of fixed capital' | fill=FFE2F2FB | rows=[200] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F201 | value='29064' | fill=00000000 | rows=[200] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I201 | value='29349' | fill=00000000 | rows=[200] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L201 | value='30757' | fill=00000000 | rows=[200] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O201 | value='32823' | fill=00000000 | rows=[200] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R201 | value='33495' | fill=00000000 | rows=[200] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B202 | value='·  Value added, net' | fill=FFE2F2FB | rows=[201] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D202 | value='71376' | fill=00000000 | rows=[201] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G202 | value='72157' | fill=00000000 | rows=[201] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell J202 | value='75192' | fill=00000000 | rows=[201] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell M202 | value='76207' | fill=00000000 | rows=[201] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P202 | value='78075' | fill=00000000 | rows=[201] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B203 | value='Generation of income account' | fill=FFE2F2FB | rows=[202] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B204 | value='·  Compensation of employees' | fill=FFE2F2FB | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F204 | value='67037' | fill=00000000 | rows=[203] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I204 | value='67818' | fill=00000000 | rows=[203] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L204 | value='70641' | fill=00000000 | rows=[203] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O204 | value='71536' | fill=00000000 | rows=[203] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R204 | value='73214' | fill=00000000 | rows=[203] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B205 | value='·  ·  Wages and salaries' | fill=FFE2F2FB | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F205 | value='50560' | fill=00000000 | rows=[204] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I205 | value='51163' | fill=00000000 | rows=[204] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L205 | value='53221' | fill=00000000 | rows=[204] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O205 | value='53999' | fill=00000000 | rows=[204] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R205 | value='55343' | fill=00000000 | rows=[204] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B206 | value='·  ·  Employers' social contributions' | fill=FFE2F2FB | rows=[205] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F206 | value='16477' | fill=00000000 | rows=[205] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I206 | value='16655' | fill=00000000 | rows=[205] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L206 | value='17420' | fill=00000000 | rows=[205] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O206 | value='17537' | fill=00000000 | rows=[205] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R206 | value='17871' | fill=00000000 | rows=[205] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B207 | value='·  Other taxes on production' | fill=FFE2F2FB | rows=[206] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E207 | value='44373' | fill=00000000 | rows=[206] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F207 | value='4371' | fill=00000000 | rows=[206] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H207 | value='38944' | fill=00000000 | rows=[206] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I207 | value='4429' | fill=00000000 | rows=[206] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K207 | value='43187' | fill=00000000 | rows=[206] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L207 | value='4591' | fill=00000000 | rows=[206] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N207 | value='48403' | fill=00000000 | rows=[206] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O207 | value='4683' | fill=00000000 | rows=[206] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q207 | value='49833' | fill=00000000 | rows=[206] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R207 | value='4872' | fill=00000000 | rows=[206] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B208 | value='·  Other subsidies on production' | fill=FFE2F2FB | rows=[207] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E208 | value='261' | fill=00000000 | rows=[207] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F208 | value='1270' | fill=00000000 | rows=[207] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H208 | value='268' | fill=00000000 | rows=[207] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I208 | value='1683' | fill=00000000 | rows=[207] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K208 | value='259' | fill=00000000 | rows=[207] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L208 | value='1994' | fill=00000000 | rows=[207] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N208 | value='328' | fill=00000000 | rows=[207] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O208 | value='1867' | fill=00000000 | rows=[207] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q208 | value='301' | fill=00000000 | rows=[207] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R208 | value='1780' | fill=00000000 | rows=[207] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B209 | value='·  Operating surplus, net' | fill=FFE2F2FB | rows=[208] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D209 | value='229' | fill=00000000 | rows=[208] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G209 | value='178' | fill=00000000 | rows=[208] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell J209 | value='219' | fill=00000000 | rows=[208] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell M209 | value='316' | fill=00000000 | rows=[208] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P209 | value='290' | fill=00000000 | rows=[208] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B210 | value='Allocation of primary income account' | fill=FFE2F2FB | rows=[209] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B211 | value='·  Taxes on production and imports' | fill=FFE2F2FB | rows=[210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E211 | value='52397' | fill=00000000 | rows=[210] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H211 | value='45706' | fill=00000000 | rows=[210] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K211 | value='50548' | fill=00000000 | rows=[210] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N211 | value='56122' | fill=00000000 | rows=[210] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q211 | value='57942' | fill=00000000 | rows=[210] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B212 | value='·  ·  Taxes on products' | fill=FFE2F2FB | rows=[211] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E212 | value='8024' | fill=00000000 | rows=[211] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H212 | value='6762' | fill=00000000 | rows=[211] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K212 | value='7361' | fill=00000000 | rows=[211] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N212 | value='7719' | fill=00000000 | rows=[211] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q212 | value='8109' | fill=00000000 | rows=[211] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B213 | value='·  ·  ·  Value added type taxes' | fill=FFE2F2FB | rows=[212] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E213 | value='0' | fill=00000000 | rows=[212] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H213 | value='0' | fill=00000000 | rows=[212] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K213 | value='0' | fill=00000000 | rows=[212] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N213 | value='0' | fill=00000000 | rows=[212] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q213 | value='0' | fill=00000000 | rows=[212] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B214 | value='·  ·  Other taxes on production' | fill=FFE2F2FB | rows=[213] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E214 | value='44373' | fill=00000000 | rows=[213] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F214 | value='4371' | fill=00000000 | rows=[213] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H214 | value='38944' | fill=00000000 | rows=[213] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I214 | value='4429' | fill=00000000 | rows=[213] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K214 | value='43187' | fill=00000000 | rows=[213] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L214 | value='4591' | fill=00000000 | rows=[213] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N214 | value='48403' | fill=00000000 | rows=[213] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O214 | value='4683' | fill=00000000 | rows=[213] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q214 | value='49833' | fill=00000000 | rows=[213] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R214 | value='4872' | fill=00000000 | rows=[213] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B215 | value='·  Subsidies on production and imports' | fill=FFE2F2FB | rows=[214] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F215 | value='10365' | fill=00000000 | rows=[214] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I215 | value='11367' | fill=00000000 | rows=[214] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L215 | value='11930' | fill=00000000 | rows=[214] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O215 | value='11598' | fill=00000000 | rows=[214] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R215 | value='11765' | fill=00000000 | rows=[214] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B216 | value='·  ·  Subsidies on products' | fill=FFE2F2FB | rows=[215] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F216 | value='9095' | fill=00000000 | rows=[215] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I216 | value='9684' | fill=00000000 | rows=[215] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L216 | value='9936' | fill=00000000 | rows=[215] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O216 | value='9731' | fill=00000000 | rows=[215] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R216 | value='9985' | fill=00000000 | rows=[215] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B217 | value='·  ·  Other subsidies on production' | fill=FFE2F2FB | rows=[216] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E217 | value='261' | fill=00000000 | rows=[216] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F217 | value='1270' | fill=00000000 | rows=[216] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H217 | value='268' | fill=00000000 | rows=[216] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I217 | value='1683' | fill=00000000 | rows=[216] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K217 | value='259' | fill=00000000 | rows=[216] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L217 | value='1994' | fill=00000000 | rows=[216] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N217 | value='328' | fill=00000000 | rows=[216] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O217 | value='1867' | fill=00000000 | rows=[216] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q217 | value='301' | fill=00000000 | rows=[216] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R217 | value='1780' | fill=00000000 | rows=[216] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B218 | value='·  Property income, Total economy' | fill=FFE2F2FB | rows=[217] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B219 | value='·  ·  Property income, General government' | fill=FFE2F2FB | rows=[218] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B220 | value='·  ·  ·  Property income, Central government' | fill=FFE2F2FB | rows=[219] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F220 | value='1057' | fill=00000000 | rows=[219] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I220 | value='978' | fill=00000000 | rows=[219] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L220 | value='860' | fill=00000000 | rows=[219] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O220 | value='578' | fill=00000000 | rows=[219] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R220 | value='825' | fill=00000000 | rows=[219] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B221 | value='·  ·  ·  Property income, Social security funds' | fill=FFE2F2FB | rows=[220] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F221 | value='0' | fill=00000000 | rows=[220] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I221 | value='0' | fill=00000000 | rows=[220] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L221 | value='0' | fill=00000000 | rows=[220] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O221 | value='0' | fill=00000000 | rows=[220] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R221 | value='0' | fill=00000000 | rows=[220] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B222 | value='·  Property income' | fill=FFE2F2FB | rows=[221] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E222 | value='3493' | fill=00000000 | rows=[221] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F222 | value='2111' | fill=00000000 | rows=[221] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H222 | value='3141' | fill=00000000 | rows=[221] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I222 | value='1852' | fill=00000000 | rows=[221] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K222 | value='2838' | fill=00000000 | rows=[221] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L222 | value='1419' | fill=00000000 | rows=[221] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N222 | value='3484' | fill=00000000 | rows=[221] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O222 | value='1486' | fill=00000000 | rows=[221] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q222 | value='3823' | fill=00000000 | rows=[221] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R222 | value='2514' | fill=00000000 | rows=[221] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B223 | value='·  ·  Interest' | fill=FFE2F2FB | rows=[222] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E223 | value='256' | fill=00000000 | rows=[222] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F223 | value='2027' | fill=00000000 | rows=[222] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H223 | value='196' | fill=00000000 | rows=[222] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I223 | value='1835' | fill=00000000 | rows=[222] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K223 | value='243' | fill=00000000 | rows=[222] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L223 | value='1407' | fill=00000000 | rows=[222] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N223 | value='383' | fill=00000000 | rows=[222] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O223 | value='1440' | fill=00000000 | rows=[222] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q223 | value='482' | fill=00000000 | rows=[222] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R223 | value='2468' | fill=00000000 | rows=[222] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B224 | value='·  ·  ·  Interest before FISIM allocation' | fill=FFE2F2FB | rows=[223] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E224 | value='236' | fill=00000000 | rows=[223] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F224 | value='3936' | fill=00000000 | rows=[223] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H224 | value='187' | fill=00000000 | rows=[223] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I224 | value='3750' | fill=00000000 | rows=[223] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K224 | value='229' | fill=00000000 | rows=[223] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L224 | value='3453' | fill=00000000 | rows=[223] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N224 | value='344' | fill=00000000 | rows=[223] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O224 | value='3347' | fill=00000000 | rows=[223] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q224 | value='439' | fill=00000000 | rows=[223] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R224 | value='3330' | fill=00000000 | rows=[223] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B225 | value='·  ·  Distributed income of corporations' | fill=FFE2F2FB | rows=[224] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E225 | value='914' | fill=00000000 | rows=[224] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H225 | value='826' | fill=00000000 | rows=[224] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K225 | value='814' | fill=00000000 | rows=[224] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N225 | value='991' | fill=00000000 | rows=[224] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q225 | value='941' | fill=00000000 | rows=[224] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B226 | value='·  ·  Reinvested earnings on FDI (excluding IF)' | fill=FFE2F2FB | rows=[225] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E226 | value='0' | fill=00000000 | rows=[225] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H226 | value='0' | fill=00000000 | rows=[225] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K226 | value='0' | fill=00000000 | rows=[225] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N226 | value='0' | fill=00000000 | rows=[225] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q226 | value='0' | fill=00000000 | rows=[225] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B227 | value='·  ·  Other investment income' | fill=FFE2F2FB | rows=[226] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E227 | value='34' | fill=00000000 | rows=[226] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H227 | value='38' | fill=00000000 | rows=[226] | cols=[7] | col_header=False | row_header=False | metadata=False
