=== employment-table17.xlsx ===
Cell A1 | value='HOUSEHOLD DATA
ANNUAL AVERAGES
16. Employed persons in nonagricultural industries by sex and class of worker' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell F84 | value='25' | fill=00000000 | rows=[83] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G84 | value='0' | fill=00000000 | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A85 | value='Retail trade' | fill=00000000 | rows=[84] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B85 | value='7878' | fill=00000000 | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C85 | value='7542' | fill=00000000 | rows=[84] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D85 | value='7502' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E85 | value='39' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='333' | fill=00000000 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='4' | fill=00000000 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A86 | value='Transportation and utilities' | fill=00000000 | rows=[85] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B86 | value='2420' | fill=00000000 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C86 | value='2300' | fill=00000000 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D86 | value='1904' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='396' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='118' | fill=00000000 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='1' | fill=00000000 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A87 | value='Transportation and warehousing' | fill=00000000 | rows=[86] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B87 | value='2104' | fill=00000000 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='1985' | fill=00000000 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D87 | value='1654' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='331' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='118' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='1' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A88 | value='Utilities' | fill=00000000 | rows=[87] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B88 | value='315' | fill=00000000 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C88 | value='315' | fill=00000000 | rows=[87] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D88 | value='250' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='65' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='–' | fill=00000000 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='–' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A89 | value='Information' | fill=00000000 | rows=[88] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B89 | value='1138' | fill=00000000 | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C89 | value='1098' | fill=00000000 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D89 | value='982' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E89 | value='115' | fill=00000000 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F89 | value='40' | fill=00000000 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='0' | fill=00000000 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A90 | value='Financial activities' | fill=00000000 | rows=[89] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B90 | value='5634' | fill=00000000 | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C90 | value='5297' | fill=00000000 | rows=[89] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D90 | value='5187' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='111' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='335' | fill=00000000 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='2' | fill=00000000 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A91 | value='Finance and insurance' | fill=00000000 | rows=[90] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B91 | value='4088' | fill=00000000 | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C91 | value='4027' | fill=00000000 | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D91 | value='3958' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='69' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='61' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G91 | value='0' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A92 | value='Real estate and rental and leasing' | fill=00000000 | rows=[91] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B92 | value='1546' | fill=00000000 | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C92 | value='1271' | fill=00000000 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D92 | value='1229' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E92 | value='42' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F92 | value='274' | fill=00000000 | rows=[91] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G92 | value='1' | fill=00000000 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A93 | value='Professional and business services' | fill=00000000 | rows=[92] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B93 | value='8756' | fill=00000000 | rows=[92] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C93 | value='7911' | fill=00000000 | rows=[92] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D93 | value='7707' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E93 | value='204' | fill=00000000 | rows=[92] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F93 | value='841' | fill=00000000 | rows=[92] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G93 | value='4' | fill=00000000 | rows=[92] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A94 | value='Professional and technical services' | fill=00000000 | rows=[93] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B94 | value='5857' | fill=00000000 | rows=[93] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C94 | value='5380' | fill=00000000 | rows=[93] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D94 | value='5251' | fill=00000000 | rows=[93] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E94 | value='128' | fill=00000000 | rows=[93] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F94 | value='475' | fill=00000000 | rows=[93] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G94 | value='2' | fill=00000000 | rows=[93] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A95 | value='Management, administrative, and waste services' | fill=00000000 | rows=[94] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B95 | value='2899' | fill=00000000 | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C95 | value='2531' | fill=00000000 | rows=[94] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D95 | value='2456' | fill=00000000 | rows=[94] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E95 | value='76' | fill=00000000 | rows=[94] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F95 | value='366' | fill=00000000 | rows=[94] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G95 | value='2' | fill=00000000 | rows=[94] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A96 | value='Education and health services' | fill=00000000 | rows=[95] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B96 | value='27056' | fill=00000000 | rows=[95] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C96 | value='26283' | fill=00000000 | rows=[95] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D96 | value='18890' | fill=00000000 | rows=[95] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E96 | value='7393' | fill=00000000 | rows=[95] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F96 | value='767' | fill=00000000 | rows=[95] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G96 | value='6' | fill=00000000 | rows=[95] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A97 | value='Educational services' | fill=00000000 | rows=[96] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B97 | value='9664' | fill=00000000 | rows=[96] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C97 | value='9535' | fill=00000000 | rows=[96] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D97 | value='3402' | fill=00000000 | rows=[96] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E97 | value='6133' | fill=00000000 | rows=[96] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F97 | value='129' | fill=00000000 | rows=[96] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G97 | value='0' | fill=00000000 | rows=[96] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A98 | value='Health care and social assistance' | fill=00000000 | rows=[97] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B98 | value='17391' | fill=00000000 | rows=[97] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C98 | value='16748' | fill=00000000 | rows=[97] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D98 | value='15488' | fill=00000000 | rows=[97] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E98 | value='1260' | fill=00000000 | rows=[97] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F98 | value='638' | fill=00000000 | rows=[97] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G98 | value='6' | fill=00000000 | rows=[97] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A99 | value='Hospitals' | fill=00000000 | rows=[98] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B99 | value='5571' | fill=00000000 | rows=[98] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C99 | value='5560' | fill=00000000 | rows=[98] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D99 | value='5003' | fill=00000000 | rows=[98] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E99 | value='557' | fill=00000000 | rows=[98] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F99 | value='11' | fill=00000000 | rows=[98] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G99 | value='0' | fill=00000000 | rows=[98] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A100 | value='Health services, except hospitals' | fill=00000000 | rows=[99] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B100 | value='8749' | fill=00000000 | rows=[99] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C100 | value='8440' | fill=00000000 | rows=[99] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D100 | value='8133' | fill=00000000 | rows=[99] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E100 | value='307' | fill=00000000 | rows=[99] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F100 | value='307' | fill=00000000 | rows=[99] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G100 | value='2' | fill=00000000 | rows=[99] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A101 | value='Social assistance' | fill=00000000 | rows=[100] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B101 | value='3072' | fill=00000000 | rows=[100] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C101 | value='2748' | fill=00000000 | rows=[100] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D101 | value='2351' | fill=00000000 | rows=[100] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E101 | value='397' | fill=00000000 | rows=[100] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F101 | value='319' | fill=00000000 | rows=[100] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G101 | value='4' | fill=00000000 | rows=[100] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A102 | value='Leisure and hospitality' | fill=00000000 | rows=[101] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B102 | value='7261' | fill=00000000 | rows=[101] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C102 | value='6915' | fill=00000000 | rows=[101] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D102 | value='6733' | fill=00000000 | rows=[101] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E102 | value='182' | fill=00000000 | rows=[101] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F102 | value='343' | fill=00000000 | rows=[101] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G102 | value='3' | fill=00000000 | rows=[101] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A103 | value='Arts, entertainment, and recreation' | fill=00000000 | rows=[102] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B103 | value='1555' | fill=00000000 | rows=[102] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C103 | value='1332' | fill=00000000 | rows=[102] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D103 | value='1201' | fill=00000000 | rows=[102] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E103 | value='131' | fill=00000000 | rows=[102] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F103 | value='222' | fill=00000000 | rows=[102] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G103 | value='0' | fill=00000000 | rows=[102] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A104 | value='Accommodation and food services' | fill=00000000 | rows=[103] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B104 | value='5706' | fill=00000000 | rows=[103] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C104 | value='5583' | fill=00000000 | rows=[103] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D104 | value='5532' | fill=00000000 | rows=[103] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E104 | value='51' | fill=00000000 | rows=[103] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F104 | value='121' | fill=00000000 | rows=[103] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G104 | value='3' | fill=00000000 | rows=[103] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A105 | value='Other services' | fill=00000000 | rows=[104] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B105 | value='4055' | fill=00000000 | rows=[104] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C105 | value='3409' | fill=00000000 | rows=[104] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D105 | value='3394' | fill=00000000 | rows=[104] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E105 | value='15' | fill=00000000 | rows=[104] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F105 | value='641' | fill=00000000 | rows=[104] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G105 | value='4' | fill=00000000 | rows=[104] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A106 | value='Other services, except private households' | fill=00000000 | rows=[105] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B106 | value='3436' | fill=00000000 | rows=[105] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C106 | value='2790' | fill=00000000 | rows=[105] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D106 | value='2775' | fill=00000000 | rows=[105] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E106 | value='15' | fill=00000000 | rows=[105] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F106 | value='641' | fill=00000000 | rows=[105] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G106 | value='4' | fill=00000000 | rows=[105] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A107 | value='Private households' | fill=00000000 | rows=[106] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B107 | value='619' | fill=00000000 | rows=[106] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C107 | value='619' | fill=00000000 | rows=[106] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D107 | value='619' | fill=00000000 | rows=[106] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E107 | value='–' | fill=00000000 | rows=[106] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F107 | value='–' | fill=00000000 | rows=[106] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G107 | value='–' | fill=00000000 | rows=[106] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A108 | value='Public administration' | fill=00000000 | rows=[107] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B108 | value='3670' | fill=00000000 | rows=[107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C108 | value='3670' | fill=00000000 | rows=[107] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D108 | value='–' | fill=00000000 | rows=[107] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E108 | value='3670' | fill=00000000 | rows=[107] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F108 | value='–' | fill=00000000 | rows=[107] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G108 | value='–' | fill=00000000 | rows=[107] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A110 | value='Footnotes:' | fill=FF00B0F0 | rows=[109] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell A111 | value='(1) Includes self-employed workers whose businesses are incorporated.' | fill=FF00B0F0 | rows=[110] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell A112 | value='NOTE: Updated population controls are introduced annually with the release of January data. Dash indicates no data or data that do not meet publication criteria (values not shown where base is less than 50,000).' | fill=FF00B0F0 | rows=[111] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True

