=== economy-table24.xlsx ===
Cell B1 | value='Africa's Development Dynamics (AfDD) - all tables, all indicators' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell AG62 | value='40.43405' | fill=00000000 | rows=[61] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH62 | value='30.76141' | fill=00000000 | rows=[61] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI62 | value='0.54604' | fill=00000000 | rows=[61] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ62 | value='51.626' | fill=00000000 | rows=[61] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK62 | value='82.135' | fill=00000000 | rows=[61] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL62 | value='67.006' | fill=00000000 | rows=[61] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM62 | value='77.689333831' | fill=00000000 | rows=[61] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN62 | value='6558.711' | fill=00000000 | rows=[61] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO62 | value='81.908378214' | fill=00000000 | rows=[61] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP62 | value='1126.803' | fill=00000000 | rows=[61] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ62 | value='14.072064815' | fill=00000000 | rows=[61] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR62 | value='22.28' | fill=00000000 | rows=[61] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS62 | value='0.2782434943' | fill=00000000 | rows=[61] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT62 | value='4732.71' | fill=00000000 | rows=[61] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU62 | value='59.104388142' | fill=00000000 | rows=[61] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV62 | value='1826.001' | fill=00000000 | rows=[61] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW62 | value='22.803990072' | fill=00000000 | rows=[61] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX62 | value='95.4' | fill=00000000 | rows=[61] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY62 | value='93' | fill=00000000 | rows=[61] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ62 | value='94' | fill=00000000 | rows=[61] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA62 | value='3.169162422' | fill=00000000 | rows=[61] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB62 | value='19.141524562' | fill=00000000 | rows=[61] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B63 | value='·  Niger' | fill=FFE2F2FB | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D63 | value='27202.843' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='16527.59996' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='41582.12802' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='1536.31019' | fill=00000000 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='1.4091780539' | fill=00000000 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='4.2262178884' | fill=00000000 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='32.9' | fill=00000000 | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='50.6' | fill=00000000 | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L63 | value='0.4' | fill=00000000 | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M63 | value='0.292' | fill=00000000 | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N63 | value='17.221326055' | fill=00000000 | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='27202.843' | fill=00000000 | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P63 | value='4639.1728452' | fill=00000000 | rows=[62] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q63 | value='22563.670155' | fill=00000000 | rows=[62] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R63 | value='576.43380194' | fill=00000000 | rows=[62] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S63 | value='1' | fill=00000000 | rows=[62] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T63 | value='1449.5468928' | fill=00000000 | rows=[62] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U63 | value='1' | fill=00000000 | rows=[62] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V63 | value='4.9096065025' | fill=00000000 | rows=[62] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W63 | value='99.822045081' | fill=00000000 | rows=[62] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X63 | value='104.73165158' | fill=00000000 | rows=[62] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y63 | value='17.221326055' | fill=00000000 | rows=[62] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z63 | value='42.200623718' | fill=00000000 | rows=[62] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA63 | value='12.085491387' | fill=00000000 | rows=[62] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB63 | value='35.56' | fill=00000000 | rows=[62] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC63 | value='51.07' | fill=00000000 | rows=[62] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD63 | value='43.46' | fill=00000000 | rows=[62] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE63 | value='0.6963' | fill=00000000 | rows=[62] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF63 | value='26.65' | fill=00000000 | rows=[62] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG63 | value='43.59406' | fill=00000000 | rows=[62] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH63 | value='35.05' | fill=00000000 | rows=[62] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI63 | value='0.61132' | fill=00000000 | rows=[62] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ63 | value='62.26' | fill=00000000 | rows=[62] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK63 | value='84.343' | fill=00000000 | rows=[62] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL63 | value='73.441' | fill=00000000 | rows=[62] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM63 | value='80.293604685' | fill=00000000 | rows=[62] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN63 | value='9125.388' | fill=00000000 | rows=[62] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO63 | value='89.616303365' | fill=00000000 | rows=[62] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP63 | value='585.375' | fill=00000000 | rows=[62] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ63 | value='5.7487028039' | fill=00000000 | rows=[62] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR63 | value='65.741' | fill=00000000 | rows=[62] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS63 | value='0.645612592' | fill=00000000 | rows=[62] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT63 | value='6215.779' | fill=00000000 | rows=[62] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU63 | value='61.042350913' | fill=00000000 | rows=[62] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV63 | value='2909.609' | fill=00000000 | rows=[62] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW63 | value='28.573952452' | fill=00000000 | rows=[62] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX63 | value='84.4' | fill=00000000 | rows=[62] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY63 | value='68.8' | fill=00000000 | rows=[62] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ63 | value='73.6' | fill=00000000 | rows=[62] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA63 | value='0.3622473305' | fill=00000000 | rows=[62] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB63 | value='19.344147984' | fill=00000000 | rows=[62] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B64 | value='·  Nigeria' | fill=FFE2F2FB | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D64 | value='223804.632' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='374947.1654' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F64 | value='1364175.405' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G64 | value='6139.900646' | fill=00000000 | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='2.8602137232' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I64 | value='18.846844822' | fill=00000000 | rows=[63] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J64 | value='35.1' | fill=00000000 | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K64 | value='30.9' | fill=00000000 | rows=[63] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L64 | value='0.535' | fill=00000000 | rows=[63] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M64 | value='0.341' | fill=00000000 | rows=[63] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N64 | value='51.568809798' | fill=00000000 | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O64 | value='223804.632' | fill=00000000 | rows=[63] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P64 | value='121487.86839' | fill=00000000 | rows=[63] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q64 | value='102316.76361' | fill=00000000 | rows=[63] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R64 | value='22513.428181' | fill=00000000 | rows=[63] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S64 | value='37' | fill=00000000 | rows=[63] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T64 | value='42361.175213' | fill=00000000 | rows=[63] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U64 | value='13' | fill=00000000 | rows=[63] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V64 | value='5.5034471266' | fill=00000000 | rows=[63] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W64 | value='78.822174288' | fill=00000000 | rows=[63] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X64 | value='84.325621415' | fill=00000000 | rows=[63] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y64 | value='51.568809798' | fill=00000000 | rows=[63] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z64 | value='74.752872252' | fill=00000000 | rows=[63] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA64 | value='24.040746666' | fill=00000000 | rows=[63] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB64 | value='68.26263' | fill=00000000 | rows=[63] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC64 | value='81.58064' | fill=00000000 | rows=[63] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD64 | value='75.02875' | fill=00000000 | rows=[63] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE64 | value='0.83675' | fill=00000000 | rows=[63] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF64 | value='52.65648' | fill=00000000 | rows=[63] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG64 | value='71.25571' | fill=00000000 | rows=[63] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH64 | value='62.01601' | fill=00000000 | rows=[63] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI64 | value='0.73898' | fill=00000000 | rows=[63] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ64 | value='52.199' | fill=00000000 | rows=[63] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK64 | value='65.907' | fill=00000000 | rows=[63] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL64 | value='59.111' | fill=00000000 | rows=[63] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM64 | value='74.283048221' | fill=00000000 | rows=[63] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN64 | value='59546.34' | fill=00000000 | rows=[63] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO64 | value='81.555578379' | fill=00000000 | rows=[63] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP64 | value='9984.351' | fill=00000000 | rows=[63] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ64 | value='13.6747199' | fill=00000000 | rows=[63] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR64 | value='1047.621' | fill=00000000 | rows=[63] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS64 | value='1.4348377512' | fill=00000000 | rows=[63] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT64 | value='54351.887' | fill=00000000 | rows=[63] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU64 | value='74.441176071' | fill=00000000 | rows=[63] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV64 | value='5194.453' | fill=00000000 | rows=[63] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW64 | value='7.1144023089' | fill=00000000 | rows=[63] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX64 | value='96.6' | fill=00000000 | rows=[63] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY64 | value='91.5' | fill=00000000 | rows=[63] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ64 | value='93.9' | fill=00000000 | rows=[63] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA64 | value='2.5525530595' | fill=00000000 | rows=[63] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB64 | value='23.16439872' | fill=00000000 | rows=[63] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B65 | value='·  Senegal' | fill=FFE2F2FB | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D65 | value='17763.163' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='31406.63454' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='78455.36534' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='4319.813926' | fill=00000000 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='4.1024917208' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='9.6885582127' | fill=00000000 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='36.2' | fill=00000000 | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='9.9' | fill=00000000 | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L65 | value='0.511' | fill=00000000 | rows=[64] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M65 | value='0.354' | fill=00000000 | rows=[64] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N65 | value='65.111848564' | fill=00000000 | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='17763.163' | fill=00000000 | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P65 | value='8806.7985838' | fill=00000000 | rows=[64] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q65 | value='8956.3644162' | fill=00000000 | rows=[64] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R65 | value='763.47103043' | fill=00000000 | rows=[64] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S65 | value='2' | fill=00000000 | rows=[64] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T65 | value='3274.0114685' | fill=00000000 | rows=[64] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U65 | value='1' | fill=00000000 | rows=[64] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V65 | value='5.6267468451' | fill=00000000 | rows=[64] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W65 | value='73.818782398' | fill=00000000 | rows=[64] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X65 | value='79.445529243' | fill=00000000 | rows=[64] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y65 | value='65.111848564' | fill=00000000 | rows=[64] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z65 | value='85.477993255' | fill=00000000 | rows=[64] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA65 | value='45.085806089' | fill=00000000 | rows=[64] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB65 | value='63.50271' | fill=00000000 | rows=[64] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC65 | value='75.57641' | fill=00000000 | rows=[64] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD65 | value='69.47841' | fill=00000000 | rows=[64] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE65 | value='0.84025' | fill=00000000 | rows=[64] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF65 | value='39.79856' | fill=00000000 | rows=[64] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG65 | value='64.81228' | fill=00000000 | rows=[64] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH65 | value='51.90042' | fill=00000000 | rows=[64] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI65 | value='0.61406' | fill=00000000 | rows=[64] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ65 | value='37.599' | fill=00000000 | rows=[64] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK65 | value='63.907' | fill=00000000 | rows=[64] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL65 | value='50.281' | fill=00000000 | rows=[64] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM65 | value='54.790913118' | fill=00000000 | rows=[64] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN65 | value='3108.555' | fill=00000000 | rows=[64] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO65 | value='60.934686464' | fill=00000000 | rows=[64] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP65 | value='1771.226' | fill=00000000 | rows=[64] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ65 | value='34.720022958' | fill=00000000 | rows=[64] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR65 | value='89.628' | fill=00000000 | rows=[64] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS65 | value='1.7569108729' | fill=00000000 | rows=[64] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT65 | value='2511.043' | fill=00000000 | rows=[64] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU65 | value='49.22210413' | fill=00000000 | rows=[64] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV65 | value='597.512' | fill=00000000 | rows=[64] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW65 | value='11.712582334' | fill=00000000 | rows=[64] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX65 | value='91.9' | fill=00000000 | rows=[64] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY65 | value='89.2' | fill=00000000 | rows=[64] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ65 | value='90.2' | fill=00000000 | rows=[64] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA65 | value='4.2072457558' | fill=00000000 | rows=[64] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB65 | value='41.001865281' | fill=00000000 | rows=[64] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B66 | value='·  Sierra Leone' | fill=FFE2F2FB | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D66 | value='8791.092' | fill=00000000 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E66 | value='3906.001749' | fill=00000000 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='17783.51031' | fill=00000000 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='2097.040824' | fill=00000000 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='3.392181661' | fill=00000000 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='27.208749873' | fill=00000000 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J66 | value='35.7' | fill=00000000 | rows=[65] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K66 | value='26.1' | fill=00000000 | rows=[65] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L66 | value='0.477' | fill=00000000 | rows=[65] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M66 | value='0.309' | fill=00000000 | rows=[65] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N66 | value='24.540446338' | fill=00000000 | rows=[65] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O66 | value='8791.092' | fill=00000000 | rows=[65] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P66 | value='3894.453756' | fill=00000000 | rows=[65] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q66 | value='4896.638244' | fill=00000000 | rows=[65] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell T66 | value='1347.5148264' | fill=00000000 | rows=[65] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U66 | value='1' | fill=00000000 | rows=[65] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V66 | value='5.4085759263' | fill=00000000 | rows=[65] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W66 | value='66.099258901' | fill=00000000 | rows=[65] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X66 | value='71.507834827' | fill=00000000 | rows=[65] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y66 | value='24.540446338' | fill=00000000 | rows=[65] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z66 | value='49.634883064' | fill=00000000 | rows=[65] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA66 | value='4.5820343642' | fill=00000000 | rows=[65] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB66 | value='62.69922' | fill=00000000 | rows=[65] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC66 | value='70.57611' | fill=00000000 | rows=[65] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD66 | value='66.6486' | fill=00000000 | rows=[65] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE66 | value='0.88839' | fill=00000000 | rows=[65] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF66 | value='34.85203' | fill=00000000 | rows=[65] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG66 | value='51.64688' | fill=00000000 | rows=[65] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH66 | value='43.20633' | fill=00000000 | rows=[65] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI66 | value='0.67481' | fill=00000000 | rows=[65] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ66 | value='51.513' | fill=00000000 | rows=[65] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK66 | value='56.313' | fill=00000000 | rows=[65] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL66 | value='53.906' | fill=00000000 | rows=[65] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM66 | value='72.605588432' | fill=00000000 | rows=[65] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN66 | value='2370.485' | fill=00000000 | rows=[65] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO66 | value='84.084470222' | fill=00000000 | rows=[65] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP66 | value='296.863' | fill=00000000 | rows=[65] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ66 | value='10.530152304' | fill=00000000 | rows=[65] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR66 | value='69.266' | fill=00000000 | rows=[65] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS66 | value='2.4569634123' | fill=00000000 | rows=[65] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT66 | value='2221.677' | fill=00000000 | rows=[65] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU66 | value='78.80603908' | fill=00000000 | rows=[65] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV66 | value='148.808' | fill=00000000 | rows=[65] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW66 | value='5.2784311416' | fill=00000000 | rows=[65] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX66 | value='96.6' | fill=00000000 | rows=[65] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY66 | value='89.3' | fill=00000000 | rows=[65] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ66 | value='93.1' | fill=00000000 | rows=[65] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA66 | value='3.1001452449' | fill=00000000 | rows=[65] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB66 | value='24.294266323' | fill=00000000 | rows=[65] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B67 | value='·  Togo' | fill=FFE2F2FB | rows=[66] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D67 | value='9053.799' | fill=00000000 | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E67 | value='9054.552464' | fill=00000000 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F67 | value='25073.68756' | fill=00000000 | rows=[66] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G67 | value='2764.319444' | fill=00000000 | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='5.4' | fill=00000000 | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I67 | value='7.6155561872' | fill=00000000 | rows=[66] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J67 | value='37.9' | fill=00000000 | rows=[66] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K67 | value='26.6' | fill=00000000 | rows=[66] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L67 | value='0.539' | fill=00000000 | rows=[66] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M67 | value='0.372' | fill=00000000 | rows=[66] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N67 | value='50.352086681' | fill=00000000 | rows=[66] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O67 | value='9053.799' | fill=00000000 | rows=[66] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P67 | value='4028.0351751' | fill=00000000 | rows=[66] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q67 | value='5025.7638249' | fill=00000000 | rows=[66] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell T67 | value='1995.1063967' | fill=00000000 | rows=[66] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U67 | value='1' | fill=00000000 | rows=[66] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V67 | value='5.5511687067' | fill=00000000 | rows=[66] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W67 | value='69.330936878' | fill=00000000 | rows=[66] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X67 | value='74.882105584' | fill=00000000 | rows=[66] | cols=[23] | col_header=False | row_header=False | metadata=False
